"Ctl","Disease"
"CCMD41202658ST.11.0","SZAXPI017593.158"
"MMRS54246132ST.27.0.0","MMRS18295921ST.27.0.0"
"CCMD59540613ST.11.0","LILT_VF270_T017"
"MMRS88581325ST.27.0.0","CCMD46222674ST.21.0"
"CCMD66848156ST.11.0","CCMD52145360ST.11.0"
"LILT_VF261_T016","DRR127666"
"MMPU68403337ST","SID31878"
"DRR127692","CCIS84543192ST.4.0"
"SZAXPI015268.109","CCMD50071957ST.21.0"
"SID530258","CCIS17669415ST.4.0"
"CRC_MR_SBJ74H_17","SZAXPI017458.25"
"CCIS07539127ST.4.0","CCIS91228662ST.4.0"
"DRR127737","DRR127617"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"CRC_MR_SBJ80H_17","SID531416"
"CCMD93755960ST.11.0","MMRS25641480ST.27.0.0"
"CCIS90164298ST.4.0","CRC_MR_SBJ06C_17"
"SZAXPI015255.46","MMRS43939546ST.27.0.0"
"SZAXPI015261.75","LILT_VF100_T016"
"SZAXPI015251.41","MMRS55294627ST.27.0.0"
"CRC_MR_SBJ34H_17","SID31685"
"SZAXPI017592.142","CRC_MR_SBJ55C_17"
"CRC_MR_SBJ21H_17","MMRS12272136ST.27.0.0"
"SZAXPI015230.16","CCMD76222476ST.11.0"
"SID31700","CRC_MR_SBJ01C_17"
"CRC_MR_SBJ46H_17","CCIS77252613ST.4.0"
"SZAXPI015260.74","CCIS34055159ST.4.0"
"CCIS07277498ST.4.0","CRC_MR_SBJ42C_17"
"CRC_MR_SBJ65H_17","SZAXPI017586.111"
"MMRS11932626ST.27.0.0","CCMD90311071ST.21.0"
"CCMD31009081ST.11.0","DRR127515"
"SID530295","SID31881"
"MMRS57276462ST.27.0.0","CCMD18872694ST.21.0"
"CCMD53508245ST.11.0","CCMD52117727ST.11.0"
"LILT_VF189_T016","CCMD95676152ST.11.0"
"SID530119","SID31870"
"SZAXPI015273.95","CRC_MR_SBJ31C_17"
"SZAXPI015240.26","MMRS67247116ST.27.0.0"
"SID530167","CCMD42428553ST.21.0"
"SID31519","SZAXPI003409.8"
"CCMD35801800ST.11.0","CCIS62794166ST.4.0"
"SID532779","CCIS38765456ST.20.0"
"SZAXPI015272.108","MMRS16644320ST.27.0.0"
"CCMD51228890ST.11.0","CRC_MR_SBJ35C_17"
"CRC_MR_SBJ24H_17","SID31868"
"CCMD53522274ST.11.0","MMRS43563715ST.27.0.0"
"LILT_VF140_T016","CCMD45988061ST.21.0"
"CCIS81139242ST.4.0","SZAXPI015221.142"
"CRC_MR_SBJ03H_17","DRR127754"
"MMRS73787048ST.27.0.0","MMRS15137911ST.27.0.0"
"CCMD37575804ST.11.0","SZAXPI015223.158"
"CCMD49025643ST.11.0","CCIS71301801ST.4.0"
"CCMD50300306ST.11.0","SID531248"
"SID31360","MMRS86178473ST.27.0.0"
"SID31452","LILT_VF29_16"
"CCMD29706695ST.11.0","SID31883"
"CCMD39157124ST.11.0","MMRS77018926ST.27.0.0"
"CCIS48174381ST.4.0","MMRS81194191ST.27.0.0"
"MMRS67096717ST.27.0.0","SZAXPI003413.4"
"MMRS40913371ST.27.0.0","CCMD25963797ST.21.0"
"MMRS17603756ST.27.0.0","DRR127674"
"CCMD45812507ST.11.0","CCMD26709089ST.21.0"
"CRC_MR_SBJ82H_17","CRC_MR_SBJ26C_17"
"CRC_MR_SBJ75H_17","CCMD26925580ST.21.0"
"SID31009","CCIS22958137ST.20.0"
"MMRS25211151ST.27.0.0","LILT_VF65_16"
"CCIS93040568ST.20.0","CCIS87605453ST.4.0"
"DRR127552","MMRS92544445ST.27.0.0"
"DRR127583","CCMD79349503ST.11.0"
"DRR127619","SZAXPI015237.23"
"MMRS51737257ST.27.0.0","MMRS71762412ST.27.0.0"
"MMRS92546335ST.27.0.0","DRR127579"
"SZAXPI015266.89","SZAXPI017457.24"
"LILT_VF00TL_16","CCMD34381688ST.21.0"
"SZAXPI015269.94","SZAXPI003430.5"
"MMRS85548821ST.27.0.0","DRR127789"
