"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"CCMD27867141ST.11.0","SID531128"
"SZAXPI015245.33","CRC_MR_SBJ49C_17"
"CRC_MR_SBJ34H_17","CCIS55230578ST.4.0"
"DRR127692","SZAXPI015220.136"
"CCIS94417875ST.3.0","CCMD12232071ST.21.0"
"CCMD59540613ST.11.0","MMRS55294627ST.27.0.0"
"CCIS63910149ST.4.0","CRC_MR_SBJ64C_17"
"SZAXPI015235.21","DRR162778"
"CCMD85661207ST.11.0","CCMD86707194ST.21.0"
"CCMD56948710ST.11.0","CCMD82866709ST.21.0"
"CRC_MR_SBJ18H_17","MMRS93508324ST.27.0.0"
"CRC_MR_SBJ79H_17","SID31285"
"CCMD73128545ST.11.0","MMRS78791111ST.27.0.0"
"CCIS20795251ST.4.0","SID31872"
"MMRS17963147ST.27.0.0","CCMD18872694ST.21.0"
"CCMD99440714ST.11.0","LILT_VF73_16"
"CCMD89967135ST.11.0","CCMD95676152ST.11.0"
"CCMD76409700ST.11.0","CCMD79349503ST.11.0"
"SZAXPI015227.13","DRR127603"
"SZAXPI015244.32","MMRS15137911ST.27.0.0"
"SZAXPI003419.6","CRC_MR_SBJ05C_17"
"MMRS64281551ST.27.0.0","CCIS40244499ST.3.0"
"CRC_MR_SBJ77H_17","MMRS80093644ST.27.0.0"
"CCIS15794887ST.4.0","SZAXPI015225.18"
"SID530227","CCMD42428553ST.21.0"
"CCIS93040568ST.20.0","SZAXPI017456.23"
"MMRS95674036ST.27.0.0","MMRS92544445ST.27.0.0"
"CCIS48174381ST.4.0","CCIS22958137ST.20.0"
"SID31714","SZAXPI003421.5"
"CCMD10032470ST.11.0","CRC_MR_SBJ40C_17"
"DRR127532","DRR162779"
"MMRS91297590ST.27.0.0","SZAXPI017452.17"
"CCIS82944710ST.20.0","CCIS46047672ST.4.0"
"DRR127613","SZAXPI015215.20"
"DRR127588","MMRS47685461ST.27.0.0"
"CCIS07277498ST.4.0","CCMD23101338ST.21.0"
