"Ctl","Disease"
"CCIS34604008ST.4.0","SID31276"
"CCMD50538120ST.11.0","SZAXPI015224.13"
"CCMD41202658ST.11.0","CCIS84543192ST.4.0"
"SID31328","CCMD49461418ST.11.0"
"CCIS45793747ST.4.0","DRR127517"
"CRC_MR_SBJ18H_17","SZAXPI015218.16"
"SZAXPI015234.20","SID531469"
"CCMD32288175ST.11.0","MMRS14602194ST.27.0.0"
"CCIS02124300ST.4.0","CCMD13934959ST.21.0"
"CCMD39882286ST.11.0","SID31188"
"CCMD41521570ST.11.0","CCMD86707194ST.21.0"
"CCMD54057834ST.11.0","CCIS62794166ST.4.0"
"CRC_MR_SBJ84H_17","CCIS91228662ST.4.0"
"SZAXPI015241.27","CRC_MR_SBJ55C_17"
"SID532779","CRC_MR_SBJ40C_17"
"LILT_VF10_T016","CCMD35633353ST.11.0"
"CCIS74239020ST.4.0","CCIS81887263ST.4.0"
"MMRS25211151ST.27.0.0","MMRS55294627ST.27.0.0"
"SID31452","SZAXPI003424.12"
"DRR127488","SZAXPI003437.3"
"CCMD30626189ST.11.0","DRR127617"
"SID531414","SID530373"
"DRR127756","DRR127685"
"SID530177","SID31865"
"SID31512","SID31880"
"CRC_MR_SBJ78H_17","CCMD65406197ST.11.0"
"SID31428","CCIS12656533ST.4.0"
"SZAXPI015233.19","CCMD42428553ST.21.0"
