"Ctl","Disease"
"SZAXPI015231.17","SZAXPI017467.87"
"CCMD27867141ST.11.0","SID531128"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"CCMD51228890ST.11.0","DRR127646"
"MMRS64281551ST.27.0.0","CCMD48236717ST.21.0"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"CRC_MR_SBJ21H_17","MMRS90191266ST.27.0.0"
"CCIS21126322ST.4.0","CCIS48725289ST.4.0"
"CCMD85661207ST.11.0","CCMD95433940ST.21.0"
"CCIS32452666ST.4.0","MMRS85382779ST.27.0.0"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"CCIS50003399ST.4.0","CRC_MR_SBJ52C_17"
"CCIS03473770ST.4.0","CCIS11015875ST.4.0"
"SID31379","CCIS82146115ST.4.0"
"DRR127535","SZAXPI017468.88"
"CCMD31009081ST.11.0","DRR127603"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"SZAXPI015268.109","MMRS16644320ST.27.0.0"
"SZAXPI015250.39","CCMD98531134ST.11.0"
"SID31512","SID531416"
"CCIS05314658ST.4.0","MMRS86958796ST.27.0.0"
"SID532915","CCMD86114146ST.21.0"
"CCMD23541216ST.11.0","CCMD23101338ST.21.0"
"CCMD54057834ST.11.0","CCIS06260551ST.3.0"
"CCIS80834637ST.4.0","MMRS25641480ST.27.0.0"
"SID530119","SZAXPI003436.7"
"CCIS64785924ST.20.0","CRC_MR_SBJ25C_17"
"SZAXPI015235.21","CCIS91228662ST.4.0"
"SZAXPI015255.46","DRR127517"
"SZAXPI015230.16","CCMD76222476ST.11.0"
"CRC_MR_SBJ60H_17","CCIS77252613ST.4.0"
"CCMD32288175ST.11.0","LILT_VF207_T017"
"SZAXPI015244.32","CCIS98512455ST.4.0"
"CCMD35801800ST.11.0","SID31874"
"LILT_VF189_T016","LILT_VF120_16"
"SZAXPI015252.43","SZAXPI015223.158"
"CRC_MR_SBJ34H_17","CRC_MR_SBJ10C_17"
"MMRS84159866ST.27.0.0","MMRS51410669ST.27.0.0"
"CCMD46727384ST.11.0","SID531382"
"LILT_GF06_16","CCIS44757994ST.4.0"
"SZAXPI015246.34","SZAXPI017452.17"
"CCIS41692898ST.4.0","CRC_MR_SBJ39C_17"
"SZAXPI015234.20","SID531352"
"SZAXPI015264.87","MMRS72802364ST.27.0.0"
"SZAXPI015227.13","MMRS77018926ST.27.0.0"
"CCIS27304052ST.3.0","SZAXPI015216.169"
"SZAXPI015261.75","MMRS55294627ST.27.0.0"
"CRC_MR_SBJ37H_17","MMRS43563715ST.27.0.0"
"CCMD99440714ST.11.0","SID31877"
"SID530444","CRC_MR_SBJ11C_17"
"SID31749","CCIS50148151ST.4.0"
"CCIS29210128ST.4.0","SZAXPI015222.123"
"SID31333","CRC_MR_SBJ50C_17"
"DRR127704","DRR127580"
"MMRS97307143ST.27.0.0","MMRS86178473ST.27.0.0"
"DRR127596","DRR127685"
"CCIS81139242ST.4.0","CRC_MR_SBJ26C_17"
"LILT_VF84_16","CCMD46947453ST.21.0"
"CCIS74239020ST.4.0","CRC_MR_SBJ29C_17"
"MMRS81130264ST.27.0.0","SZAXPI017582.94"
"DRR127777","CCIS22416007ST.4.0"
"SZAXPI015266.89","DRR127521"
"SZAXPI015240.26","CCIS87252800ST.4.0"
"SZAXPI015270.90","CRC_MR_SBJ33C_17"
"DRR127619","SZAXPI015237.23"
"CRC_MR_SBJ24H_17","DRR127718"
"MMRS39415781ST.27.0.0","MMRS24340226ST.27.0.0"
"SZAXPI015269.94","SID531248"
"MMRS85548821ST.27.0.0","SZAXPI017585.109"
"LILT_VF18_T016","CCMD11006829ST.21.0"
"CCIS09568613ST.4.0","LILT_VF107_16"
"SID530052","SID31872"
"DRR162776","SZAXPI003410.3"
"MMRS65742083ST.27.0.0","MMRS34525504ST.27.0.0"
