"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"SID530075","SZAXPI017590.136"
"SID532915","SID31881"
"CCIS00281083ST.3.0","DRR127666"
"LILT_VF43_16","SID531361"
"CCMD31009081ST.11.0","CRC_MR_SBJ32C_17"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"SID530394","CRC_MR_SBJ42C_17"
"DRR127597","CCIS84543192ST.4.0"
"CCIS71578391ST.4.0","SID530890"
"SZAXPI015245.33","CRC_MR_SBJ49C_17"
"MMRS67096717ST.27.0.0","DRR127767"
"CCMD51228890ST.11.0","DRR127646"
"SZAXPI015227.13","CCMD52145360ST.11.0"
"CRC_MR_SBJ60H_17","SZAXPI017593.158"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS21126322ST.4.0","SZAXPI017594.166"
"SID530295","SID531469"
"CRC_MR_SBJ34H_17","CCIS55230578ST.4.0"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"CCMD66848156ST.11.0","SID531128"
"DRR127649","MMRS86958796ST.27.0.0"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"CCMD35081859ST.11.0","CCMD95431029ST.11.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CCIS45571137ST.3.0","MMRS90191266ST.27.0.0"
"MMRS35808664ST.27.0.0","SID31868"
"MMPU68403337ST","SID31878"
"SID31021","SID531416"
"SZAXPI015262.79","SZAXPI003412.1"
"CCIS02124300ST.4.0","CCIS48725289ST.4.0"
"CCIS50003399ST.4.0","CRC_MR_SBJ52C_17"
"CCMD18579000ST.11.0","CCMD72895164ST.21.0"
"CRC_MR_SBJ74H_17","SZAXPI017458.25"
"CRC_MR_SBJ67H_17","CRC_MR_SBJ36C_17"
"MMPU99077057ST","CCMD49461418ST.11.0"
"CRC_MR_SBJ45H_17","CCMD46222674ST.21.0"
"MMRS95277876ST.27.0.0","SID31875"
"CCMD59540613ST.11.0","CCMD63399960ST.21.0"
"CCMD54057834ST.11.0","CCIS53043478ST.4.0"
"DRR127748","SID31870"
"DRR127737","DRR127617"
"CCIS16561622ST.4.0","CRC_MR_SBJ51C_17"
