"Ctl","Disease"
"SID532915","SID31881"
"DRR127649","CRC_MR_SBJ32C_17"
"LILT_VF28_T016","SZAXPI015225.18"
"SZAXPI015244.32","SID31876"
"CCIS80834637ST.4.0","MMRS25641480ST.27.0.0"
"CCMD18579000ST.11.0","CCIS48725289ST.4.0"
"CCIS63910149ST.4.0","SID31276"
"CCMD41521570ST.11.0","SZAXPI017458.25"
"SZAXPI015263.84","SZAXPI015226.14"
"MMRS61683006ST.27.0.0","MMRS62376181ST.27.0.0"
"CCMD27867141ST.11.0","CCMD27463710ST.11.0"
"SZAXPI015241.27","CRC_MR_SBJ64C_17"
"CCIS45571137ST.3.0","CRC_MR_SBJ33C_17"
"CCIS88317640ST.4.0","SZAXPI017454.20"
"CRC_MR_SBJ84H_17","DRR127536"
"MMRS88581325ST.27.0.0","CCIS62605362ST.3.0"
"CCMD73128545ST.11.0","CCIS71301801ST.4.0"
"CCMD22852639ST.11.0","LILT_VF100_T016"
"SZAXPI015265.88","CRC_MR_SBJ39C_17"
"CCIS27304052ST.3.0","SZAXPI003412.1"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"SZAXPI003433.7","MMRS93508324ST.27.0.0"
"CCMD39157124ST.11.0","SZAXPI015213.15"
"CCMD99440714ST.11.0","CRC_MR_SBJ31C_17"
"SID31219","CCIS76845094ST.20.0"
"CCMD49025643ST.11.0","LILT_VF270_T017"
"MMRS54246132ST.27.0.0","CCIS40244499ST.3.0"
"LILT_VF189_T016","CCMD26925580ST.21.0"
"MMRS81130264ST.27.0.0","CRC_MR_SBJ05C_17"
"SID31700","DRR127708"
"CCIS13047523ST.4.0","CCMD86707194ST.21.0"
"DRR127763","CCMD12232071ST.21.0"
"CCMD18829815ST.11.0","CRC_MR_SBJ35C_17"
"DRR127707","SZAXPI017582.94"
"CCIS23164343ST.4.0","SZAXPI017456.23"
"SZAXPI015234.20","SID31285"
"SZAXPI003419.6","DRR127647"
"DRR162776","SID531766"
"DRR127535","SID31868"
"DRR127532","SZAXPI015210.17"
"CCMD31134579ST.11.0","MMRS44587603ST.27.0.0"
"DRR127672","CCIS72607085ST.4.0"
"DRR127736","CCIS98512455ST.4.0"
"SZAXPI015229.15","SID31493"
"SID31428","SZAXPI003409.8"
