"Ctl","Disease"
"SID31267","CRC_MR_SBJ55C_17"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"SID31700","SID531128"
"CCIS07539127ST.4.0","CCIS50148151ST.4.0"
"SZAXPI015263.84","MMRS54316675ST.27.0.0"
"CCIS21126322ST.4.0","CCMD95433940ST.21.0"
"DRR127692","MMRS18295921ST.27.0.0"
"MMRS64281551ST.27.0.0","SZAXPI017468.88"
"MMRS65862658ST.27.0.0","MMRS43939546ST.27.0.0"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"MMRS61683006ST.27.0.0","MMRS12272136ST.27.0.0"
"CCIS78100604ST.4.0","SID31276"
"CCIS45571137ST.3.0","LILT_VF29_16"
"SZAXPI015268.109","CCIS14449628ST.4.0"
"SZAXPI015262.79","CCMD98531134ST.11.0"
"CCMD45812507ST.11.0","MMRS14379078ST.27.0.0"
"CCIS05314658ST.4.0","CCIS52370277ST.4.0"
"CCIS71578391ST.4.0","MMRS96422329ST.27.0.0"
"SZAXPI015272.108","DRR127559"
"CCIS27304052ST.3.0","SID31685"
"SID31749","CCMD86114146ST.21.0"
"CCIS02856720ST.4.0","CCIS53355328ST.4.0"
"DRR127731","CRC_MR_SBJ05C_17"
"SZAXPI015244.32","SID31874"
"MMRS67096717ST.27.0.0","SID31870"
"CRC_MR_SBJ46H_17","DRR127594"
"DRR127737","CCIS40244499ST.3.0"
"LILT_VF262_T016","SZAXPI017466.84"
"LILT_VF170_T016","CCMD71242853ST.11.0"
"CCIS95409808ST.4.0","SID31188"
"SZAXPI015252.43","MMRS43563715ST.27.0.0"
"CCIS94603952ST.4.0","CRC_MR_SBJ33C_17"
"DRR127628","CCMD60079086ST.21.0"
"DRR127763","CCMD52117727ST.11.0"
"SZAXPI015271.93","CRC_MR_SBJ29C_17"
"CCIS44093303ST.4.0","CCIS87605453ST.4.0"
"LILT_VF263_T016","CCIS41288781ST.4.0"
"SZAXPI015240.26","CCIS87252800ST.4.0"
"CCIS48174381ST.4.0","SZAXPI015237.23"
"MMRS57569834ST.27.0.0","SZAXPI017584.108"
"LILT_VF82_T016","SID531248"
"MMRS95479054ST.27.0.0","CCMD87156761ST.21.0"
"SID31333","SZAXPI003424.12"
"CCMD37575804ST.11.0","DRR127789"
"LILT_VF279_T016","SZAXPI017583.102"
"CCIS88317640ST.4.0","CCIS87167916ST.4.0"
"DRR127616","SZAXPI015209.133"
