"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS02124300ST.4.0","SID31328","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","MMRS65862658ST.27.0.0","CRC_MR_SBJ18H_17","CCMD41202658ST.11.0","17.0547103579129","19.0209861647261","21.0888538269106","21.6099185347053","22.5315230121002","22.7764117023687","CCMD49461418ST.11.0","CCMD13934959ST.21.0","CCMD86707194ST.21.0","DRR127517","MMRS14602194ST.27.0.0","SID31880","19.7638949134198","20.4050123910107","22.0140844245656","22.1918224100298","22.4534148810487","22.9742614971189"
"CCIS29210128ST.4.0","CRC_MR_SBJ18H_17","CCMD54057834ST.11.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","SID31328","CCIS02124300ST.4.0","25.1070933328651","25.7568950652015","27.8612944649544","29.8591475213208","30.2351067985496","31.3811649772694","CCIS91228662ST.4.0","SZAXPI015218.16","CCIS62794166ST.4.0","CCIS81887263ST.4.0","MMRS55294627ST.27.0.0","MMRS14602194ST.27.0.0","26.2041314169369","28.8482692209567","29.7149095070774","29.9428919593816","30.7911231660003","31.6224559467967"
"CCIS34604008ST.4.0","SZAXPI015241.27","SID31452","CCIS45793747ST.4.0","SID31328","SID530177","SID31512","14.3294843447383","20.8439003144877","25.134320716578","26.0003488201639","26.3446811538667","28.2619006701602","SID31276","CRC_MR_SBJ55C_17","SZAXPI003424.12","CCIS81887263ST.4.0","CCMD13934959ST.21.0","SZAXPI015218.16","14.740227056338","22.0553520002583","25.8023815763507","25.9544814779587","30.5880772434882","32.804964485329"
"CCIS45793747ST.4.0","SID31328","CCIS02124300ST.4.0","SZAXPI015241.27","CRC_MR_SBJ84H_17","CCMD54057834ST.11.0","SID531414","15.9713316472422","19.0209861647261","19.7414652266214","20.9180451858509","20.9802682409806","22.4027971887128","DRR127517","MMRS14602194ST.27.0.0","CCMD13934959ST.21.0","CCMD86707194ST.21.0","SZAXPI015218.16","CCMD49461418ST.11.0","17.8776817171299","17.9794939433789","20.8541254495795","21.0714714046409","21.5182565626145","21.8543957233551"
"CCMD30626189ST.11.0","CCMD41202658ST.11.0","CCIS02124300ST.4.0","MMRS67096717ST.27.0.0","CCMD54057834ST.11.0","CCMD41521570ST.11.0","CRC_MR_SBJ84H_17","24.266813579539","36.6634020429542","38.7047841597883","40.0996881901979","40.8188510932045","40.8240261789341","CCIS84543192ST.4.0","DRR127617","SID531361","CCIS91228662ST.4.0","MMRS55294627ST.27.0.0","SZAXPI015218.16","20.874847914325","25.2174048701943","37.2628427752634","38.8227265582365","39.6117536176562","39.6958494154553"
"CCMD32288175ST.11.0","CCIS45793747ST.4.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ84H_17","SID31328","MMRS25211151ST.27.0.0","CCIS02124300ST.4.0","26.1338807132332","26.4976582452412","26.860703411549","26.9865853264154","27.3805213338826","28.7027095849747","MMRS14602194ST.27.0.0","SZAXPI015218.16","MMRS55294627ST.27.0.0","DRR127517","CCMD49461418ST.11.0","CCMD13934959ST.21.0","20.1212409249952","24.4062070829779","25.5561790806842","26.1493426587266","27.4106256633755","28.2469678427845"
"CCMD39882286ST.11.0","CCIS74239020ST.4.0","SID532779","SID31328","CRC_MR_SBJ78H_17","SID531414","CCIS45793747ST.4.0","26.9716289535653","28.775716798808","30.2600948370705","31.8388602251447","32.4266506757466","32.6467035879291","SID31188","CRC_MR_SBJ40C_17","CCMD49461418ST.11.0","MMRS14602194ST.27.0.0","DRR127517","CCIS81887263ST.4.0","20.5578361854865","21.036689356491","32.1941122103639","34.5443119687236","35.1929304034873","35.1967404280055"
"CCMD41202658ST.11.0","CCIS02124300ST.4.0","CCMD54057834ST.11.0","CCMD30626189ST.11.0","CRC_MR_SBJ84H_17","SID31328","CCIS45793747ST.4.0","22.7764117023687","23.0295815648483","24.266813579539","25.8329226685445","26.8402412995655","26.9714189429162","CCIS84543192ST.4.0","DRR127617","CCIS91228662ST.4.0","CCMD49461418ST.11.0","SZAXPI015218.16","DRR127517","16.4415792250775","16.9997707045419","23.8778981029885","26.4942879213785","27.0742905957959","27.1473895626909"
"CCMD41521570ST.11.0","SID531414","SID31328","CCIS45793747ST.4.0","CCIS02124300ST.4.0","CRC_MR_SBJ84H_17","CRC_MR_SBJ78H_17","20.4501272163036","22.0347446105872","22.8810055676843","23.5810803870667","24.396078732823","24.703234899624","DRR127517","CCMD86707194ST.21.0","MMRS14602194ST.27.0.0","CCMD49461418ST.11.0","SZAXPI015218.16","MMRS55294627ST.27.0.0","19.9557267928632","20.7828546625385","22.0392055941951","22.2347739161117","23.8155646575827","24.552967459965"
"CCMD50538120ST.11.0","SZAXPI015233.19","SID531414","CCMD41521570ST.11.0","SID532779","SID31328","CRC_MR_SBJ78H_17","32.2976069196837","32.586236016326","35.6269719606466","37.0260279828042","37.7111191759659","38.0177448610974","SZAXPI015224.13","CCMD49461418ST.11.0","CRC_MR_SBJ40C_17","CCMD86707194ST.21.0","MMRS14602194ST.27.0.0","DRR127517","15.3848366787301","33.9143814642918","38.3072574862793","39.6326403286218","42.6005876760274","42.7510327453303"
