"Ctl","Disease"
"SZAXPI017592.142","SID31276"
"CCMD45812507ST.11.0","CCMD59583015ST.11.0"
"DRR127535","CCIS84543192ST.4.0"
"LILT_VF28_T016","LILT_VF192_T017"
"SZAXPI015268.109","CCMD50071957ST.21.0"
"CCMD59540613ST.11.0","CCMD63399960ST.21.0"
"CCIS05314658ST.4.0","CRC_MR_SBJ06C_17"
"CCIS03473770ST.4.0","SID531277"
"CRC_MR_SBJ79H_17","SID531352"
"LILT_VF82_T016","DRR127666"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"SZAXPI015255.46","SZAXPI017588.123"
"CCMD45004878ST.11.0","CCMD42428553ST.21.0"
"MMRS65862658ST.27.0.0","MMRS12272136ST.27.0.0"
"MMRS95277876ST.27.0.0","MMRS65205033ST.27.0.0"
"CCIS95097901ST.4.0","CCIS17669415ST.4.0"
"CRC_MR_SBJ45H_17","DRR127515"
"SID31700","CCMD95676152ST.11.0"
"CRC_MR_SBJ68H_17","SZAXPI003435.11"
"MMRS39582183ST.27.0.0","SZAXPI017454.20"
"SID31021","CCMD35633353ST.11.0"
"CCMD18829815ST.11.0","CCIS02379307ST.4.0"
"LILT_VF10_T016","CCIS12656533ST.4.0"
"SID31360","CCIS52370277ST.4.0"
"CCIS90164298ST.4.0","DRR162778"
"LILT_VF259_T016","DRR127521"
"CCIS29210128ST.4.0","SZAXPI015222.123"
"CCIS11354283ST.4.0","SZAXPI003412.1"
"DRR127707","MMRS41266697ST.27.0.0"
"SZAXPI015260.74","CCIS44757994ST.4.0"
"SID531414","CCMD90311071ST.21.0"
"CCMD99440714ST.11.0","LILT_VF100_T016"
"DRR127488","CCMD18872694ST.21.0"
"SID532749","CRC_MR_SBJ11C_17"
"SZAXPI015228.14","DRR127647"
"MMRS39415781ST.27.0.0","CCMD12232071ST.21.0"
"SID31160","DRR127603"
"SID31714","SZAXPI003421.5"
"DRR127596","DRR127685"
"CCIS51595129ST.4.0","CCIS87116798ST.4.0"
"LILT_VF206_T016","SZAXPI017585.109"
"SZAXPI003419.6","MMRS31306426ST.27.0.0"
"LILT_VF06_16","SZAXPI003427.1"
"CCIS93040568ST.20.0","SZAXPI003415.12"
"CCIS63468405ST.4.0","CRC_MR_SBJ61C_17"
"DRR127588","DRR127700"
"CCMD28738636ST.11.0","CCIS46467422ST.4.0"
"MMRS65742083ST.27.0.0","SZAXPI003430.5"
