"Ctl","Disease"
"CRC_MR_SBJ79H_17","SID31685"
"SID530295","SID31223"
"DRR127535","DRR127557"
"CCIS02124300ST.4.0","CCMD49461418ST.11.0"
"MMRS84159866ST.27.0.0","MMRS51410669ST.27.0.0"
"CCMD54057834ST.11.0","MMRS81194191ST.27.0.0"
"CCMD10191450ST.11.0","CCMD76222476ST.11.0"
"MMRS81135225ST.27.0.0","SZAXPI017463.36"
"SID530167","CCMD42428553ST.21.0"
"CCMD99440714ST.11.0","SZAXPI017588.123"
"SZAXPI015263.84","SZAXPI015223.158"
"CCIS36797902ST.4.0","MMRS55294627ST.27.0.0"
"CCIS13047523ST.4.0","DRR127491"
"CCIS64785924ST.20.0","SZAXPI017581.93"
"SID531414","MMRS44587603ST.27.0.0"
"DRR127532","MMRS72980899ST.27.0.0"
"SZAXPI015229.15","SZAXPI017595.169"
"MMRS32573774ST.27.0.0","MMRS41266697ST.27.0.0"
"CCIS50003399ST.4.0","CCIS87605453ST.4.0"
"LILT_VF18_T016","MMRS84954772ST.27.0.0"
"SZAXPI015256.47","SZAXPI003431.1"
