"Ctl","Disease"
"CCIS03473770ST.4.0","DRR127485"
"CCIS48174381ST.4.0","SID31004"
"CCIS71578391ST.4.0","CCMD95433940ST.21.0"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"SZAXPI015234.20","SID31223"
"MMPU84450604ST","CRC_MR_SBJ20C_17"
"CRC_MR_SBJ67H_17","CRC_MR_SBJ02C_17"
"MMRS85548821ST.27.0.0","CCMD52117727ST.11.0"
"SZAXPI015258.57","MMRS65205033ST.27.0.0"
"DRR127731","CCMD90311071ST.21.0"
"CCIS74239020ST.4.0","MMRS85382779ST.27.0.0"
"MMRS25211151ST.27.0.0","DRR127481"
"SZAXPI015238.24","MMRS41711735ST.27.0.0"
"SID31537","SID31871"
"CCMD51154251ST.11.0","CCMD86707194ST.21.0"
"CCMD32288175ST.11.0","DRR127559"
"MMRS11288076ST.27.0.0","CCMD64503764ST.21.0"
"CCIS81139242ST.4.0","SID531281"
"CCMD53522274ST.11.0","SZAXPI003420.4"
"MMPU68403337ST","LILT_VF65_16"
"SID31160","CCIS78318719ST.4.0"
"SZAXPI015228.14","MMRS81194191ST.27.0.0"
"CCIS27304052ST.3.0","DRR127789"
