"Ctl","Disease"
"CCIS11354283ST.4.0","CRC_MR_SBJ52C_17"
"CCIS03473770ST.4.0","CCIS55230578ST.4.0"
"MMRS88581325ST.27.0.0","CCMD46222674ST.21.0"
"CCMD35081859ST.11.0","LILT_VF73_16"
"SID530050","SID31004"
"CCIS16561622ST.4.0","CCIS41548810ST.4.0"
"CCIS64785924ST.20.0","CRC_MR_SBJ50C_17"
"CRC_MR_SBJ46H_17","SZAXPI015226.14"
"CCIS23164343ST.4.0","SID31276"
"CCIS21126322ST.4.0","CCIS76845094ST.20.0"
"CCIS45793747ST.4.0","CCIS62605362ST.3.0"
"SID31537","SZAXPI003412.1"
"CCMD76409700ST.11.0","CRC_MR_SBJ12C_17"
"SID530167","SZAXPI017453.19"
"SZAXPI015260.74","SID31493"
"CCMD93755960ST.11.0","MMRS43939546ST.27.0.0"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"CCIS82507866ST.3.0","SID31188"
"DRR127628","DRR162777"
"SID31519","SID31878"
"CRC_MR_SBJ65H_17","CRC_MR_SBJ22C_17"
"MMRS81135225ST.27.0.0","CCIS87252800ST.4.0"
"DRR127583","SID531766"
"SID530052","SID31884"
"CCMD29706695ST.11.0","DRR127708"
"CRC_MR_SBJ79H_17","CCMD12232071ST.21.0"
"CCMD22852639ST.11.0","LILT_VF251_T017"
"DRR127736","DRR127521"
"SZAXPI015270.90","CCMD74930188ST.21.0"
"MMRS29805707ST.27.0.0","CCMD51864103ST.21.0"
"CCIS94603952ST.4.0","DRR127491"
"SZAXPI015254.45","SZAXPI015211.166"
"CCIS29688262ST.20.0","SID31446"
"MMRS21365932ST.27.0.0","CCMD21703880ST.11.0"
"DRR127672","CCMD64503764ST.21.0"
"LILT_VF263_T016","LILT_VF145_T017"
"DRR127724","MMRS44203591ST.27.0.0"
