"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS07648107ST.4.0","MMRS11932626ST.27.0.0","SID31009","SZAXPI003433.7","DRR127649","CCIS94417875ST.3.0","MMRS95479054ST.27.0.0","22.5275289342174","23.9168586499252","25.3407349635582","25.7945855276645","26.1001128604552","26.1979673001857","MMRS14602194ST.27.0.0","DRR127517","DRR127536","MMRS16644320ST.27.0.0","MMRS72802364ST.27.0.0","DRR127485","22.379598289699","22.9430535604418","23.529474561084","24.2082837341167","24.6841591444513","25.2990260592814"
"CCIS11558985ST.4.0","CCIS07648107ST.4.0","CCMD10032470ST.11.0","SZAXPI003433.7","MMRS11932626ST.27.0.0","MMRS39582183ST.27.0.0","MMRS95479054ST.27.0.0","33.0578420983857","33.2645305718914","34.4648416891402","35.157917544812","36.1241186566025","36.7219335716272","DRR127517","MMRS16644320ST.27.0.0","SZAXPI017461.32","DRR127485","MMRS14602194ST.27.0.0","MMRS72802364ST.27.0.0","32.1639064100289","32.6699659069136","34.603908581023","35.112549767341","35.1837338594058","35.335223957179"
"CCIS29688262ST.20.0","SID31009","CCIS07648107ST.4.0","CRC_MR_SBJ82H_17","MMRS11932626ST.27.0.0","CCIS94417875ST.3.0","SZAXPI003433.7","24.9648981225139","28.8498914817474","33.1324851219238","34.5036772996879","35.2738078906049","35.8033397513933","SID31549","MMRS72802364ST.27.0.0","CCIS81887263ST.4.0","DRR127517","DRR127515","DRR127536","29.2540863677777","33.8962963581687","34.3920442148471","34.4996690099384","34.5729691507093","34.6510943641972"
"CCIS94417875ST.3.0","MMRS20257302ST.27.0.0","CCMD27867141ST.11.0","DRR127649","LILT_VF265_T016","MMRS11932626ST.27.0.0","SID31009","17.9457019648299","18.144812525554","18.3205966204024","19.4482659190736","20.4585310157328","22.4782212146246","MMRS14602194ST.27.0.0","DRR127485","CCMD86114146ST.21.0","DRR127515","MMRS25641480ST.27.0.0","SID31223","17.8216419692799","19.4907916229921","19.6480651924483","21.1000116694897","22.1208019263837","22.5465048910269"
"CCMD10032470ST.11.0","SZAXPI015242.30","MMRS95479054ST.27.0.0","DRR127488","DRR127649","MMRS11932626ST.27.0.0","CRC_MR_SBJ82H_17","17.6818649052129","21.1701137581143","24.0925603571331","25.0246211720318","27.9025383544455","29.5424278376033","MMRS25641480ST.27.0.0","MMRS16644320ST.27.0.0","CCMD76222476ST.11.0","DRR127485","MMRS14602194ST.27.0.0","CRC_MR_SBJ42C_17","21.5421625778588","23.1061605055578","23.8592088896845","24.148212005867","24.4380267573673","25.172147900219"
"CCMD25475945ST.11.0","SZAXPI015260.74","DRR127488","SZAXPI015242.30","MMRS11932626ST.27.0.0","CCMD10032470ST.11.0","MMRS20257302ST.27.0.0","23.7243891999857","30.4221708169634","30.6618214340929","32.1183618618369","32.4150888957905","33.0164486310309","MMRS41711735ST.27.0.0","CRC_MR_SBJ42C_17","SZAXPI003437.3","SZAXPI017456.23","MMRS14602194ST.27.0.0","DRR127485","21.2329935882437","24.6056728583573","27.6089925488146","27.7752644410166","28.7132407974927","30.7865518103132"
"CCMD27867141ST.11.0","CCIS94417875ST.3.0","LILT_VF265_T016","MMRS21365932ST.27.0.0","DRR127649","MMRS20257302ST.27.0.0","MMRS38954404ST.27.0.0","18.144812525554","19.9291829951431","20.4295253120527","20.9087156779846","21.4456072050245","24.5462537501652","SID31223","CCMD27463710ST.11.0","CCMD86114146ST.21.0","DRR127515","DRR127485","MMRS14602194ST.27.0.0","16.3760202422872","20.1739878731598","22.0196324091889","23.6438719150967","24.5306905918566","25.8529172229074"
"CCMD51228890ST.11.0","MMRS67096717ST.27.0.0","CRC_MR_SBJ81H_17","DRR127649","SZAXPI015250.39","CCIS94417875ST.3.0","SZAXPI015212.113","14.1824162859155","18.3362926195128","30.8302728634617","31.2076750131278","32.9800109767083","33.8620031605323","SZAXPI003421.5","CCMD86114146ST.21.0","MMRS16644320ST.27.0.0","DRR127515","DRR127485","SID31549","18.6808576705889","22.6479777021548","31.6024771224884","31.905257617584","32.7701044777996","33.4150761305358"
"CCMD53522274ST.11.0","CRC_MR_SBJ83H_17","MMRS95479054ST.27.0.0","MMRS39582183ST.27.0.0","MMRS11932626ST.27.0.0","CCIS07648107ST.4.0","DRR127649","21.0632523459413","24.6762994787306","24.8228256378217","29.699676041314","30.2260502469377","30.3852963311105","SZAXPI015226.14","MMRS44587603ST.27.0.0","CCIS84543192ST.4.0","MMRS72802364ST.27.0.0","DRR127485","DRR127517","20.1115990489717","20.9361600996123","23.4465703273187","25.5036161318586","28.2267366627671","28.869511300552"
"CRC_MR_SBJ17H_17","DRR127537","MMRS11288076ST.27.0.0","DRR127704","CRC_MR_SBJ82H_17","MMRS11932626ST.27.0.0","SID31009","30.9399023398944","31.7499781714382","32.8471702234013","34.2539386072828","35.6692751939817","36.3798917888921","CCIS41288781ST.4.0","DRR127536","MMRS72802364ST.27.0.0","DRR127517","CCMD88272491ST.21.0","CCIS81887263ST.4.0","30.7715398218142","34.5342405383889","34.9303473703941","35.5270073757768","35.612222664904","36.8917052371993"
