"Ctl","Disease"
"CCMD54057834ST.11.0","SZAXPI017454.20"
"CCMD41202658ST.11.0","MMRS54316675ST.27.0.0"
"CCIS21126322ST.4.0","CCIS48725289ST.4.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ04C_17"
"LILT_VF212_T016","CCIS83870198ST.4.0"
"MMRS62666492ST.27.0.0","CRC_MR_SBJ53C_17"
"MMPU99077057ST","CCMD49461418ST.11.0"
"CCIS45793747ST.4.0","MMRS16644320ST.27.0.0"
"CCMD18579000ST.11.0","SZAXPI017462.33"
"CCIS32452666ST.4.0","CCIS38765456ST.20.0"
"CCMD85481373ST.11.0","SID31876"
"CCIS05314658ST.4.0","CCIS47284573ST.4.0"
"SZAXPI015227.13","CRC_MR_SBJ02C_17"
"SID530075","SID31493"
"SID31267","CRC_MR_SBJ25C_17"
"SID530394","MMRS14379078ST.27.0.0"
"SZAXPI015244.32","SZAXPI017588.123"
"DRR127649","DRR127517"
"CRC_MR_SBJ21H_17","MMRS12272136ST.27.0.0"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"SID531414","SID31004"
"SID530215","SZAXPI003421.5"
"CRC_MR_SBJ18H_17","CCIS02379307ST.4.0"
"CCIS94417875ST.3.0","DRR127708"
"CRC_MR_SBJ83H_17","SZAXPI017468.88"
"SID530295","SID31881"
"CCMD99929634ST.11.0","CCMD51864103ST.21.0"
"CCMD29706695ST.11.0","SZAXPI017593.158"
"CRC_MR_SBJ78H_17","DRR162778"
"LILT_VF06_16","DRR127720"
"CCMD93755960ST.11.0","CCMD76222476ST.11.0"
"CRC_MR_SBJ24H_17","SID31868"
"SZAXPI015262.79","CRC_MR_SBJ50C_17"
"SZAXPI015247.35","SZAXPI017580.90"
"CCIS07648107ST.4.0","CCIS98512455ST.4.0"
"CCIS63468405ST.4.0","MMRS77487595ST.27.0.0"
"MMPU29365221ST","SZAXPI015210.17"
"CRC_MR_SBJ75H_17","SID31884"
"CCIS29210128ST.4.0","SZAXPI015222.123"
"SZAXPI003429.3","SZAXPI017463.36"
"DRR127524","DRR127617"
"CCIS63910149ST.4.0","CCMD64776337ST.21.0"
"LILT_VF259_T016","SZAXPI003427.1"
"CRC_MR_SBJ81H_17","SID31879"
"MMRS94549160ST.27.0.0","CCMD23101338ST.21.0"
"CCMD32288175ST.11.0","MMRS65205033ST.27.0.0"
"CCIS41692898ST.4.0","SID531775"
"CCIS16561622ST.4.0","LILT_VF65_16"
"DRR127616","LILT_VF300_T016"
"CRC_MR_SBJ63H_17","MMRS97052561ST.27.0.0"
"SZAXPI015272.108","SZAXPI003437.3"
"CRC_MR_SBJ03H_17","SZAXPI003420.4"
"SID31700","MMRS24340226ST.27.0.0"
"CCIS81139242ST.4.0","DRR127669"
"SZAXPI015238.24","CCIS44757994ST.4.0"
"DRR127724","SZAXPI017583.102"
"DRR127552","MMRS47662059ST.27.0.0"
"SID532749","SID31159"
