"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"SID532915","SID31223"
"SZAXPI015264.87","MMRS78791111ST.27.0.0"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"MMRS64281551ST.27.0.0","DRR127557"
"SID530295","SID531469"
"CCIS32452666ST.4.0","MMRS85382779ST.27.0.0"
"CCMD18579000ST.11.0","CCMD72895164ST.21.0"
"CCIS07539127ST.4.0","CCIS91228662ST.4.0"
"DRR127737","DRR127617"
"CCMD27867141ST.11.0","CCMD45988061ST.21.0"
"MMRS54246132ST.27.0.0","MMRS34525504ST.27.0.0"
"MMRS62666492ST.27.0.0","MMRS44587603ST.27.0.0"
"LILT_VF40_16","LILT_VF100_T016"
"CCMD98702133ST.11.0","CCMD51864103ST.21.0"
"SID31519","DRR127720"
"CCIS21126322ST.4.0","CRC_MR_SBJ04C_17"
"SID531414","SZAXPI017458.25"
"MMRS86168210ST.27.0.0","SZAXPI015224.13"
"MMRS11932626ST.27.0.0","CCIS52370277ST.4.0"
"CCIS16326685ST.4.0","SZAXPI003413.4"
"CCIS63910149ST.4.0","CCMD98531134ST.11.0"
"CCMD32288175ST.11.0","LILT_VF264_T017"
"CRC_MR_SBJ68H_17","SID531352"
"DRR127731","CRC_MR_SBJ05C_17"
"MMRS81135225ST.27.0.0","SZAXPI017463.36"
"SZAXPI015271.93","CCMD90311071ST.21.0"
"SID31700","SID31876"
"SZAXPI017592.142","SZAXPI003424.12"
"CRC_MR_SBJ46H_17","CCMD19497912ST.21.0"
"SZAXPI015255.46","MMRS77321055ST.27.0.0"
"SID530394","DRR127559"
"CCMD10191450ST.11.0","SZAXPI017452.17"
"CCMD51154251ST.11.0","CCMD93344354ST.21.0"
"CCMD49025643ST.11.0","CCIS38765456ST.20.0"
"MMRS87723283ST.27.0.0","CCIS81887263ST.4.0"
"CCIS88007743ST.4.0","CRC_MR_SBJ07C_17"
"SID31360","MMRS86178473ST.27.0.0"
"LILT_GF06_16","SZAXPI003409.8"
"CCMD29706695ST.11.0","SID31883"
"MMPU29365221ST","LILT_VF300_T016"
"CCMD56948710ST.11.0","DRR127789"
"SZAXPI015258.57","CCMD71242853ST.11.0"
"SID31428","SID31865"
"SZAXPI015269.94","DRR127754"
"CCIS44093303ST.4.0","SID31446"
"CRC_MR_SBJ21H_17","CCMD18872694ST.21.0"
"CCIS95097901ST.4.0","CCIS22958137ST.20.0"
"MMRS95674036ST.27.0.0","SZAXPI017583.102"
"SZAXPI003429.3","SZAXPI003427.1"
"CRC_MR_SBJ24H_17","LILT_VF234_T017"
"DRR127596","SID531775"
"LILT_VF261_T016","SZAXPI017584.108"
