"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS03857607ST.4.0","SZAXPI015270.90","SZAXPI015263.84","CCMD41202658ST.11.0","MMRS34569532ST.27.0.0","CRC_MR_SBJ73H_17","CCIS07539127ST.4.0","28.1801310124261","29.1599703919483","30.6847270625534","30.7454875912808","31.2999272735241","31.3432375085823","MMRS85382779ST.27.0.0","SZAXPI017588.123","CCIS98832363ST.4.0","SID530890","LILT_VF120_16","CCMD90311071ST.21.0","27.5520696608404","28.5735701478779","29.7487076037212","31.558282902891","32.4937235568532","33.0597803277306"
"CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","SID31749","CCMD85661207ST.11.0","CCMD22852639ST.11.0","DRR127707","SID530167","18.2981592960877","20.1392900589221","21.2849351944938","23.0531655616837","23.4414863870681","24.2508480423077","MMRS85382779ST.27.0.0","CCIS02379307ST.4.0","CCMD52145360ST.11.0","LILT_VF120_16","SID530890","CCMD90311071ST.21.0","20.6168514021807","21.1389255859422","21.8662580858088","22.2582706686795","22.4278598503357","22.5954842514517"
"CCIS36797902ST.4.0","CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015263.84","SID530167","SID31749","CCMD41202658ST.11.0","25.1400872447631","25.9979665507728","26.2604599658269","28.0954221421818","28.5811074364256","28.9932432305512","LILT_VF120_16","SID531416","CCMD35633353ST.11.0","SID530890","CCIS98832363ST.4.0","CCMD11006829ST.21.0","23.6937633734048","25.2156866993247","25.5443800494532","26.2716080297381","26.4512460126324","27.688988809888"
"CCIS51595129ST.4.0","MMRS34569532ST.27.0.0","CCIS07539127ST.4.0","SID532915","SID530167","CRC_MR_SBJ18H_17","SID31749","20.4715145985904","28.5831186733936","28.9949809341272","30.5273277358337","31.1345012641073","31.9265636075494","MMRS85382779ST.27.0.0","CCMD52145360ST.11.0","SID530890","CCMD46947453ST.21.0","CCMD90311071ST.21.0","CCMD11006829ST.21.0","21.0923115437569","28.471214960133","30.3740381206714","32.2485103335503","33.5706011783331","33.774114337094"
"CCIS81139242ST.4.0","CCMD37575804ST.11.0","CRC_MR_SBJ73H_17","SID31766","SID532802","SZAXPI015230.16","CCIS07539127ST.4.0","23.6583143722434","23.6934411272614","24.9804302669089","26.9630388595629","27.4224506147153","27.7909853988753","SID530890","CCIS76845094ST.20.0","CCMD52145360ST.11.0","SZAXPI017588.123","MMRS77321055ST.27.0.0","CCIS98832363ST.4.0","19.7830383791368","21.13190467854","23.115928211917","25.8739544543891","26.6648223292918","27.4394446065331"
"CCMD22852639ST.11.0","CCIS07539127ST.4.0","SID31749","LILT_VF84_16","CRC_MR_SBJ18H_17","CCMD85661207ST.11.0","SZAXPI015230.16","23.0531655616837","24.3600918657422","25.2447905871707","26.1091864108631","26.7202161459484","27.5149621913133","CCMD90311071ST.21.0","SID530890","CCMD52145360ST.11.0","MMRS85382779ST.27.0.0","SZAXPI017588.123","LILT_VF207_T017","23.9089249333465","24.4930179957452","25.2095078722453","25.5390389467028","25.6905146732349","26.0010578715655"
"CCMD30626189ST.11.0","CCMD41202658ST.11.0","MMRS64281551ST.27.0.0","SZAXPI015263.84","CRC_MR_SBJ03H_17","CRC_MR_SBJ37H_17","CCIS36797902ST.4.0","24.266813579539","25.323737836838","25.9297801956785","31.7011485981234","35.5037834941757","39.4400334272754","DRR127557","CCIS98832363ST.4.0","LILT_VF176_T017","LILT_VF120_16","SID531416","SID530890","24.5674512187691","33.3338540567694","33.960628980278","36.2973105175673","40.2262287234697","40.3718652843809"
"CCMD37575804ST.11.0","CRC_MR_SBJ73H_17","SID532802","CCIS81139242ST.4.0","CCMD85661207ST.11.0","CCMD93755960ST.11.0","CCMD38158721ST.11.0","21.8231529198074","22.139014713171","23.6583143722434","23.834956890219","24.1465900086534","24.3977702020799","SID530890","SID531416","CCIS76845094ST.20.0","LILT_VF120_16","CCMD52145360ST.11.0","SZAXPI017588.123","20.8069718105374","21.5353861091693","23.372057084831","23.5143236953437","24.489264977116","24.6032362870761"
"CCMD41202658ST.11.0","SZAXPI015263.84","MMRS64281551ST.27.0.0","CRC_MR_SBJ03H_17","CCMD30626189ST.11.0","CRC_MR_SBJ37H_17","CCIS07539127ST.4.0","16.3419255765867","21.6403617508812","22.2637920676061","24.266813579539","25.1521816670085","26.8467232326293","DRR127557","LILT_VF176_T017","CCIS98832363ST.4.0","SZAXPI017588.123","LILT_VF120_16","MMRS85382779ST.27.0.0","19.4729541751759","20.5944204190358","20.6355234479647","24.6279205457769","26.1844988143023","27.5967414813307"
"CCMD45812507ST.11.0","SID31379","SID532802","CRC_MR_SBJ73H_17","CCMD85661207ST.11.0","CCMD38158721ST.11.0","CCMD37575804ST.11.0","18.6565467062664","20.8226729945389","23.6696832581976","26.7211702139352","31.0986706567403","31.1200880645525","CCMD26709089ST.21.0","SID531416","SID530890","CCIS76845094ST.20.0","CCMD13071240ST.21.0","MMRS77321055ST.27.0.0","26.0629841731353","27.4293167854086","29.5078188506945","30.3512666403743","30.9667973106439","31.3408476433791"
