"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS11558985ST.4.0","LILT_VF28_T016","DRR127634","MMRS65862658ST.27.0.0","CCMD93755960ST.11.0","CCIS10706551ST.3.0","CCIS79210440ST.3.0","32.7489434992123","33.0656862443546","33.1572873074925","36.4051966850943","36.6512121795883","37.0488698074219","DRR127580","CCIS87252800ST.4.0","SZAXPI017457.24","CCMD60079086ST.21.0","LILT_VF65_16","SZAXPI017462.33","32.6640649778744","32.8327595206784","34.4232009666199","35.7633019766855","37.2027370318704","37.3601873513892"
"CCIS16326685ST.4.0","SZAXPI015263.84","LILT_VF28_T016","MMRS25211151ST.27.0.0","SZAXPI015264.87","MMPU84450604ST","CRC_MR_SBJ67H_17","21.249641790835","22.6596633403831","24.8489159154217","27.0825611301276","27.1181089652118","27.9580514749955","CCMD35802077ST.21.0","CCMD64776337ST.21.0","MMRS78791111ST.27.0.0","SZAXPI015211.166","LILT_VF65_16","SZAXPI003435.11","25.1036123958764","27.0095782898142","27.5593577207253","28.7792149296676","29.210365760863","29.308314707673"
"CCIS79210440ST.3.0","SZAXPI015264.87","CRC_MR_SBJ67H_17","SZAXPI015263.84","CCMD27867141ST.11.0","LILT_VF28_T016","CCMD15562448ST.11.0","22.2849529191672","23.528275257751","24.6846340219822","24.6939241278113","26.395953870101","27.1235517210376","CRC_MR_SBJ51C_17","SZAXPI017462.33","MMRS78791111ST.27.0.0","CCMD52145360ST.11.0","CCMD64776337ST.21.0","CCMD25963797ST.21.0","21.0327027569616","21.0479004854736","23.070666347531","24.618207954315","27.1264851831268","27.2284568247248"
"CCMD15562448ST.11.0","SID530075","CCIS79210440ST.3.0","SZAXPI015238.24","SID31219","MMRS65862658ST.27.0.0","CCMD93755960ST.11.0","26.9158247112382","27.1235517210376","27.2093129684581","31.4403649301372","33.8059640893423","34.6476048990908","CCIS44757994ST.4.0","SID531775","LILT_VF107_16","SZAXPI017462.33","LILT_VF65_16","CCMD52145360ST.11.0","25.1356033668201","33.3231837754723","33.6821507050663","34.4561911878925","35.5280114314213","35.769259487047"
"CCMD27867141ST.11.0","CCIS79210440ST.3.0","LILT_VF28_T016","SZAXPI015264.87","MMPU84450604ST","SID531414","SZAXPI015263.84","24.6939241278113","27.0991470093396","27.3087824854423","27.889662642879","28.6637801545522","28.9125391566272","CCMD52145360ST.11.0","MMRS78791111ST.27.0.0","CCMD46947453ST.21.0","SZAXPI017462.33","CCMD35802077ST.21.0","CRC_MR_SBJ51C_17","21.7412425306007","22.4536549213619","23.0268870664795","23.9951444963205","27.2840018543157","27.6392987638073"
"CCMD35081859ST.11.0","CCMD93755960ST.11.0","SID531414","SID532802","MMRS66868025ST.27.0.0","MMPU84450604ST","MMRS91297590ST.27.0.0","18.7620278715202","22.2337627769166","24.716637983579","24.7908372124198","25.5671532086406","25.7345764742729","CCIS83870198ST.4.0","CCMD52145360ST.11.0","SZAXPI017462.33","CCMD59583015ST.11.0","CCMD35802077ST.21.0","CCMD60079086ST.21.0","12.9533787529741","27.0996016553878","27.7891449380617","28.6036289887123","29.4006620014176","30.6421655509544"
"CRC_MR_SBJ60H_17","SZAXPI015269.94","SZAXPI015263.84","SZAXPI015264.87","CRC_MR_SBJ67H_17","CCIS16326685ST.4.0","CCIS79210440ST.3.0","17.2220283129688","18.1353501577168","20.9284466889805","25.5770969968349","28.240649617893","29.0135146908953","MMRS78791111ST.27.0.0","SZAXPI003430.5","SZAXPI017589.133","CCMD52145360ST.11.0","CRC_MR_SBJ51C_17","SZAXPI017462.33","19.852606354338","28.5823557051479","28.7089419695746","28.9349991482789","29.6926527803344","30.3230436260907"
"CRC_MR_SBJ67H_17","SID532802","SZAXPI015264.87","CRC_MR_SBJ65H_17","MMRS65862658ST.27.0.0","CCIS79210440ST.3.0","CCMD93755960ST.11.0","20.3069439134696","20.703584528825","21.8110709307911","22.0686197910925","23.528275257751","24.4141145981541","MMRS78791111ST.27.0.0","CCMD59583015ST.11.0","SZAXPI017462.33","CRC_MR_SBJ51C_17","CCMD52145360ST.11.0","MMRS14379078ST.27.0.0","22.1664699299686","22.786516385288","23.106742493716","23.423215890872","24.9548070572305","25.2338362754318"
"DRR127583","CCMD93755960ST.11.0","MMRS91297590ST.27.0.0","DRR127672","CCIS80834637ST.4.0","CCMD37575804ST.11.0","SID531414","30.5615625703432","31.1282774871804","31.5301521747406","31.9706766010183","32.9837336260194","33.4588446561937","CCMD35802077ST.21.0","DRR127580","CCMD60079086ST.21.0","CCIS83870198ST.4.0","CCMD52145360ST.11.0","SZAXPI017462.33","28.5610522338429","30.920356852847","32.1880182806895","33.2863629937261","34.3989754954911","34.7736117211902"
"DRR127634","MMPU84450604ST","MMRS65862658ST.27.0.0","CRC_MR_SBJ67H_17","CCIS16326685ST.4.0","CCMD37575804ST.11.0","SID531414","26.0276528250916","27.7590512322468","28.231410269689","28.3993755159687","28.5305197531083","28.8176651899872","SZAXPI017463.36","CCIS87252800ST.4.0","MMRS67247116ST.27.0.0","SZAXPI015211.166","SZAXPI003435.11","CCMD35802077ST.21.0","22.248881676963","22.6050596404389","26.8021261582099","28.4922772504551","28.7527430300971","29.0442092824818"
