"Ctl","Disease"
"SZAXPI015245.33","MMRS18295921ST.27.0.0"
"DRR127524","SZAXPI015220.136"
"CCIS11354283ST.4.0","SID530890"
"SID530394","CRC_MR_SBJ42C_17"
"CCIS07539127ST.4.0","CRC_MR_SBJ32C_17"
"CCMD27867141ST.11.0","SID31223"
"CCIS51595129ST.4.0","CCIS38765456ST.20.0"
"SID31021","CCMD64776337ST.21.0"
"SID530055","CRC_MR_SBJ04C_17"
"SZAXPI015227.13","CRC_MR_SBJ52C_17"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
"CCMD66848156ST.11.0","CCIS78318719ST.4.0"
"CCMD35801800ST.11.0","SID31874"
"SZAXPI015244.32","DRR127476"
"CCMD29706695ST.11.0","MMRS72802364ST.27.0.0"
"CCIS02124300ST.4.0","SZAXPI017593.158"
"MMRS20257302ST.27.0.0","CCIS33816588ST.4.0"
"CRC_MR_SBJ69H_17","CRC_MR_SBJ26C_17"
"MMRS65862658ST.27.0.0","CRC_MR_SBJ22C_17"
"SZAXPI015271.93","MMRS93508324ST.27.0.0"
"SZAXPI015261.75","CCIS62794166ST.4.0"
"DRR127763","LILT_VF264_T017"
"CCIS20795251ST.4.0","SID31872"
"CCIS36797902ST.4.0","MMRS15137911ST.27.0.0"
"LILT_VF170_T016","CRC_MR_SBJ51C_17"
"CCIS02856720ST.4.0","SZAXPI017453.19"
"CCIS41692898ST.4.0","MMRS77321055ST.27.0.0"
"SZAXPI015212.113","SZAXPI003422.11"
"MMPU68403337ST","MMRS86178473ST.27.0.0"
"SID31009","CRC_MR_SBJ20C_17"
"SID31766","SID31865"
"SID530050","SZAXPI003437.3"
"SID31714","SID31879"
"DRR127731","DRR127521"
"CRC_MR_SBJ63H_17","DRR127638"
"CCIS07277498ST.4.0","CCMD13071240ST.21.0"
"DRR127704","DRR127674"
"CRC_MR_SBJ37H_17","CRC_MR_SBJ53C_17"
"CRC_MR_SBJ77H_17","MMRS47685461ST.27.0.0"
"SZAXPI015242.30","CRC_MR_SBJ40C_17"
"CCIS64773582ST.4.0","CCIS85214191ST.3.0"
"SZAXPI015259.62","SZAXPI017457.24"
"CCIS44093303ST.4.0","MMRS72980899ST.27.0.0"
"SID31519","CCIS72607085ST.4.0"
"CCIS63910149ST.4.0","CRC_MR_SBJ33C_17"
"MMRS25211151ST.27.0.0","MMRS24340226ST.27.0.0"
"CCIS09568613ST.4.0","CCIS41288781ST.4.0"
"MMRS38861560ST.27.0.0","CCMD87156761ST.21.0"
"SID31537","SZAXPI003415.12"
"MMRS56137463ST.27.0.0","DRR127647"
"CCMD22852639ST.11.0","LILT_GF15_16"
"DRR162775","DRR127519"
"DRR127552","LILT_VF95_16"
