"Ctl","Disease"
"SZAXPI015234.20","SID31881"
"SID530331","CRC_MR_SBJ02C_17"
"CCMD68973846ST.11.0","MMRS78791111ST.27.0.0"
"CCIS11354283ST.4.0","SID530890"
"SZAXPI015246.34","SZAXPI015224.13"
"CCIS34604008ST.4.0","SID31276"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"SID31328","CRC_MR_SBJ04C_17"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"SID31537","SZAXPI003424.12"
"DRR127535","SZAXPI017468.88"
"MMPU72854103ST","CCMD51864103ST.21.0"
"SZAXPI015268.109","CCMD50071957ST.21.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CCMD85481373ST.11.0","SZAXPI003426.11"
"CRC_MR_SBJ16H_17","MMRS90191266ST.27.0.0"
"MMRS64281551ST.27.0.0","SZAXPI015220.136"
"SID530119","SZAXPI003411.6"
"SID31749","SID531128"
"CCIS88007743ST.4.0","CCIS06260551ST.3.0"
"MMRS65862658ST.27.0.0","CRC_MR_SBJ42C_17"
"LILT_VF40_16","LILT_VF100_T016"
"SZAXPI015241.27","CRC_MR_SBJ25C_17"
"SZAXPI015263.84","SZAXPI015226.14"
"CCIS71578391ST.4.0","CCMD86707194ST.21.0"
"CRC_MR_SBJ18H_17","SID31874"
"SID31236","SZAXPI003412.1"
"SID31333","SID31871"
"MMRS39582183ST.27.0.0","CCIS77252613ST.4.0"
"CCIS07539127ST.4.0","MMRS16644320ST.27.0.0"
"MMPU99077057ST","MMRS65205033ST.27.0.0"
"SZAXPI015264.87","MMRS44587603ST.27.0.0"
"CRC_MR_SBJ34H_17","SID31285"
"SID531414","SID31878"
"CCIS36797902ST.4.0","SZAXPI003413.4"
"CRC_MR_SBJ69H_17","CRC_MR_SBJ26C_17"
"LILT_VF10_T016","SZAXPI015217.140"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"CRC_MR_SBJ81H_17","SZAXPI003421.5"
"CCIS64773582ST.4.0","CRC_MR_SBJ39C_17"
"SID31071","SZAXPI015210.17"
"SZAXPI003433.7","MMRS81194191ST.27.0.0"
"LILT_VF189_T016","LILT_VF73_16"
"CRC_MR_SBJ24H_17","MMRS41711735ST.27.0.0"
"CCMD76409700ST.11.0","CCMD26925580ST.21.0"
"CCIS02124300ST.4.0","SID531775"
"CCMD53522274ST.11.0","MMRS43563715ST.27.0.0"
"CRC_MR_SBJ63H_17","CCIS02379307ST.4.0"
"CCIS11362406ST.4.0","SZAXPI003435.11"
"CCMD73128545ST.11.0","CCIS87116798ST.4.0"
"SID31379","DRR127491"
"MMRS38861560ST.27.0.0","MMRS41266697ST.27.0.0"
"DRR127777","SID531281"
"DRR127713","MMRS92544445ST.27.0.0"
"MMRS68630931ST.27.0.0","SZAXPI015237.23"
"SZAXPI015240.26","SZAXPI017580.90"
"DRR127532","DRR127478"
"DRR127704","CCMD52117727ST.11.0"
"CCIS90164298ST.4.0","CCIS35100175ST.4.0"
"CCMD67373733ST.11.0","CCMD18872694ST.21.0"
"DRR127552","MMRS44203591ST.27.0.0"
"LILT_VF84_16","CCMD60079086ST.21.0"
"SZAXPI015259.62","SZAXPI017587.113"
"DRR127724","SZAXPI003431.1"
"DRR127756","MMRS15137911ST.27.0.0"
"MMRS29805707ST.27.0.0","MMRS44197125ST.27.0.0"
"LILT_VF279_T016","SZAXPI017582.94"
"CCIS63468405ST.4.0","LILT_VF234_T017"
"SID31428","SZAXPI017581.93"
"SID31637","SID31159"
"CCMD72666896ST.11.0","DRR127519"
"CCMD22852639ST.11.0","CCIS87167916ST.4.0"
"MMRS84085284ST.27.0.0","SZAXPI017453.19"
"SID530227","CCMD64776337ST.21.0"
"CCMD26625622ST.11.0","CCMD19168690ST.11.0"
"DRR127672","SZAXPI003410.3"
"DRR162775","SZAXPI015221.142"
