"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS21126322ST.4.0","MMRS65862658ST.27.0.0","SZAXPI015253.44","CRC_MR_SBJ84H_17","CCMD10032470ST.11.0","SZAXPI015251.41","SZAXPI015264.87","16.2387851889573","18.0236962297776","21.6582300575162","21.7916455958149","22.3351303766824","22.5920116556162","MMRS90191266ST.27.0.0","CRC_MR_SBJ01C_17","MMRS25641480ST.27.0.0","CCMD26925580ST.21.0","CRC_MR_SBJ32C_17","CCMD93344354ST.21.0","16.0497641499525","19.5262806455249","21.8673026838726","22.0973537589187","22.6354507380922","23.1485598774675"
"CCIS94417875ST.3.0","SZAXPI015251.41","LILT_VF28_T016","SZAXPI015253.44","CRC_MR_SBJ84H_17","CCMD73128545ST.11.0","CCIS21126322ST.4.0","19.1690274038147","20.1096629906893","20.7996215117127","22.3152067570413","22.7138397615088","22.8746822490762","CCMD35802077ST.21.0","SZAXPI017466.84","CRC_MR_SBJ32C_17","LILT_VF192_T017","CCIS87116798ST.4.0","DRR127708","16.4366630368454","16.7034834595901","17.2101630990005","17.53579748943","19.3038321300901","20.3565039395644"
"CCIS95097901ST.4.0","CCIS21126322ST.4.0","CCIS94417875ST.3.0","CRC_MR_SBJ84H_17","LILT_VF28_T016","CCMD89107682ST.11.0","SZAXPI015251.41","28.9436909714518","30.9297179885996","31.0159747474781","32.785067794098","32.9704839207859","33.4083811160807","CCIS53355328ST.4.0","SZAXPI015221.142","SZAXPI003424.12","MMRS15137911ST.27.0.0","CCIS22958137ST.20.0","CCMD35802077ST.21.0","23.612828606173","23.7258921632085","25.2214387357601","27.3353477875278","29.4649074720828","32.216556760419"
"CCMD10032470ST.11.0","MMRS65862658ST.27.0.0","CCIS21126322ST.4.0","SZAXPI015253.44","CRC_MR_SBJ84H_17","MMRS57276462ST.27.0.0","SZAXPI015251.41","20.7921962990998","21.7916455958149","22.4350788850697","25.2677720103317","26.4001507921016","26.8116497093446","CCMD93344354ST.21.0","MMRS25641480ST.27.0.0","CRC_MR_SBJ01C_17","MMRS90191266ST.27.0.0","SID31877","SID31874","19.9212526625486","21.5421625778588","21.6622526967626","24.1051376886775","26.2192702643609","27.0727156530463"
"CCMD10191450ST.11.0","CCMD50538120ST.11.0","CCMD89107682ST.11.0","CCMD10032470ST.11.0","MMPU68403337ST","SZAXPI015253.44","CCIS21126322ST.4.0","17.0540506517748","27.7831155287074","29.7848060164877","30.3826562127902","35.3213548216047","36.9181805346255","SZAXPI015224.13","MMRS25641480ST.27.0.0","CRC_MR_SBJ01C_17","LILT_VF207_T017","CCMD26925580ST.21.0","MMRS90191266ST.27.0.0","19.6960951933905","32.1091870277013","32.8626675330625","33.4407895185057","34.3876444189218","35.1338365492227"
"CCMD23541216ST.11.0","MMRS39582183ST.27.0.0","CCIS94417875ST.3.0","MMRS32573774ST.27.0.0","SZAXPI015251.41","MMRS57276462ST.27.0.0","CRC_MR_SBJ84H_17","27.2140838777112","35.9409071442764","36.3604014837006","36.5158368879628","37.2711505212383","37.7526993705854","DRR127708","LILT_VF192_T017","CRC_MR_SBJ32C_17","SID31874","DRR162778","MMRS15137911ST.27.0.0","36.0792299556601","36.272445051554","37.0696921308783","37.0975286200523","37.2952403343134","37.6879004444119"
"CCMD26625622ST.11.0","MMRS81135225ST.27.0.0","MMRS65862658ST.27.0.0","CCIS21126322ST.4.0","SZAXPI015253.44","SZAXPI015251.41","MMRS57276462ST.27.0.0","21.1504351660102","29.7426168288098","30.6557395458387","32.2189837794428","32.3223449665661","33.8921607466358","CCMD93344354ST.21.0","SID31874","CRC_MR_SBJ11C_17","MMRS25641480ST.27.0.0","MMRS62376181ST.27.0.0","CRC_MR_SBJ01C_17","23.9024736008891","29.0562139975565","33.1590786623528","34.4522893176027","34.5729213366429","34.790996377481"
"CCMD41202658ST.11.0","SZAXPI015264.87","MMRS39582183ST.27.0.0","CRC_MR_SBJ03H_17","CRC_MR_SBJ84H_17","SZAXPI015251.41","SZAXPI015253.44","18.8198051814677","19.4125917323087","22.2637920676061","25.8329226685445","26.6294561295401","26.9851633107454","SZAXPI017584.108","DRR127708","SID31874","DRR162778","CRC_MR_SBJ32C_17","MMRS90191266ST.27.0.0","24.3153113996839","25.3136042266723","27.7500223926684","27.9202449138005","28.085229254213","28.4970804340796"
"CCMD50538120ST.11.0","CCMD10191450ST.11.0","CCMD10032470ST.11.0","MMPU68403337ST","CCMD89107682ST.11.0","SZAXPI015253.44","CCIS21126322ST.4.0","17.0540506517748","35.3479474231178","35.6488035223049","37.1426792477791","40.5013393119339","40.9823495551841","SZAXPI015224.13","MMRS25641480ST.27.0.0","CCMD26925580ST.21.0","LILT_VF207_T017","CRC_MR_SBJ01C_17","MMRS90191266ST.27.0.0","15.3848366787301","36.2827397390329","36.3728952151173","36.4773395617868","37.8194907663906","38.099658927951"
"CCMD67373733ST.11.0","MMRS32573774ST.27.0.0","MMRS57276462ST.27.0.0","CCMD41202658ST.11.0","MMRS39582183ST.27.0.0","CCIS94417875ST.3.0","SZAXPI015264.87","26.6809137388977","31.8809514532989","38.3761763354324","38.7243511623126","40.7410860528791","40.9204739376195","CCMD18872694ST.21.0","SZAXPI017457.24","DRR127708","LILT_VF192_T017","MMRS90191266ST.27.0.0","SID31874","29.082204571062","31.4444130319887","36.2057000150446","39.1887572248113","40.1462920971589","41.1813066585095"
