"Ctl","Disease"
"SZAXPI015234.20","SID31881"
"CCMD35081859ST.11.0","CCIS83870198ST.4.0"
"SZAXPI015231.17","SZAXPI017467.87"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CCIS21126322ST.4.0","DRR127485"
"MMRS35808664ST.27.0.0","SID31868"
"CCIS45793747ST.4.0","MMRS16644320ST.27.0.0"
"SID31328","CCIS11015875ST.4.0"
"CCIS02856720ST.4.0","CCIS06260551ST.3.0"
"MMPU99077057ST","SID31877"
"LILT_VF265_T016","MMRS96422329ST.27.0.0"
"CCMD53522274ST.11.0","CRC_MR_SBJ49C_17"
"DRR127649","DRR127517"
"SZAXPI015252.43","SZAXPI017458.25"
"CCIS98482370ST.3.0","DRR127625"
"CCMD99929634ST.11.0","SZAXPI015213.15"
"CCIS03857607ST.4.0","CRC_MR_SBJ12C_17"
"CCIS88317640ST.4.0","SZAXPI017454.20"
"SZAXPI015269.94","MMRS54316675ST.27.0.0"
"MMPU84450604ST","CCMD86114146ST.21.0"
"MMRS40913371ST.27.0.0","CCMD18872694ST.21.0"
"CCIS79210440ST.3.0","CCIS62794166ST.4.0"
"DRR127731","DRR127774"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"MMRS85548821ST.27.0.0","LILT_VF264_T017"
"SZAXPI015262.79","SZAXPI015216.169"
"CCMD30626189ST.11.0","DRR127754"
"CRC_MR_SBJ79H_17","CRC_MR_SBJ47C_17"
"CCIS90164298ST.4.0","CCMD95676152ST.11.0"
"SZAXPI015265.88","DRR127580"
"DRR127546","DRR127509"
"LILT_VF28_T016","CCIS98832363ST.4.0"
"CCMD59540613ST.11.0","CCIS50148151ST.4.0"
"CCMD85661207ST.11.0","CCMD13071240ST.21.0"
"SID530075","LILT_VF216_T017"
"SID531414","SID531382"
"CCIS36797902ST.4.0","SZAXPI017585.109"
"SZAXPI015228.14","SZAXPI017582.94"
"MMRS51737257ST.27.0.0","CCMD71242853ST.11.0"
"CCIS23164343ST.4.0","CCIS46047672ST.4.0"
"SZAXPI015272.108","MMRS59699117ST.27.0.0"
"CCMD51228890ST.11.0","SID31159"
"LILT_VF82_T016","SZAXPI015220.136"
"MMRS68630931ST.27.0.0","DRR127647"
"DRR127756","MMRS64281211ST.27.0.0"
"CCIS11362406ST.4.0","CCIS41288781ST.4.0"
"CCIS45571137ST.3.0","CCIS87605453ST.4.0"
"DRR127583","DRR127478"
"CRC_MR_SBJ24H_17","LILT_VF71_16"
"SID31236","SZAXPI003415.12"
