"Ctl","Disease"
"MMRS64281551ST.27.0.0","DRR127557"
"MMRS34569532ST.27.0.0","MMRS85382779ST.27.0.0"
"SID532802","SID530890"
"SID530167","SID31873"
"SZAXPI015230.16","SZAXPI017588.123"
"SZAXPI015263.84","CCIS98832363ST.4.0"
"CRC_MR_SBJ18H_17","CCIS02379307ST.4.0"
"CRC_MR_SBJ73H_17","CCIS76845094ST.20.0"
"CCMD41202658ST.11.0","LILT_VF176_T017"
"SID31379","SID531416"
"CCMD85661207ST.11.0","LILT_VF120_16"
"CCIS07539127ST.4.0","CCMD52145360ST.11.0"
"CCMD93755960ST.11.0","LILT_VF207_T017"
"CCMD22852639ST.11.0","CCMD90311071ST.21.0"
"DRR127707","SZAXPI015237.23"
"SID532915","CCMD46947453ST.21.0"
"CCIS36797902ST.4.0","CCMD35633353ST.11.0"
"CCMD45812507ST.11.0","CCMD26709089ST.21.0"
"CCMD37575804ST.11.0","SID31871"
"CCIS81139242ST.4.0","MMRS77321055ST.27.0.0"
"SZAXPI015270.90","CCMD13071240ST.21.0"
"SID530227","SID531333"
"SID31766","SZAXPI003424.12"
"CCMD38158721ST.11.0","DRR127579"
"SID31637","SZAXPI017590.136"
"CCIS51595129ST.4.0","CCMD11006829ST.21.0"
"SZAXPI015234.20","CRC_MR_SBJ50C_17"
