"Ctl","Disease"
"CCMD10191450ST.11.0","CCMD89306485ST.11.0"
"CCIS21126322ST.4.0","CCIS48725289ST.4.0"
"CCIS03473770ST.4.0","DRR127485"
"SID31379","CCIS82146115ST.4.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ34H_17","MMRS96422329ST.27.0.0"
"SZAXPI015235.21","CRC_MR_SBJ31C_17"
"SID532802","CRC_MR_SBJ04C_17"
"CCMD66848156ST.11.0","CCIS78318719ST.4.0"
"MMRS57276462ST.27.0.0","MMRS51410669ST.27.0.0"
"CRC_MR_SBJ45H_17","CCMD63399960ST.21.0"
"CRC_MR_SBJ68H_17","CCMD86114146ST.21.0"
"SID31519","SID31866"
"SID530050","SZAXPI017454.20"
"CCMD29706695ST.11.0","MMRS72802364ST.27.0.0"
"MMRS95479054ST.27.0.0","CCMD50071957ST.21.0"
"CCIS90164298ST.4.0","SZAXPI015218.16"
"MMRS68630931ST.27.0.0","MMRS12272136ST.27.0.0"
"LILT_VF189_T016","CCMD95676152ST.11.0"
"CCMD15562448ST.11.0","CCIS34055159ST.4.0"
"SID31537","SZAXPI017581.93"
"SID530368","SID31872"
"CCMD45004878ST.11.0","CCMD46947453ST.21.0"
"MMRS67096717ST.27.0.0","SZAXPI003435.11"
"CCMD89107682ST.11.0","SID31871"
"SZAXPI015269.94","MMRS81671217ST.27.0.0"
"SID31452","CCMD98531134ST.11.0"
"LILT_VF00TL_16","SZAXPI017452.17"
"DRR127707","SZAXPI017464.37"
"SZAXPI015255.46","SZAXPI015213.15"
"CCIS64773582ST.4.0","DRR162777"
"LILT_VF28_T016","MMRS65205033ST.27.0.0"
"SID31360","MMRS86178473ST.27.0.0"
"SID530364","CRC_MR_SBJ35C_17"
"CCIS95409808ST.4.0","CCMD23101338ST.21.0"
"SID532796","MMRS80093644ST.27.0.0"
"SID531414","CCMD74930188ST.21.0"
"SID31700","DRR127774"
"SZAXPI017592.142","SZAXPI017456.23"
"CCIS15794887ST.4.0","CCIS35100175ST.4.0"
"CRC_MR_SBJ03H_17","SID31883"
"DRR127532","DRR127478"
"SZAXPI015259.62","SZAXPI017457.24"
"MMRS20257302ST.27.0.0","CCMD65406197ST.11.0"
"CCIS51595129ST.4.0","MMRS84954772ST.27.0.0"
"SID530052","SZAXPI015211.166"
"SID530331","SZAXPI003437.3"
"DRR127535","MMRS43563715ST.27.0.0"
"SID31071","SID31237"
"CCMD38158721ST.11.0","SID531766"
"SZAXPI003417.4","CRC_MR_SBJ05C_17"
"SZAXPI015229.15","SID31493"
"SID31428","CCIS81887263ST.4.0"
"LILT_GF06_16","LILT_VF65_16"
