"Ctl","Disease"
"CCMD56948710ST.11.0","CCMD35802077ST.21.0"
"SID31379","CRC_MR_SBJ02C_17"
"CCMD85661207ST.11.0","MMRS14602194ST.27.0.0"
"SZAXPI015264.87","DRR127603"
"MMRS34569532ST.27.0.0","CRC_MR_SBJ40C_17"
"CCMD18579000ST.11.0","CRC_MR_SBJ32C_17"
"CCMD10032470ST.11.0","CCMD49461418ST.11.0"
"CCMD66848156ST.11.0","CCIS78318719ST.4.0"
"CCMD37575804ST.11.0","CCIS47284573ST.4.0"
"CCIS07277498ST.4.0","CRC_MR_SBJ36C_17"
"CRC_MR_SBJ45H_17","SID31874"
"SZAXPI015271.93","MMRS65205033ST.27.0.0"
"MMPU84450604ST","CCMD95676152ST.11.0"
"SID31112","SZAXPI003411.6"
"CRC_MR_SBJ24H_17","MMRS41711735ST.27.0.0"
"CRC_MR_SBJ69H_17","CCIS02379307ST.4.0"
"MMRS62666492ST.27.0.0","LILT_VF29_16"
"SID31750","SZAXPI017454.20"
"SID532796","CCIS71301801ST.4.0"
"CCIS15794887ST.4.0","DRR162777"
"SZAXPI015272.108","CRC_MR_SBJ35C_17"
"CCIS74239020ST.4.0","SZAXPI015223.158"
"SZAXPI015265.88","MMRS97052561ST.27.0.0"
"DRR127634","SID531382"
"LILT_VF262_T016","LILT_VF251_T017"
"MMRS35808664ST.27.0.0","CCIS98832363ST.4.0"
"CCIS13047523ST.4.0","CRC_MR_SBJ55C_17"
"MMRS29805707ST.27.0.0","CRC_MR_SBJ05C_17"
"SID31450","SZAXPI017585.109"
"MMRS21365932ST.27.0.0","CCMD21703880ST.11.0"
"DRR162776","DRR127478"
"MMRS92546335ST.27.0.0","CCIS15704761ST.4.0"
"CCIS63468405ST.4.0","LILT_VF71_16"
