"Ctl","Disease"
"DRR127524","CCMD48236717ST.21.0"
"SID532915","CCIS87116798ST.4.0"
"SZAXPI015234.20","SID31881"
"SZAXPI015245.33","MMRS18295921ST.27.0.0"
"SZAXPI015250.39","SZAXPI003435.11"
"CCMD68973846ST.11.0","MMRS78791111ST.27.0.0"
"LILT_VF43_16","SID531361"
"MMRS54246132ST.27.0.0","SZAXPI015220.136"
"CCMD31009081ST.11.0","CRC_MR_SBJ32C_17"
"SZAXPI015260.74","MMRS41711735ST.27.0.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ52C_17"
"SID31267","CRC_MR_SBJ55C_17"
"DRR127597","CCIS84543192ST.4.0"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"CCMD50538120ST.11.0","CCMD89306485ST.11.0"
"MMRS64281551ST.27.0.0","DRR127557"
"CCMD23541216ST.11.0","CCIS21278152ST.4.0"
"CCMD51228890ST.11.0","DRR127646"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"CRC_MR_SBJ21H_17","MMRS90191266ST.27.0.0"
"SID532802","CRC_MR_SBJ02C_17"
"SID31328","SID531277"
"SID530258","CRC_MR_SBJ64C_17"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CCMD27867141ST.11.0","SZAXPI017466.84"
"MMPU72854103ST","MMRS14379078ST.27.0.0"
"SZAXPI015262.79","SZAXPI003412.1"
"CCIS03473770ST.4.0","CCIS11015875ST.4.0"
"CCIS07539127ST.4.0","CCIS50148151ST.4.0"
"SID31379","CCIS82146115ST.4.0"
"DRR127535","SZAXPI017468.88"
"LILT_VF28_T016","LILT_VF192_T017"
"CCIS63910149ST.4.0","SID31685"
"CCIS45571137ST.3.0","SZAXPI017594.166"
"SZAXPI015263.84","MMRS54316675ST.27.0.0"
"SID530055","CRC_MR_SBJ06C_17"
"CCIS09568613ST.4.0","SID31876"
"CCMD59540613ST.11.0","CCMD63399960ST.21.0"
"CCMD50529145ST.11.0","CCMD76222476ST.11.0"
"SID31519","CCMD35633353ST.11.0"
"DRR127748","SID31870"
"DRR127737","DRR127617"
"SID31021","CCMD64776337ST.21.0"
"MMRS39582183ST.27.0.0","MMRS85382779ST.27.0.0"
"MMRS11932626ST.27.0.0","CCIS53043478ST.4.0"
"SZAXPI015271.93","DRR127517"
"SZAXPI015255.46","CCMD52145360ST.11.0"
"CCIS71578391ST.4.0","SID531155"
"CRC_MR_SBJ24H_17","CCIS61287323ST.4.0"
"CCIS05314658ST.4.0","CCIS47284573ST.4.0"
"SID31236","SID31489"
"CCIS02124300ST.4.0","CCIS76845094ST.20.0"
"CCMD45004878ST.11.0","CCMD45988061ST.21.0"
"CCMD31134579ST.11.0","DRR127594"
"CCMD29706695ST.11.0","DRR127603"
"MMRS20257302ST.27.0.0","CCMD72895164ST.21.0"
"CRC_MR_SBJ18H_17","SZAXPI015218.16"
"SZAXPI015235.21","CRC_MR_SBJ31C_17"
"MMRS95277876ST.27.0.0","CCMD82866709ST.21.0"
"SZAXPI015261.75","LILT_VF100_T016"
"DRR127613","MMRS81671217ST.27.0.0"
"CRC_MR_SBJ67H_17","MMRS77018926ST.27.0.0"
"DRR127731","CCIS14449628ST.4.0"
"LILT_VF10_T016","SID31866"
"CCIS82507866ST.3.0","CCMD23101338ST.21.0"
"DRR127692","SZAXPI017467.87"
"SZAXPI017591.140","SZAXPI015213.15"
"DRR127762","CRC_MR_SBJ49C_17"
"SID31160","SZAXPI015223.158"
"CRC_MR_SBJ68H_17","CCMD86114146ST.21.0"
"CCMD35801800ST.11.0","MMRS12272136ST.27.0.0"
"CCIS07277498ST.4.0","CRC_MR_SBJ42C_17"
"MMRS84159866ST.27.0.0","MMRS51410669ST.27.0.0"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"SID31700","CRC_MR_SBJ47C_17"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"CCIS16326685ST.4.0","CRC_MR_SBJ27C_17"
"CCIS07648107ST.4.0","CRC_MR_SBJ26C_17"
"SID530364","SID31549"
"SZAXPI015265.88","CRC_MR_SBJ39C_17"
"CCIS00146684ST.4.0","SID531352"
"SZAXPI015241.27","CCIS17669415ST.4.0"
"SID530368","SID31872"
"SZAXPI015252.43","CCIS98832363ST.4.0"
"CCIS29210128ST.4.0","SZAXPI017587.113"
"CCIS27304052ST.3.0","CCMD98531134ST.11.0"
"CCIS64773582ST.4.0","CCIS02379307ST.4.0"
"DRR127628","DRR162777"
"CRC_MR_SBJ46H_17","CCMD19497912ST.21.0"
"CCIS11362406ST.4.0","SZAXPI003426.11"
"SID31750","CCIS33816588ST.4.0"
"CCIS36797902ST.4.0","DRR127720"
"SZAXPI015247.35","MMRS81194191ST.27.0.0"
"CCMD28738636ST.11.0","SZAXPI015214.19"
"SZAXPI015258.57","CCMD26925580ST.21.0"
"DRR127777","CCIS62605362ST.3.0"
"DRR127707","DRR162779"
"MMRS35808664ST.27.0.0","DRR127754"
"SZAXPI015230.16","MMRS86178473ST.27.0.0"
"CCIS48174381ST.4.0","SID31446"
"MMRS21365932ST.27.0.0","SID31223"
"LILT_VF265_T016","CCIS91228662ST.4.0"
"CCIS88317640ST.4.0","MMRS55294627ST.27.0.0"
"CCIS74239020ST.4.0","CCIS81887263ST.4.0"
"CCIS15794887ST.4.0","MMRS72802364ST.27.0.0"
"DRR127488","DRR127491"
"CCIS16561622ST.4.0","CCMD64503764ST.21.0"
"MMRS11288076ST.27.0.0","SID531766"
"SID530215","SID31884"
"SID530177","SZAXPI003424.12"
"CRC_MR_SBJ78H_17","SID531382"
"LILT_GF06_16","SZAXPI003409.8"
"SZAXPI015253.44","CCMD13071240ST.21.0"
"SZAXPI003419.6","CRC_MR_SBJ05C_17"
"CRC_MR_SBJ69H_17","SZAXPI017464.37"
"CCIS93040568ST.20.0","CRC_MR_SBJ10C_17"
"MMRS32573774ST.27.0.0","CCMD18872694ST.21.0"
"CCMD73128545ST.11.0","CCMD42428553ST.21.0"
"CCIS20795251ST.4.0","CRC_MR_SBJ50C_17"
"SID530227","CCMD65222621ST.11.0"
"MMRS91297590ST.27.0.0","DRR127507"
"CRC_MR_SBJ63H_17","CRC_MR_SBJ35C_17"
"CCMD25475945ST.11.0","DRR127476"
"SID31749","CCMD46947453ST.21.0"
"DRR127704","DRR127674"
"MMRS29805707ST.27.0.0","CCMD25963797ST.21.0"
"CCMD22852639ST.11.0","LILT_VF251_T017"
"SID531414","SID530373"
"SZAXPI015240.26","SZAXPI017580.90"
"CCMD41521570ST.11.0","CRC_MR_SBJ29C_17"
"SZAXPI015257.56","DRR127536"
"CCIS44093303ST.4.0","MMRS41266697ST.27.0.0"
"MMPU99077057ST","SZAXPI017457.24"
"LILT_VF263_T016","CCIS41288781ST.4.0"
"LILT_VF84_16","CCMD27463710ST.11.0"
"MMPU84450604ST","CCIS22416007ST.4.0"
"SID530052","SZAXPI015211.166"
"SID31428","SID531333"
"SZAXPI015269.94","SZAXPI017584.108"
"SZAXPI015232.18","MMRS64281211ST.27.0.0"
"SID31637","CRC_MR_SBJ61C_17"
"SID530163","SID31865"
"MMRS39415781ST.27.0.0","MMRS97052561ST.27.0.0"
"CCIS95409808ST.4.0","CRC_MR_SBJ12C_17"
"LILT_VF279_T016","DRR127647"
"DRR127619","MMRS31306426ST.27.0.0"
"SZAXPI015254.45","MMRS47685461ST.27.0.0"
"MMRS85548821ST.27.0.0","SZAXPI017585.109"
"CCIS29688262ST.20.0","SID31237"
"SID530315","SID31493"
"CCMD38158721ST.11.0","MMRS59699117ST.27.0.0"
"LILT_VF18_T016","DRR127481"
