"Ctl","Disease"
"CCIS00281083ST.3.0","DRR127666"
"CCMD68973846ST.11.0","MMRS78791111ST.27.0.0"
"SZAXPI015260.74","MMRS41711735ST.27.0.0"
"DRR127692","SZAXPI017589.133"
"SID530215","SZAXPI003411.6"
"SID31700","CCMD46222674ST.21.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ10C_17"
"CCIS21126322ST.4.0","CCIS82146115ST.4.0"
"MMPU72854103ST","MMRS43939546ST.27.0.0"
"SZAXPI015230.16","MMRS25641480ST.27.0.0"
"CCIS88317640ST.4.0","SZAXPI017454.20"
"CCIS88007743ST.4.0","CRC_MR_SBJ39C_17"
"MMRS39582183ST.27.0.0","CRC_MR_SBJ40C_17"
"CCIS11362406ST.4.0","SZAXPI015218.16"
"CRC_MR_SBJ83H_17","SZAXPI015226.14"
"SID530050","CCMD63399960ST.21.0"
"SID531414","LILT_VF73_16"
"CRC_MR_SBJ75H_17","CRC_MR_SBJ27C_17"
"CCIS45571137ST.3.0","CCMD50071957ST.21.0"
"DRR127704","SZAXPI017583.102"
"MMRS20257302ST.27.0.0","MMRS71762412ST.27.0.0"
"MMRS81135225ST.27.0.0","CRC_MR_SBJ11C_17"
"CCIS79210440ST.3.0","SZAXPI017457.24"
"CRC_MR_SBJ69H_17","SZAXPI017580.90"
"SID31557","SID31884"
"SID31452","SID31872"
"MMRS51737257ST.27.0.0","DRR127625"
"MMRS65742083ST.27.0.0","SID31188"
"SID31766","SID31549"
"CCIS50003399ST.4.0","SZAXPI017452.17"
"CCMD49942357ST.11.0","SZAXPI003437.3"
"DRR127524","SZAXPI003420.4"
