"Ctl","Disease"
"SID532915","SID31223"
"SZAXPI015245.33","MMRS18295921ST.27.0.0"
"CCIS71578391ST.4.0","SID530890"
"CCIS00146684ST.4.0","CRC_MR_SBJ32C_17"
"CCMD45812507ST.11.0","CCMD59583015ST.11.0"
"SZAXPI017592.142","SZAXPI003412.1"
"CRC_MR_SBJ16H_17","MMRS90191266ST.27.0.0"
"SID530119","SZAXPI003411.6"
"SID31749","CCMD46222674ST.21.0"
"MMRS39582183ST.27.0.0","CCIS38765456ST.20.0"
"CCMD27867141ST.11.0","CCMD45988061ST.21.0"
"MMRS51307502ST.27.0.0","LILT_VF73_16"
"MMRS54246132ST.27.0.0","SZAXPI017467.87"
"CRC_MR_SBJ34H_17","MMRS96422329ST.27.0.0"
"MMRS20257302ST.27.0.0","CCIS41548810ST.4.0"
"SID530331","SID531416"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
"SZAXPI015230.16","CCMD86707194ST.21.0"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"SZAXPI015242.30","SID531277"
"CCIS90164298ST.4.0","CRC_MR_SBJ20C_17"
"SID31160","SZAXPI015223.158"
"CCIS88007743ST.4.0","CRC_MR_SBJ39C_17"
"CCIS81139242ST.4.0","CRC_MR_SBJ64C_17"
"CCMD10032470ST.11.0","SZAXPI015213.15"
"SZAXPI015268.109","LILT_VF251_T017"
"SZAXPI015265.88","CCIS62605362ST.3.0"
"CRC_MR_SBJ78H_17","DRR162778"
"SID532779","CRC_MR_SBJ40C_17"
"CCIS29210128ST.4.0","SZAXPI017587.113"
"DRR127628","MMRS65205033ST.27.0.0"
"CCIS11362406ST.4.0","SZAXPI003426.11"
"CCIS16561622ST.4.0","DRR127515"
"SZAXPI015273.95","SZAXPI003422.11"
"SID31379","SZAXPI003437.3"
"MMRS87723283ST.27.0.0","CCMD25511638ST.21.0"
"CCIS15794887ST.4.0","MMRS81194191ST.27.0.0"
"CRC_MR_SBJ63H_17","DRR127559"
"CCIS02856720ST.4.0","SZAXPI015221.142"
"CCIS98482370ST.3.0","SZAXPI003418.8"
"CCMD22852639ST.11.0","CCMD95676152ST.11.0"
"SZAXPI015243.31","SZAXPI017595.169"
"LILT_VF259_T016","DRR127521"
"DRR127756","DRR127507"
"SID531414","CRC_MR_SBJ26C_17"
"MMRS11288076ST.27.0.0","SZAXPI003425.1"
"SID31452","CCMD64776337ST.21.0"
"MMRS38861560ST.27.0.0","CCIS71301801ST.4.0"
"CCMD46727384ST.11.0","CCIS87252800ST.4.0"
"SID31714","DRR127646"
"DRR127704","DRR127580"
"SID532749","CRC_MR_SBJ11C_17"
"CCMD98702133ST.11.0","CCMD13071240ST.21.0"
"SID530227","SID531333"
"DRR127552","SZAXPI017585.109"
"CCMD29706695ST.11.0","CCIS50148151ST.4.0"
"MMRS56137463ST.27.0.0","DRR127536"
"SID31557","SID31884"
"CCIS93040568ST.20.0","SID31880"
"DRR127762","SZAXPI015215.20"
"MMRS36405092ST.27.0.0","CCIS81887263ST.4.0"
"LILT_GF06_16","CCIS72607085ST.4.0"
"SZAXPI015240.26","MMRS44197125ST.27.0.0"
"CCIS82507866ST.3.0","CCIS33816588ST.4.0"
"MMRS39415781ST.27.0.0","LILT_VF65_16"
"SID31637","CCIS34055159ST.4.0"
"CCMD39157124ST.11.0","CRC_MR_SBJ12C_17"
"CCIS11558985ST.4.0","SZAXPI017457.24"
