"Ctl","Disease"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"CCIS07539127ST.4.0","CRC_MR_SBJ32C_17"
"CCIS94417875ST.3.0","LILT_VF192_T017"
"CRC_MR_SBJ16H_17","SZAXPI015218.16"
"SID31360","SID531416"
"LILT_VF265_T016","DRR127515"
"MMRS25211151ST.27.0.0","CCIS02379307ST.4.0"
"CCIS79210440ST.3.0","CRC_MR_SBJ51C_17"
"MMRS91297590ST.27.0.0","SID31877"
"CCMD39157124ST.11.0","MMRS43939546ST.27.0.0"
"CCIS32452666ST.4.0","SZAXPI017454.20"
"MMRS64281551ST.27.0.0","SZAXPI015226.14"
"MMRS95277876ST.27.0.0","MMRS55294627ST.27.0.0"
"CCMD99440714ST.11.0","CCMD49461418ST.11.0"
"SZAXPI015238.24","SZAXPI017595.169"
"CRC_MR_SBJ63H_17","DRR127674"
"MMRS65742083ST.27.0.0","SID31188"
"CCMD29706695ST.11.0","SZAXPI003420.4"
