"Ctl","Disease"
"SID31328","SID530890"
"SID31537","SZAXPI003424.12"
"CCIS07539127ST.4.0","CCIS50148151ST.4.0"
"SID532802","CCMD59583015ST.11.0"
"SID31700","CCMD46222674ST.21.0"
"MMRS38954404ST.27.0.0","MMRS77487595ST.27.0.0"
"CRC_MR_SBJ46H_17","SZAXPI017593.158"
"CCIS80834637ST.4.0","MMRS25641480ST.27.0.0"
"DRR127649","MMRS77018926ST.27.0.0"
"MMRS61683006ST.27.0.0","SZAXPI015237.23"
"CCMD56948710ST.11.0","CCMD72895164ST.21.0"
"CCIS79210440ST.3.0","SID31876"
"SID530075","SZAXPI017595.169"
"CRC_MR_SBJ84H_17","CCIS48725289ST.4.0"
"SID31267","CCIS17669415ST.4.0"
"MMRS84159866ST.27.0.0","MMRS51410669ST.27.0.0"
"MMRS25211151ST.27.0.0","CCIS02379307ST.4.0"
"SZAXPI015258.57","MMRS90191266ST.27.0.0"
"CCIS82944710ST.20.0","CCIS41222843ST.4.0"
"SID31519","SID531333"
"CCMD53522274ST.11.0","MMRS44587603ST.27.0.0"
"CCMD15562448ST.11.0","CCIS34055159ST.4.0"
"SZAXPI015241.27","CRC_MR_SBJ10C_17"
"SID531414","CCMD76222476ST.11.0"
"SZAXPI003433.7","DRR127536"
"CCIS16326685ST.4.0","CRC_MR_SBJ07C_17"
"SID31512","CCMD52145360ST.11.0"
"CCIS07648107ST.4.0","CCIS87252800ST.4.0"
"MMRS91297590ST.27.0.0","MMRS65205033ST.27.0.0"
"SZAXPI015234.20","CCIS33816588ST.4.0"
"CCIS16383318ST.4.0","DRR127685"
"LILT_VF262_T016","CCMD90311071ST.21.0"
"CCMD73128545ST.11.0","SZAXPI015213.15"
"CRC_MR_SBJ83H_17","SID31868"
"MMRS40913371ST.27.0.0","CCMD25963797ST.21.0"
"SID31452","CCIS46047672ST.4.0"
"CRC_MR_SBJ75H_17","SZAXPI003436.7"
"CRC_MR_SBJ03H_17","SID31883"
"MMRS21365932ST.27.0.0","CCMD65222621ST.11.0"
"CCIS36797902ST.4.0","DRR127521"
"SZAXPI015270.90","CCMD13071240ST.21.0"
"MMRS92546335ST.27.0.0","MMRS47662059ST.27.0.0"
"LILT_VF279_T016","CRC_MR_SBJ05C_17"
"MMRS95674036ST.27.0.0","DRR127774"
"SZAXPI015259.62","SZAXPI017580.90"
"MMRS94549160ST.27.0.0","DRR127481"
"CCIS95097901ST.4.0","CCIS22958137ST.20.0"
"CCMD46727384ST.11.0","CCMD65406197ST.11.0"
"LILT_VF212_T016","LILT_VF251_T017"
"DRR127724","MMRS41266697ST.27.0.0"
"CCIS11558985ST.4.0","LILT_VF300_T016"
