"Ctl","Disease"
"MMRS54246132ST.27.0.0","SZAXPI015220.136"
"CCIS11354283ST.4.0","CRC_MR_SBJ52C_17"
"MMRS38954404ST.27.0.0","CCIS38765456ST.20.0"
"SZAXPI015227.13","CCMD52145360ST.11.0"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS21126322ST.4.0","SZAXPI017594.166"
"SID31328","CRC_MR_SBJ04C_17"
"CCIS32452666ST.4.0","MMRS85382779ST.27.0.0"
"CCMD45812507ST.11.0","CCMD59583015ST.11.0"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"CCMD89967135ST.11.0","SID531352"
"SZAXPI015262.79","SZAXPI003412.1"
"LILT_VF28_T016","LILT_VF192_T017"
"CCMD31009081ST.11.0","DRR127603"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ67H_17","CRC_MR_SBJ36C_17"
"MMRS64281551ST.27.0.0","SZAXPI017467.87"
"CCMD89107682ST.11.0","CRC_MR_SBJ06C_17"
"MMRS88581325ST.27.0.0","CCIS47284573ST.4.0"
"MMRS95277876ST.27.0.0","SID31875"
"MMRS65862658ST.27.0.0","MMRS43939546ST.27.0.0"
"CCMD85661207ST.11.0","CRC_MR_SBJ01C_17"
"CCIS64785924ST.20.0","SZAXPI003424.12"
"MMPU72854103ST","CCMD13934959ST.21.0"
"CRC_MR_SBJ75H_17","CRC_MR_SBJ20C_17"
"CCIS45571137ST.3.0","CCMD82866709ST.21.0"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"DRR127731","MMRS16644320ST.27.0.0"
"MMPU99077057ST","SZAXPI017588.123"
"LILT_VF265_T016","CCMD72895164ST.21.0"
"CCMD46727384ST.11.0","SID531382"
"CCIS79210440ST.3.0","CCIS06260551ST.3.0"
"CCMD32288175ST.11.0","CCMD35802077ST.21.0"
"SZAXPI015238.24","SZAXPI017590.136"
"CCIS11362406ST.4.0","SZAXPI017454.20"
"SZAXPI003433.7","CCIS53043478ST.4.0"
"SZAXPI015264.87","CCIS77252613ST.4.0"
"CCIS00146684ST.4.0","CCIS33816588ST.4.0"
"SZAXPI015247.35","MMRS81194191ST.27.0.0"
"DRR127777","CCIS62605362ST.3.0"
"CCIS27304052ST.3.0","CCIS53355328ST.4.0"
"CCMD17410933ST.11.0","CCMD26709089ST.21.0"
"CCIS07648107ST.4.0","CCIS52370277ST.4.0"
"CCMD18829815ST.11.0","DRR127559"
"CCMD10191450ST.11.0","SZAXPI017452.17"
"CRC_MR_SBJ69H_17","CCMD52117727ST.11.0"
"CCIS50003399ST.4.0","CCIS41222843ST.4.0"
"LILT_VF262_T016","CCMD60079086ST.21.0"
"SID31160","DRR127774"
"CCMD39882286ST.11.0","MMRS77487595ST.27.0.0"
"SID532796","CCMD46947453ST.21.0"
"LILT_VF06_16","SZAXPI003410.3"
"CRC_MR_SBJ77H_17","CCIS50148151ST.4.0"
"SID530227","SID31873"
"MMRS40913371ST.27.0.0","CCMD25963797ST.21.0"
"SZAXPI015269.94","SID31868"
"DRR127588","SID531766"
"SZAXPI017591.140","CCMD13071240ST.21.0"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"SZAXPI015270.90","MMRS65205033ST.27.0.0"
"SID31129","SID31237"
"SZAXPI003419.6","SZAXPI017583.102"
"DRR127634","DRR127536"
"CCIS44093303ST.4.0","CCIS87605453ST.4.0"
"DRR127721","SZAXPI015215.20"
"SZAXPI015254.45","CRC_MR_SBJ07C_17"
"SZAXPI015228.14","SZAXPI003427.1"
"DRR127537","SZAXPI003426.11"
"MMRS84085284ST.27.0.0","SZAXPI017460.27"
"MMRS81135225ST.27.0.0","SZAXPI017580.90"
"CRC_MR_SBJ17H_17","CCMD65406197ST.11.0"
"CRC_MR_SBJ74H_17","MMRS59699117ST.27.0.0"
"SZAXPI015256.47","CCMD14479708ST.21.0"
"DRR162775","MMRS72980899ST.27.0.0"
"CCMD89643949ST.11.0","DRR127754"
"MMRS86168210ST.27.0.0","CCIS35100175ST.4.0"
