"Ctl","Disease"
"SID532915","SID31881"
"SZAXPI015231.17","SZAXPI017467.87"
"MMRS54246132ST.27.0.0","SZAXPI015220.136"
"CCIS11354283ST.4.0","SID530890"
"SZAXPI017592.142","SID31276"
"SZAXPI015264.87","MMRS54316675ST.27.0.0"
"SID530394","CRC_MR_SBJ42C_17"
"DRR127597","CCIS84543192ST.4.0"
"MMRS67096717ST.27.0.0","DRR127646"
"CCMD59540613ST.11.0","LILT_VF270_T017"
"SZAXPI015227.13","CCMD52145360ST.11.0"
"SID31328","CRC_MR_SBJ52C_17"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS21126322ST.4.0","CCIS48725289ST.4.0"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"DRR127649","MMRS86958796ST.27.0.0"
"SID530258","CRC_MR_SBJ64C_17"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CRC_MR_SBJ65H_17","CRC_MR_SBJ02C_17"
"CCMD56948710ST.11.0","CCMD35802077ST.21.0"
"MMRS95479054ST.27.0.0","DRR127485"
"CCIS07539127ST.4.0","CRC_MR_SBJ32C_17"
"CCMD27867141ST.11.0","SZAXPI017466.84"
"SID31537","SZAXPI003424.12"
"SID530215","SZAXPI003436.7"
"LILT_VF28_T016","LILT_VF192_T017"
"SZAXPI015268.109","CCMD50071957ST.21.0"
"CCIS63910149ST.4.0","SID31685"
"SZAXPI015243.31","SID31367"
"LILT_VF171_T016","SZAXPI015224.13"
"CRC_MR_SBJ16H_17","MMRS90191266ST.27.0.0"
"CCMD89107682ST.11.0","CRC_MR_SBJ06C_17"
"MMRS88581325ST.27.0.0","CCIS47284573ST.4.0"
"MMRS95277876ST.27.0.0","SID31875"
"CCIS50003399ST.4.0","SZAXPI017458.25"
"DRR127692","MMRS18295921ST.27.0.0"
"CCIS16561622ST.4.0","CRC_MR_SBJ51C_17"
"SID530119","SZAXPI003411.6"
"MMRS11932626ST.27.0.0","CCIS53043478ST.4.0"
"SZAXPI017591.140","CCMD59583015ST.11.0"
"SZAXPI015244.32","SZAXPI003426.11"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"CCMD76409700ST.11.0","CRC_MR_SBJ33C_17"
"CCIS48174381ST.4.0","SID31004"
"SID530167","SID31873"
"CCMD23541216ST.11.0","SID31188"
"SZAXPI015242.30","CRC_MR_SBJ01C_17"
"CCIS05314658ST.4.0","CRC_MR_SBJ04C_17"
"SZAXPI015235.21","CRC_MR_SBJ31C_17"
"MMRS64281551ST.27.0.0","SID531248"
"CRC_MR_SBJ67H_17","MMRS77018926ST.27.0.0"
