"Ctl","Disease"
"DRR127597","CCIS84543192ST.4.0"
"MMRS11932626ST.27.0.0","CCMD95433940ST.21.0"
"SZAXPI015230.16","MMRS86958796ST.27.0.0"
"MMRS88581325ST.27.0.0","CCMD52145360ST.11.0"
"CRC_MR_SBJ45H_17","DRR127517"
"SZAXPI015234.20","SID531128"
"CCMD18829815ST.11.0","MMRS14379078ST.27.0.0"
"CCIS15794887ST.4.0","LILT_VF300_T016"
"SID31009","CRC_MR_SBJ10C_17"
"SZAXPI015273.95","SZAXPI015215.20"
"CCIS29210128ST.4.0","DRR127514"
"MMRS84085284ST.27.0.0","MMRS80093644ST.27.0.0"
"MMRS97307143ST.27.0.0","CRC_MR_SBJ40C_17"
"MMRS67096717ST.27.0.0","CCMD98531134ST.11.0"
"DRR127672","CCIS72607085ST.4.0"
"LILT_VF170_T016","DRR127708"
"SZAXPI003417.4","DRR127509"
