"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Parvimonas_unclassified";9,31327640559041e-08;0,0009576;"0";0,1208678;"0.006565";"518";9,31327640559041e-08;4,57281871514489e-05;"CRC"
"Peptostreptococcus_stomatis";4,30851925865185e-07;0,0006042;"0";0,2037646;"0";"531";4,30851925865185e-07;0,000105774147799903;"CRC"
"Parvimonas_micra";6,69224920521316e-07;0,0001218;"0";0,028412;"0";"515";6,69224920521316e-07;0,000109529811991989;"CRC"
"Fusobacterium_nucleatum";1,23385911525949e-06;1,1e-05;"0";0,0634052;"0";"348";1,23385911525949e-06;0,000151456206398102;"CRC"
"Gemella_morbillorum";4,92417579557515e-06;0,0001054;"0";0,0522462;"0";"356";4,92417579557515e-06;0,00048355406312548;"CRC"
"Solobacterium_moorei";0,000122082471409205;0,0025784;"0";0,0618878;"0.003245";"638";0,000122082471409205;0,00999041557698661;"CRC"
"Porphyromonas_asaccharolytica";0,00137033809070619;0,0002706;"0";0,1275184;"0";"534";0,00137033809070619;0,0961194289338199;"Nodiff"
"Bacteroides_fragilis";0,00178272710111239;0,1785418;"0.00027";0,8665474;"0.06146";"96";0,00178272710111239;0,0994804133454629;"Nodiff"
"Anaerococcus_vaginalis";0,00182346989838934;0;"0";0,0046218;"0";"65";0,00182346989838934;0,0994804133454629;"Nodiff"
"Bacteroides_salyersiae";0,00295539372172225;0,064559;"0";0,3636776;"0";"107";0,00295539372172225;0,130773915414456;"Nodiff"
"Anaerococcus_obesiensis";0,00346244582563733;0;"0";0,0019918;"0";"62";0,00346244582563733;0,130773915414456;"Nodiff"
"Mitsuokella_multacida";0,00346244582563733;0;"0";0,1385706;"0";"476";0,00346244582563733;0,130773915414456;"Nodiff"
"Porphyromonas_somerae";0,00346244582563733;0;"0";0,0216094;"0";"538";0,00346244582563733;0,130773915414456;"Nodiff"
"Porphyromonas_uenonis";0,00653556966225465;0;"0";0,052507;"0";"539";0,00653556966225465;0,22921176458336;"Nodiff"
"Eubacterium_biforme";0,00910642932539527;0,3146532;"0";0,675768;"0.01709";"322";0,00910642932539527;0,252675856665922;"Nodiff"
"Prevotella_stercorea";0,00961626286393453;0,3809226;"0";0,1268612;"0";"566";0,00961626286393453;0,252675856665922;"Nodiff"
"Rothia_mucilaginosa";0,0114776783342783;0,0178834;"0.003635";0,0178988;"0";"601";0,0114776783342783;0,252675856665922;"Nodiff"
"Clostridium_symbiosum";0,0118711618261709;0,1150064;"0";0,1355558;"0.004285";"228";0,0118711618261709;0,252675856665922;"Nodiff"
"Clostridium_hathewayi";0,0122136547195676;0,1044962;"0.001055";0,0733538;"0.01899";"208";0,0122136547195676;0,252675856665922;"Nodiff"
"Actinomyces_naeslundii";0,0122846943084793;0,001296;"0";0;"0";"25";0,0122846943084793;0,252675856665922;"Nodiff"
"Anaerostipes_caccae";0,0122846943084793;0,0254326;"0";0;"0";"68";0,0122846943084793;0,252675856665922;"Nodiff"
"Lactobacillus_vaginalis";0,0122846943084793;0,0014562;"0";0;"0";"440";0,0122846943084793;0,252675856665922;"Nodiff"
"Propionibacterium_freudenreichii";0,0122846943084793;0;"0";0,0052524;"0";"570";0,0122846943084793;0,252675856665922;"Nodiff"
"Peptostreptococcus_unclassified";0,0123507547046479;0,0002472;"0";0,0354778;"0";"532";0,0123507547046479;0,252675856665922;"Nodiff"
"Streptococcus_constellatus";0,0169298889265132;0,0002376;"0";0,0033228;"0";"656";0,0169298889265132;0,332503018516719;"Nodiff"
"Parasutterella_excrementihominis";0,0186767699031852;0,049026;"0.00336";0,0147074;"0";"514";0,0186767699031852;0,352703616248613;"Nodiff"
"Adlercreutzia_equolifaciens";0,02226942710377;0,1438704;"0.048975";0,1300348;"0.013415";"37";0,02226942710377;0,353705341802842;"Nodiff"
