"Ctl","Disease"
"SID31700","SID531128"
"SID31328","CRC_MR_SBJ01C_17"
"SID530167","SID31881"
"CCIS23164343ST.4.0","SZAXPI003412.1"
"CCMD45004878ST.11.0","CCMD86114146ST.21.0"
"CRC_MR_SBJ46H_17","DRR127594"
"CCMD76409700ST.11.0","CCMD79349503ST.11.0"
"CCIS32452666ST.4.0","CRC_MR_SBJ25C_17"
"SZAXPI015270.90","DRR127559"
"CRC_MR_SBJ03H_17","CCIS40244499ST.3.0"
"CCIS16326685ST.4.0","SZAXPI003435.11"
"MMRS36405092ST.27.0.0","DRR127478"
"LILT_VF255_T016","CCMD60079086ST.21.0"
"SID31637","SID31870"
"LILT_VF82_T016","SZAXPI003430.5"
