"Ctl","Disease"
"CCMD50538120ST.11.0","CCMD89306485ST.11.0"
"CCMD23541216ST.11.0","CCIS21278152ST.4.0"
"SID31328","SID530890"
"DRR127649","MMRS86958796ST.27.0.0"
"SZAXPI015245.33","DRR127557"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"CCMD56948710ST.11.0","CCMD35802077ST.21.0"
"SID530331","CCMD13934959ST.21.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"MMRS95277876ST.27.0.0","CCIS41548810ST.4.0"
"SID530258","SID31489"
"SID530050","SID31004"
"MMRS39582183ST.27.0.0","MMRS54316675ST.27.0.0"
"SZAXPI015268.109","CCIS14449628ST.4.0"
"CRC_MR_SBJ65H_17","SID531155"
"CCMD89967135ST.11.0","CCIS47284573ST.4.0"
"CRC_MR_SBJ21H_17","CCMD49461418ST.11.0"
"LILT_VF40_16","LILT_VF100_T016"
"SZAXPI015271.93","MMRS12272136ST.27.0.0"
"CCMD89643949ST.11.0","MMRS78791111ST.27.0.0"
"CRC_MR_SBJ45H_17","SZAXPI015218.16"
"MMPU68403337ST","CCMD95431029ST.11.0"
"CCMD73128545ST.11.0","MMRS43939546ST.27.0.0"
"SID530055","SID531277"
"SZAXPI015252.43","SZAXPI015223.158"
"CCIS03857607ST.4.0","CRC_MR_SBJ12C_17"
"CRC_MR_SBJ68H_17","CCMD86114146ST.21.0"
"MMRS21365932ST.27.0.0","CCIS78318719ST.4.0"
"CCMD46727384ST.11.0","SID531382"
"CCMD45004878ST.11.0","CCMD42428553ST.21.0"
"CCIS07648107ST.4.0","CRC_MR_SBJ26C_17"
"SID31519","SZAXPI015217.140"
"CRC_MR_SBJ79H_17","CCIS11015875ST.4.0"
"CCMD18829815ST.11.0","CRC_MR_SBJ39C_17"
"CRC_MR_SBJ46H_17","CRC_MR_SBJ53C_17"
"SZAXPI015273.95","CRC_MR_SBJ31C_17"
"SID31021","SID31884"
"DRR127763","LILT_VF264_T017"
"DRR127628","DRR162778"
"CRC_MR_SBJ80H_17","CCIS41222843ST.4.0"
"CCMD32965613ST.11.0","CCMD23101338ST.21.0"
"SID31750","CCMD82866709ST.21.0"
"MMRS32573774ST.27.0.0","LILT_VF176_T017"
"CCMD51228890ST.11.0","CRC_MR_SBJ27C_17"
"CCIS98482370ST.3.0","CCMD90311071ST.21.0"
"CCMD22852639ST.11.0","CCMD95676152ST.11.0"
"CCMD37575804ST.11.0","CCMD98531134ST.11.0"
"CCMD25475945ST.11.0","CCIS06260551ST.3.0"
"DRR127524","SZAXPI003430.5"
"CCIS74239020ST.4.0","SZAXPI015221.142"
"LILT_VF10_T016","SID31873"
"MMRS38861560ST.27.0.0","MMRS41266697ST.27.0.0"
"CCIS44093303ST.4.0","CCIS98512455ST.4.0"
"DRR127634","CCMD74930188ST.21.0"
"SID530163","SID31549"
"SID31300","CCIS87116798ST.4.0"
"SID530177","CRC_MR_SBJ25C_17"
"CCMD39157124ST.11.0","CCMD18872694ST.21.0"
"CCMD10032470ST.11.0","CCMD34381688ST.21.0"
"DRR127737","MMRS72802364ST.27.0.0"
"CCMD99440714ST.11.0","MMRS43563715ST.27.0.0"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"SID530227","SID31223"
"SID31129","SID31237"
"SZAXPI015274.111","SZAXPI003437.3"
"MMRS51737257ST.27.0.0","CCMD71242853ST.11.0"
"SZAXPI015257.56","CCIS50148151ST.4.0"
"SID530368","SZAXPI017459.26"
"MMRS81130264ST.27.0.0","DRR127521"
"CRC_MR_SBJ03H_17","CCMD19497912ST.21.0"
"DRR127613","SZAXPI015215.20"
"MMRS85548821ST.27.0.0","MMRS97052561ST.27.0.0"
"MMRS56137463ST.27.0.0","MMRS47662059ST.27.0.0"
