"Ctl","Disease"
"DRR127524","CCMD48236717ST.21.0"
"SZAXPI015234.20","SID31881"
"SID532802","CCMD13934959ST.21.0"
"CCMD31009081ST.11.0","DRR127603"
"SID530055","CRC_MR_SBJ06C_17"
"SID530394","SZAXPI015213.15"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"SID31328","CCIS55230578ST.4.0"
"SID530075","SID31493"
"CCMD99929634ST.11.0","CCMD59583015ST.11.0"
"SID31700","CCMD86114146ST.21.0"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"CCIS41692898ST.4.0","CRC_MR_SBJ02C_17"
"CCIS27304052ST.3.0","CRC_MR_SBJ25C_17"
"SID31537","SZAXPI015216.169"
"CRC_MR_SBJ83H_17","SZAXPI017468.88"
"CRC_MR_SBJ81H_17","SZAXPI003421.5"
"SID530167","SID531352"
"CCIS64773582ST.4.0","CCIS02379307ST.4.0"
"CRC_MR_SBJ46H_17","CCMD19497912ST.21.0"
"CCMD93755960ST.11.0","SZAXPI017586.111"
"DRR127762","SZAXPI017589.133"
"CCMD10191450ST.11.0","SZAXPI017452.17"
"SID31750","CCIS98512455ST.4.0"
"CCIS16383318ST.4.0","MMRS72802364ST.27.0.0"
"MMRS11288076ST.27.0.0","SID531766"
"CRC_MR_SBJ63H_17","DRR127638"
"CCIS03857607ST.4.0","MMRS65205033ST.27.0.0"
"CCMD30626189ST.11.0","SZAXPI003420.4"
"DRR127737","SID31883"
"DRR127532","SID31446"
"CRC_MR_SBJ77H_17","MMRS47685461ST.27.0.0"
"CCMD66848156ST.11.0","LILT_VF270_T017"
"MMRS51737257ST.27.0.0","CCMD18872694ST.21.0"
"CCMD32288175ST.11.0","MMRS97052561ST.27.0.0"
"CCMD51154251ST.11.0","MMRS77321055ST.27.0.0"
"SZAXPI015250.39","CCIS46047672ST.4.0"
"LILT_VF18_T016","LILT_VF251_T017"
"DRR127552","SZAXPI017585.109"
"CCIS51595129ST.4.0","MMRS84954772ST.27.0.0"
"SZAXPI015254.45","CRC_MR_SBJ07C_17"
"SID530364","SZAXPI017459.26"
"CCIS29688262ST.20.0","SZAXPI015210.17"
"DRR127763","CCIS85214191ST.3.0"
"SZAXPI015267.102","CCIS34055159ST.4.0"
