"Ctl","Disease"
"CCMD41202658ST.11.0","SZAXPI015226.14"
"SZAXPI015245.33","CRC_MR_SBJ49C_17"
"DRR127692","DRR127557"
"SZAXPI015243.31","SZAXPI017590.136"
"SID530215","DRR127646"
"CCMD27867141ST.11.0","CCIS87116798ST.4.0"
"CCMD89107682ST.11.0","CRC_MR_SBJ06C_17"
"CCIS71578391ST.4.0","CRC_MR_SBJ04C_17"
"CCIS45793747ST.4.0","MMRS16644320ST.27.0.0"
"SID532802","SID531155"
"MMRS34569532ST.27.0.0","CCMD23101338ST.21.0"
"CCIS78100604ST.4.0","SZAXPI003412.1"
"CCMD85481373ST.11.0","SID31876"
"CCMD18579000ST.11.0","CCIS11015875ST.4.0"
"CRC_MR_SBJ34H_17","MMRS96422329ST.27.0.0"
"CRC_MR_SBJ80H_17","CCIS82146115ST.4.0"
"MMPU68403337ST","LILT_VF73_16"
"SZAXPI015230.16","CCMD86707194ST.21.0"
"SZAXPI015235.21","CCIS91228662ST.4.0"
"CRC_MR_SBJ45H_17","SZAXPI015218.16"
"MMRS57276462ST.27.0.0","DRR127517"
"SID31519","DRR127720"
"SID31071","SID31004"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"MMRS11932626ST.27.0.0","CCMD90311071ST.21.0"
"SZAXPI015264.87","CRC_MR_SBJ53C_17"
"LILT_VF84_16","CRC_MR_SBJ51C_17"
"CCIS02124300ST.4.0","SID531277"
"CCIS27304052ST.3.0","CRC_MR_SBJ25C_17"
"LILT_VF265_T016","DRR127515"
"CCMD46727384ST.11.0","SID531382"
"SZAXPI015272.108","DRR127559"
"LILT_VF140_T016","CCMD27463710ST.11.0"
"SID31021","CCIS53355328ST.4.0"
"SZAXPI015227.13","SZAXPI017594.166"
"DRR127731","LILT_VF300_T016"
"LILT_VF10_T016","SZAXPI015217.140"
"CRC_MR_SBJ82H_17","CRC_MR_SBJ39C_17"
"SID530368","SID31872"
"CCIS29210128ST.4.0","SZAXPI017587.113"
"CCMD29706695ST.11.0","MMRS81671217ST.27.0.0"
"CCIS32452666ST.4.0","CRC_MR_SBJ10C_17"
"CCIS16326685ST.4.0","CRC_MR_SBJ07C_17"
"SID31512","CCMD86114146ST.21.0"
"CRC_MR_SBJ63H_17","CCIS02379307ST.4.0"
"SID31160","SID31276"
"DRR127707","SZAXPI017464.37"
"CRC_MR_SBJ03H_17","DRR127754"
"SZAXPI015212.113","SZAXPI003422.11"
"SID31750","LILT_VF29_16"
"CCMD10191450ST.11.0","CCMD95431029ST.11.0"
"CCMD99440714ST.11.0","MMRS86178473ST.27.0.0"
"CCIS03857607ST.4.0","CCMD26925580ST.21.0"
"MMRS68630931ST.27.0.0","SZAXPI003427.1"
"SZAXPI015238.24","MMRS41711735ST.27.0.0"
"CCIS36699628ST.4.0","CCIS06260551ST.3.0"
"CCIS50003399ST.4.0","CCIS41222843ST.4.0"
"SID31360","SID531775"
"LILT_VF06_16","SZAXPI003410.3"
"MMRS20257302ST.27.0.0","CCMD88272491ST.21.0"
"MMRS94549160ST.27.0.0","CCIS62605362ST.3.0"
"MMRS29805707ST.27.0.0","MMRS59699117ST.27.0.0"
"CCMD38158721ST.11.0","LILT_VF264_T017"
"MMRS39582183ST.27.0.0","CCIS40244499ST.3.0"
"CRC_MR_SBJ75H_17","SZAXPI015211.166"
"MMRS81135225ST.27.0.0","CRC_MR_SBJ11C_17"
"SID530315","SID31446"
"DRR127552","DRR127507"
"MMRS17963147ST.27.0.0","CCIS46047672ST.4.0"
"SID530163","SID31865"
"MMRS92546335ST.27.0.0","DRR127579"
"LILT_VF206_T016","SID531766"
"LILT_VF00TL_16","CCMD34381688ST.21.0"
"SID31450","SZAXPI003418.8"
"CCMD72666896ST.11.0","DRR127519"
"DRR162775","SZAXPI017582.94"
"DRR127596","SID531281"
"CCMD22852639ST.11.0","DRR127700"
"CCIS63468405ST.4.0","CCIS44757994ST.4.0"
"LILT_VF263_T016","LILT_VF145_T017"
"CCMD37575804ST.11.0","DRR127638"
