"Ctl","Disease"
"SZAXPI015253.44","CRC_MR_SBJ01C_17"
"CCMD50538120ST.11.0","SZAXPI015224.13"
"CCIS21126322ST.4.0","MMRS90191266ST.27.0.0"
"CCIS94417875ST.3.0","CCMD35802077ST.21.0"
"LILT_VF28_T016","LILT_VF192_T017"
"SZAXPI015251.41","MMRS25641480ST.27.0.0"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"CRC_MR_SBJ84H_17","CRC_MR_SBJ32C_17"
"MMRS57276462ST.27.0.0","CCMD18872694ST.21.0"
"MMRS21365932ST.27.0.0","SZAXPI017466.84"
"LILT_VF140_T016","CCMD42428553ST.21.0"
"MMRS25211151ST.27.0.0","SID31874"
"CCIS95097901ST.4.0","CCIS53355328ST.4.0"
"MMRS65862658ST.27.0.0","MMRS62376181ST.27.0.0"
"SZAXPI015264.87","DRR127708"
"MMPU68403337ST","CCMD26925580ST.21.0"
"CCMD41202658ST.11.0","SZAXPI017584.108"
"CCMD73128545ST.11.0","CCIS87116798ST.4.0"
"MMRS39582183ST.27.0.0","DRR162778"
"MMRS32573774ST.27.0.0","SZAXPI017457.24"
"MMRS81135225ST.27.0.0","CRC_MR_SBJ11C_17"
"CCMD89107682ST.11.0","SZAXPI015221.142"
"SZAXPI015257.56","SID31877"
"MMRS84085284ST.27.0.0","MMRS15137911ST.27.0.0"
"CRC_MR_SBJ03H_17","CCIS41288781ST.4.0"
"CCMD10191450ST.11.0","LILT_VF207_T017"
"SZAXPI003419.6","SZAXPI017585.109"
"DRR127736","DRR127507"
