"Ctl","Disease"
"DRR127649","MMRS86958796ST.27.0.0"
"CCMD39157124ST.11.0","MMRS43939546ST.27.0.0"
"CRC_MR_SBJ57H_17","CRC_MR_SBJ52C_17"
"CCIS03857607ST.4.0","CCMD79349503ST.11.0"
"LILT_VF10_T016","CCMD35633353ST.11.0"
"MMRS92546335ST.27.0.0","CCIS53043478ST.4.0"
"CRC_MR_SBJ60H_17","CRC_MR_SBJ27C_17"
"CCIS98482370ST.3.0","CCIS52370277ST.4.0"
"SZAXPI003429.3","CCIS87252800ST.4.0"
"DRR127755","LILT_VF251_T017"
"CCMD45812507ST.11.0","CCMD13071240ST.21.0"
"CRC_MR_SBJ83H_17","CCIS35100175ST.4.0"
"CCMD49942357ST.11.0","SZAXPI017462.33"
"MMRS11288076ST.27.0.0","CCIS12656533ST.4.0"
"DRR127524","DRR127708"
