"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"SID532915","SID31881"
"DRR127524","MMRS34525504ST.27.0.0"
"SZAXPI015250.39","SZAXPI003435.11"
"SZAXPI015253.44","CRC_MR_SBJ01C_17"
"CCIS94603952ST.4.0","SZAXPI017594.166"
"CCIS11354283ST.4.0","SID530890"
"CCMD41202658ST.11.0","MMRS18295921ST.27.0.0"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"CCMD50538120ST.11.0","CCMD89306485ST.11.0"
"CRC_MR_SBJ73H_17","CCMD49461418ST.11.0"
"SID31328","CRC_MR_SBJ52C_17"
"CRC_MR_SBJ83H_17","MMRS81671217ST.27.0.0"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"DRR127649","CCIS41548810ST.4.0"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"LILT_VF261_T016","DRR127666"
"LILT_VF212_T016","CCIS83870198ST.4.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"MMRS35808664ST.27.0.0","SID31868"
"MMRS67096717ST.27.0.0","SZAXPI003411.6"
"SID31021","SID531416"
"CCMD89967135ST.11.0","SID531352"
"CRC_MR_SBJ79H_17","SID31685"
"CCIS07539127ST.4.0","CCIS50148151ST.4.0"
"CCIS50471204ST.4.0","SID531155"
"CCIS51595129ST.4.0","CCIS38765456ST.20.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CCMD17410933ST.11.0","CCMD59583015ST.11.0"
"SID530258","CCIS17669415ST.4.0"
"MMRS88581325ST.27.0.0","CCIS47284573ST.4.0"
"CCMD59540613ST.11.0","CCMD63399960ST.21.0"
"CCIS71578391ST.4.0","CRC_MR_SBJ04C_17"
"CCMD18579000ST.11.0","CCMD82866709ST.21.0"
"CCIS09568613ST.4.0","SZAXPI003426.11"
"MMRS65862658ST.27.0.0","CCMD95433940ST.21.0"
"MMRS61683006ST.27.0.0","MMRS12272136ST.27.0.0"
"MMRS73787048ST.27.0.0","CCIS53043478ST.4.0"
"SZAXPI015230.16","SZAXPI017588.123"
"CRC_MR_SBJ24H_17","CCIS61287323ST.4.0"
"MMRS51307502ST.27.0.0","CCMD95431029ST.11.0"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"CRC_MR_SBJ16H_17","SID31875"
"CCIS64785924ST.20.0","CRC_MR_SBJ25C_17"
"LILT_VF10_T016","SID31866"
"CCMD56948710ST.11.0","MMRS96422329ST.27.0.0"
"CCMD66848156ST.11.0","CCIS78318719ST.4.0"
"MMRS57276462ST.27.0.0","MMRS51410669ST.27.0.0"
"SZAXPI015241.27","SID31276"
"CRC_MR_SBJ60H_17","CCIS77252613ST.4.0"
"SZAXPI015271.93","CCMD86707194ST.21.0"
"CRC_MR_SBJ75H_17","CRC_MR_SBJ20C_17"
"CCMD73128545ST.11.0","MMRS43939546ST.27.0.0"
"CCIS41692898ST.4.0","SID531281"
"SZAXPI015244.32","CCIS98512455ST.4.0"
"MMRS95479054ST.27.0.0","CRC_MR_SBJ31C_17"
"CCMD35801800ST.11.0","SID31874"
"CRC_MR_SBJ45H_17","MMRS55294627ST.27.0.0"
"CRC_MR_SBJ18H_17","CCIS91228662ST.4.0"
"CCIS15794887ST.4.0","SZAXPI015210.17"
"CCMD89643949ST.11.0","DRR127603"
"SID530331","CRC_MR_SBJ36C_17"
"SID530167","SID531469"
"CCIS79210440ST.3.0","DRR127708"
"SID31333","SID31871"
"SZAXPI015263.84","MMRS72802364ST.27.0.0"
"SZAXPI015272.108","MMRS14379078ST.27.0.0"
"CRC_MR_SBJ84H_17","MMRS65205033ST.27.0.0"
"SID31700","CRC_MR_SBJ47C_17"
"MMRS93621581ST.27.0.0","CCIS02379307ST.4.0"
"CCIS36797902ST.4.0","SZAXPI015225.18"
"SID31519","SZAXPI015217.140"
"CCMD99440714ST.11.0","CCMD50071957ST.21.0"
"CCIS45571137ST.3.0","CCMD79349503ST.11.0"
"LILT_VF43_16","SZAXPI017467.87"
"CRC_MR_SBJ65H_17","CRC_MR_SBJ10C_17"
"CCMD32288175ST.11.0","LILT_VF264_T017"
"CCIS81139242ST.4.0","CCIS76845094ST.20.0"
"CRC_MR_SBJ69H_17","CRC_MR_SBJ26C_17"
"SZAXPI015265.88","CCIS62605362ST.3.0"
"DRR127731","CRC_MR_SBJ05C_17"
"CRC_MR_SBJ78H_17","DRR162778"
"LILT_VF189_T016","CCMD95676152ST.11.0"
"CCMD93755960ST.11.0","MMRS77018926ST.27.0.0"
"SZAXPI003433.7","SZAXPI003427.1"
"SID530368","SID31872"
"SZAXPI015252.43","CCIS98832363ST.4.0"
"LILT_VF40_16","LILT_VF251_T017"
"CRC_MR_SBJ80H_17","CCIS41222843ST.4.0"
"MMRS68630931ST.27.0.0","CCIS62794166ST.4.0"
"DRR127628","SID31878"
"CRC_MR_SBJ46H_17","SID31883"
"CCMD32965613ST.11.0","CCIS21278152ST.4.0"
"CRC_MR_SBJ21H_17","SZAXPI015213.15"
"SID530364","CRC_MR_SBJ42C_17"
"CCMD49942357ST.11.0","CCMD51864103ST.21.0"
"DRR127634","CCIS87252800ST.4.0"
"CCMD76409700ST.11.0","CCMD26925580ST.21.0"
"SID530050","CCMD90311071ST.21.0"
"CCIS95097901ST.4.0","SID31880"
"MMRS39582183ST.27.0.0","MMRS44587603ST.27.0.0"
"MMPU99077057ST","CCMD74930188ST.21.0"
"CCMD67373733ST.11.0","CRC_MR_SBJ51C_17"
"CRC_MR_SBJ77H_17","SZAXPI003425.1"
"CCMD10191450ST.11.0","SZAXPI017452.17"
"CCIS11362406ST.4.0","SID31446"
"DRR127736","DRR127509"
"DRR127707","SZAXPI017464.37"
"CCIS00146684ST.4.0","DRR127515"
"SID31160","SID31285"
"LILT_VF170_T016","CCMD71242853ST.11.0"
"SZAXPI015238.24","CCIS34055159ST.4.0"
"LILT_VF259_T016","DRR127521"
"CCMD30626189ST.11.0","DRR127557"
"LILT_GF06_16","SZAXPI003409.8"
"SID31714","SID31159"
"MMPU29365221ST","DRR127774"
"CRC_MR_SBJ63H_17","DRR127638"
"CCIS16383318ST.4.0","DRR127685"
"CCIS88007743ST.4.0","SZAXPI017456.23"
"SZAXPI015269.94","CCIS40244499ST.3.0"
"MMRS51737257ST.27.0.0","MMRS86178473ST.27.0.0"
"CCIS44093303ST.4.0","CCMD64503764ST.21.0"
"DRR127763","CCMD12232071ST.21.0"
"CCIS93040568ST.20.0","CRC_MR_SBJ50C_17"
"MMRS29805707ST.27.0.0","CCMD25963797ST.21.0"
"CCIS80834637ST.4.0","CCMD52117727ST.11.0"
"DRR127588","SID531766"
"LILT_VF06_16","CCIS12656533ST.4.0"
"CCMD25475945ST.11.0","CRC_MR_SBJ61C_17"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"SID31009","CCIS22958137ST.20.0"
"DRR127777","SZAXPI015211.166"
"SZAXPI015273.95","CCIS35100175ST.4.0"
"SZAXPI015257.56","DRR127536"
"SZAXPI015259.62","SZAXPI017457.24"
"CCMD31134579ST.11.0","LILT_VF176_T017"
"DRR127616","SZAXPI015222.123"
"SZAXPI003419.6","DRR127647"
"LILT_VF263_T016","CCIS41288781ST.4.0"
"DRR127552","SZAXPI017585.109"
"MMRS91297590ST.27.0.0","MMRS24340226ST.27.0.0"
"MMRS38861560ST.27.0.0","SZAXPI015237.23"
"LILT_VF82_T016","SID531248"
"LILT_VF18_T016","LILT_GF15_16"
"SZAXPI015249.37","CCIS59132091ST.4.0"
"SZAXPI003429.3","SZAXPI017587.113"
"DRR127537","DRR127579"
"SZAXPI015240.26","CCMD19168690ST.11.0"
"CRC_MR_SBJ03H_17","SZAXPI003420.4"
"SID31071","SZAXPI017459.26"
"LILT_VF279_T016","MMRS31306426ST.27.0.0"
"CRC_MR_SBJ17H_17","DRR127478"
"CCIS11558985ST.4.0","LILT_VF300_T016"
"SID530227","CCMD64776337ST.21.0"
