"Ctl","Disease"
"DRR127524","SZAXPI015220.136"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"CCMD50538120ST.11.0","SZAXPI015224.13"
"DRR127613","MMRS18295921ST.27.0.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"SZAXPI015271.93","DRR127485"
"CCMD89107682ST.11.0","CRC_MR_SBJ06C_17"
"CRC_MR_SBJ65H_17","CCMD13934959ST.21.0"
"CCMD45004878ST.11.0","SID531128"
"CCIS09568613ST.4.0","SZAXPI003426.11"
"SID530167","SID31873"
"CCIS78100604ST.4.0","SZAXPI003412.1"
"CCMD23541216ST.11.0","CCMD23101338ST.21.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ10C_17"
"CCMD54057834ST.11.0","CCIS06260551ST.3.0"
"DRR127762","CCIS84543192ST.4.0"
"SZAXPI015268.109","CCIS14449628ST.4.0"
"CCMD45812507ST.11.0","CRC_MR_SBJ22C_17"
"CRC_MR_SBJ78H_17","CRC_MR_SBJ32C_17"
"CCMD89643949ST.11.0","MMRS78791111ST.27.0.0"
"CRC_MR_SBJ45H_17","CCMD63399960ST.21.0"
"CRC_MR_SBJ60H_17","CCIS77252613ST.4.0"
"MMRS97307143ST.27.0.0","CCMD76222476ST.11.0"
"MMRS61683006ST.27.0.0","MMRS62376181ST.27.0.0"
"CCIS15794887ST.4.0","SZAXPI015210.17"
"CCMD51154251ST.11.0","CCMD49461418ST.11.0"
"MMRS84159866ST.27.0.0","MMRS51410669ST.27.0.0"
"CRC_MR_SBJ34H_17","CCIS62605362ST.3.0"
"CCIS88317640ST.4.0","CCIS47284573ST.4.0"
"SID31360","CCIS48725289ST.4.0"
"SZAXPI015235.21","MMRS86178473ST.27.0.0"
"CCMD56948710ST.11.0","CCIS02379307ST.4.0"
"MMRS51307502ST.27.0.0","SID31878"
"MMRS21365932ST.27.0.0","SZAXPI017466.84"
"CCMD99929634ST.11.0","CCMD93344354ST.21.0"
"CCIS94603952ST.4.0","MMRS93508324ST.27.0.0"
"CCMD73128545ST.11.0","CCMD45988061ST.21.0"
"CCIS81139242ST.4.0","SZAXPI015221.142"
"SID530052","SID31871"
"SZAXPI015263.84","SZAXPI015223.158"
"CCIS27304052ST.3.0","SZAXPI015216.169"
"CCMD18829815ST.11.0","DRR127559"
"SZAXPI015247.35","SZAXPI017580.90"
"SZAXPI015241.27","CCIS46047672ST.4.0"
"CRC_MR_SBJ37H_17","MMRS43563715ST.27.0.0"
"LILT_VF263_T016","LILT_VF207_T017"
"CCIS64773582ST.4.0","CCMD12232071ST.21.0"
"CCIS95409808ST.4.0","SID531352"
"CRC_MR_SBJ63H_17","LILT_VF264_T017"
"LILT_VF259_T016","CCIS62794166ST.4.0"
"SZAXPI015243.31","MMRS41711735ST.27.0.0"
"CCIS34604008ST.4.0","CCIS81887263ST.4.0"
"MMRS11288076ST.27.0.0","SZAXPI003410.3"
"DRR127532","DRR127478"
"SID31129","SID31237"
"SID532779","CCIS87116798ST.4.0"
"CCMD98702133ST.11.0","CCMD26709089ST.21.0"
"MMRS95674036ST.27.0.0","DRR127774"
"CRC_MR_SBJ80H_17","MMRS77321055ST.27.0.0"
"DRR127616","SZAXPI015222.123"
"SZAXPI015257.56","CCIS50148151ST.4.0"
"DRR127634","CCIS22416007ST.4.0"
"LILT_VF189_T016","LILT_VF234_T017"
"DRR127552","MMRS44203591ST.27.0.0"
"DRR127619","SZAXPI015214.19"
"CCIS00281083ST.3.0","SZAXPI003430.5"
"SZAXPI003429.3","SZAXPI017587.113"
"SZAXPI003417.4","CCIS61287323ST.4.0"
"LILT_VF279_T016","DRR127647"
"CCIS23164343ST.4.0","SZAXPI003415.12"
"LILT_VF18_T016","SZAXPI015225.18"
"DRR127672","CCIS72607085ST.4.0"
