"Ctl","Disease"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"CCIS45571137ST.3.0","SZAXPI017594.166"
"SID31512","SID531416"
"SZAXPI015253.44","DRR127485"
"CCIS07539127ST.4.0","MMRS93508324ST.27.0.0"
"SZAXPI015240.26","SZAXPI017463.36"
"CRC_MR_SBJ82H_17","MMRS25641480ST.27.0.0"
"CCIS07648107ST.4.0","CCMD74930188ST.21.0"
"SZAXPI015241.27","SID31285"
"SID532802","CCMD90311071ST.21.0"
"SZAXPI015269.94","MMRS44587603ST.27.0.0"
"SZAXPI015265.88","LILT_VF264_T017"
"SZAXPI015233.19","CCMD65222621ST.11.0"
"SZAXPI015256.47","DRR127476"
