"Ctl","Disease"
"CCMD54057834ST.11.0","SZAXPI017454.20"
"CCIS71578391ST.4.0","SID530890"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"SID530295","SID531469"
"CCIS07539127ST.4.0","LILT_VF270_T017"
"CRC_MR_SBJ73H_17","CCMD86707194ST.21.0"
"SZAXPI017591.140","CCMD51864103ST.21.0"
"SZAXPI015255.46","SZAXPI017594.166"
"CCMD53522274ST.11.0","CRC_MR_SBJ49C_17"
"DRR127613","CCIS84543192ST.4.0"
"CCIS15794887ST.4.0","CCIS77252613ST.4.0"
"SZAXPI015258.57","MMRS90191266ST.27.0.0"
"SZAXPI015274.111","CRC_MR_SBJ42C_17"
"SZAXPI015271.93","CCIS62605362ST.3.0"
"SID31333","CCMD98531134ST.11.0"
"SZAXPI015244.32","SID31868"
"CRC_MR_SBJ79H_17","SID31285"
"SZAXPI015246.34","SZAXPI017452.17"
"CRC_MR_SBJ84H_17","DRR127559"
"SID530050","CCMD90311071ST.21.0"
"CCIS27304052ST.3.0","CRC_MR_SBJ10C_17"
"LILT_VF263_T016","LILT_VF73_16"
"CRC_MR_SBJ67H_17","CCMD71242853ST.11.0"
"CCMD35801800ST.11.0","SID531382"
"CRC_MR_SBJ69H_17","CCMD52117727ST.11.0"
"CRC_MR_SBJ78H_17","DRR127774"
"SID532796","CCIS87116798ST.4.0"
"SID530364","SID31884"
"DRR127713","MMRS92544445ST.27.0.0"
"SZAXPI015228.14","SZAXPI017582.94"
"SZAXPI015270.90","CRC_MR_SBJ12C_17"
"SZAXPI015247.35","SZAXPI003422.11"
"SID31071","CCIS35100175ST.4.0"
"SID31714","DRR127767"
"MMRS17603756ST.27.0.0","MMRS72980899ST.27.0.0"
"CCIS09568613ST.4.0","SID31493"
"SZAXPI015266.89","DRR127509"
"DRR127588","DRR127579"
"SZAXPI003419.6","LILT_VF281_T017"
"MMRS65742083ST.27.0.0","CCMD23101338ST.21.0"
"LILT_GF06_16","CCMD35633353ST.11.0"
"CCMD28738636ST.11.0","CCIS46467422ST.4.0"
"SID31236","SID31873"
