"Ctl","Disease"
"SZAXPI015245.33","MMRS18295921ST.27.0.0"
"DRR127524","SZAXPI017467.87"
"DRR127649","MMRS86958796ST.27.0.0"
"CCMD18579000ST.11.0","CCMD72895164ST.21.0"
"CCIS50471204ST.4.0","CRC_MR_SBJ10C_17"
"MMRS95277876ST.27.0.0","SID31875"
"CCMD41202658ST.11.0","SID31868"
"LILT_VF28_T016","SZAXPI015225.18"
"CCMD76409700ST.11.0","CRC_MR_SBJ33C_17"
"CCIS81139242ST.4.0","CRC_MR_SBJ52C_17"
"CCMD53508245ST.11.0","CCIS11015875ST.4.0"
"SID31236","CRC_MR_SBJ64C_17"
"MMRS61683006ST.27.0.0","CCMD90311071ST.21.0"
"MMPU99077057ST","SID31877"
"MMRS64281551ST.27.0.0","SZAXPI017589.133"
"CCMD73128545ST.11.0","SZAXPI017462.33"
"SZAXPI015241.27","SID31276"
"DRR127721","SZAXPI015222.123"
"SID31537","CCIS53355328ST.4.0"
"CCMD46727384ST.11.0","SID531382"
"CCIS05314658ST.4.0","SZAXPI015218.16"
"SID31512","CCMD13934959ST.21.0"
"SID31714","SID31870"
"CCMD15562448ST.11.0","CCIS34055159ST.4.0"
"CRC_MR_SBJ79H_17","SID31285"
"DRR127763","LILT_VF264_T017"
"CCIS48174381ST.4.0","CCIS98512455ST.4.0"
"CRC_MR_SBJ78H_17","SID31878"
"SID31749","CCMD95676152ST.11.0"
"CRC_MR_SBJ60H_17","SID31883"
"LILT_VF263_T016","LILT_VF73_16"
"CCIS88007743ST.4.0","SZAXPI015221.142"
"MMRS68630931ST.27.0.0","CCMD50071957ST.21.0"
"CRC_MR_SBJ68H_17","SID31881"
"CRC_MR_SBJ75H_17","DRR127646"
"CCMD49025643ST.11.0","CCMD45988061ST.21.0"
"CCIS07277498ST.4.0","CCMD13071240ST.21.0"
"SID530227","CCMD65222621ST.11.0"
"MMRS51737257ST.27.0.0","MMRS86178473ST.27.0.0"
"DRR127777","DRR127514"
"CCMD74592084ST.11.0","MMRS77321055ST.27.0.0"
"LILT_VF84_16","CCMD42428553ST.21.0"
"CCMD41521570ST.11.0","CCMD74930188ST.21.0"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"MMRS17603756ST.27.0.0","SZAXPI017583.102"
"SZAXPI015247.35","DRR127509"
"SID31160","DRR127603"
"DRR127704","SZAXPI017582.94"
"DRR127535","DRR127666"
"CRC_MR_SBJ69H_17","DRR162779"
"MMRS11288076ST.27.0.0","SZAXPI017585.109"
"SID532826","SID31880"
"CCMD25475945ST.11.0","SZAXPI017453.19"
"MMRS57276462ST.27.0.0","MMRS67247116ST.27.0.0"
"CCMD31134579ST.11.0","SZAXPI003420.4"
"SZAXPI003417.4","DRR127647"
"CCMD18829815ST.11.0","DRR127638"
"CRC_MR_SBJ03H_17","CRC_MR_SBJ11C_17"
"SID532779","CCMD27463710ST.11.0"
"MMRS29805707ST.27.0.0","DRR127519"
"MMRS36405092ST.27.0.0","CCMD26925580ST.21.0"
"DRR127672","CCIS46467422ST.4.0"
"SID31112","SID31879"
"LILT_VF170_T016","CCIS46047672ST.4.0"
"DRR127596","LILT_VF65_16"
"DRR162776","LILT_VF281_T017"
