"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS00146684ST.4.0","SZAXPI015227.13","SZAXPI015268.109","CCIS79210440ST.3.0","SID31160","CRC_MR_SBJ68H_17","CCIS11354283ST.4.0","22.4490896977383","22.5455654705909","23.9271811171626","24.618643570069","24.7052795842751","24.904178740876","CCIS55230578ST.4.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ47C_17","CCIS53043478ST.4.0","CRC_MR_SBJ02C_17","CCMD95676152ST.11.0","18.6026099749041","20.2830844090266","21.7751522598902","23.7983770239716","24.4753641828656","25.5787303852635"
"CCIS03857607ST.4.0","CCIS21126322ST.4.0","CCIS10706551ST.3.0","CRC_MR_SBJ73H_17","CCIS79210440ST.3.0","MMRS38954404ST.27.0.0","CCIS16326685ST.4.0","25.2391148548815","29.9660120605796","31.2999272735241","31.6881701504757","33.2872301871018","33.3876365487211","CRC_MR_SBJ12C_17","CRC_MR_SBJ53C_17","CCIS53043478ST.4.0","SZAXPI017588.123","CCIS55230578ST.4.0","SID31883","19.4968653664121","20.4274984251058","27.7805856159279","28.5735701478779","33.2953372192414","33.3461631551622"
"CCIS10706551ST.3.0","CCIS21126322ST.4.0","CCIS79210440ST.3.0","CCIS03857607ST.4.0","CRC_MR_SBJ73H_17","SZAXPI015242.30","SZAXPI015261.75","26.7664690589084","29.9207114540062","29.9660120605796","31.6475421174425","32.4152366685036","32.4507037362689","CRC_MR_SBJ12C_17","CRC_MR_SBJ53C_17","DRR127559","CCIS53043478ST.4.0","SZAXPI017588.123","CCIS02379307ST.4.0","28.6802460256707","29.7674178837383","31.2523582542198","32.2132829742872","32.6500060303195","33.7352397832741"
"CCIS11354283ST.4.0","SZAXPI015227.13","CRC_MR_SBJ73H_17","CCIS21126322ST.4.0","SID31160","CRC_MR_SBJ57H_17","SID31537","17.6783756199092","18.0409477466789","18.6668741262323","22.5632270148354","23.3082180866856","23.529903340116","CRC_MR_SBJ02C_17","CCIS55230578ST.4.0","MMRS96422329ST.27.0.0","SZAXPI017588.123","SID31877","CCIS53043478ST.4.0","16.9794917850152","19.1365631864998","19.9233179122856","22.4757568791531","23.5861332133735","24.8085383193045"
"CCIS16326685ST.4.0","SID530364","CCIS79210440ST.3.0","SZAXPI015268.109","CRC_MR_SBJ68H_17","CCIS00146684ST.4.0","SZAXPI015261.75","28.6104881804261","28.7083812638644","29.4190754833832","29.8373065717886","30.0044587771701","30.2196919325165","CCIS53043478ST.4.0","SZAXPI003410.3","MMRS96422329ST.27.0.0","CRC_MR_SBJ53C_17","SZAXPI017588.123","CCIS02379307ST.4.0","24.2897321218617","25.7162570735265","26.5960398423938","27.5190789821753","27.6002358416916","27.771525071499"
"CCIS21126322ST.4.0","CRC_MR_SBJ73H_17","SZAXPI015227.13","CCIS11354283ST.4.0","SZAXPI015242.30","SZAXPI015268.109","CRC_MR_SBJ82H_17","14.494108303528","18.4547253539466","18.6668741262323","21.8919427243769","24.0339295369817","24.9679750382685","SZAXPI017588.123","CRC_MR_SBJ02C_17","CCIS55230578ST.4.0","CCIS53043478ST.4.0","MMRS96422329ST.27.0.0","SZAXPI015213.15","19.8378607414308","20.5008498276535","21.7632855438305","21.7952242752168","21.7984777580133","23.7247065253756"
"CCIS79210440ST.3.0","SZAXPI015268.109","CCIS00146684ST.4.0","SZAXPI015227.13","MMRS38954404ST.27.0.0","CCIS21126322ST.4.0","MMRS21365932ST.27.0.0","22.558036213567","23.9271811171626","24.1814754116617","24.841004212475","25.0949771850265","26.4960087247438","CCIS55230578ST.4.0","CCIS53043478ST.4.0","MMRS41266697ST.27.0.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ53C_17","SZAXPI017588.123","19.5352213186311","20.4795645437251","23.5080653724142","24.3669135967319","24.6418054912257","25.0508772000303"
"CCIS98482370ST.3.0","MMRS51737257ST.27.0.0","CCIS21126322ST.4.0","SZAXPI015268.109","CRC_MR_SBJ73H_17","SZAXPI015227.13","SZAXPI015261.75","24.693098248622","27.1164788921497","27.2424114412473","27.7935100778977","29.818584005328","29.9150676977205","LILT_VF77_16","CCIS53043478ST.4.0","CRC_MR_SBJ05C_17","SZAXPI017588.123","MMRS96422329ST.27.0.0","DRR127559","23.1456662019977","27.3476983198843","28.0862612164026","28.2572637258245","28.7485055415373","29.5421631364428"
"CCMD10191450ST.11.0","LILT_VF00TL_16","CRC_MR_SBJ73H_17","SZAXPI015242.30","SZAXPI015227.13","SID31160","LILT_VF40_16","21.0049760374607","30.6961606168557","30.8179776321289","35.3094517358908","36.4864039611332","36.6889869268872","CCIS83870198ST.4.0","SZAXPI017588.123","LILT_VF207_T017","SID31877","CCMD95676152ST.11.0","CCIS53043478ST.4.0","19.9644037256163","33.1477029704925","33.4407895185057","35.5707990460096","35.7250919753344","38.0073813763353"
"CRC_MR_SBJ57H_17","CRC_MR_SBJ68H_17","CCIS11354283ST.4.0","SID31537","SZAXPI015250.39","CCIS00146684ST.4.0","SID530177","21.8632206670792","23.3082180866856","23.9667826294707","24.1192373061277","25.0485351221504","27.3848222026509","CCIS55230578ST.4.0","SZAXPI003435.11","SID31871","MMRS96422329ST.27.0.0","CRC_MR_SBJ02C_17","CCIS53043478ST.4.0","23.1598529895334","23.7618306497942","25.1606001392852","25.7415155562624","28.0223627919007","28.4086896600829"
"CRC_MR_SBJ68H_17","CRC_MR_SBJ57H_17","SZAXPI015250.39","CCIS00146684ST.4.0","SID31160","SID31537","CCIS11354283ST.4.0","21.8632206670792","24.2277051523313","24.7052795842751","25.9980236426329","26.0509262026458","26.7681174011229","CCIS55230578ST.4.0","SZAXPI003435.11","SID31871","MMRS96422329ST.27.0.0","CRC_MR_SBJ47C_17","CCMD95676152ST.11.0","21.0511301951938","22.6190016712387","23.3102395609526","23.5662731126646","24.9388428866377","27.9040343050212"
"CRC_MR_SBJ73H_17","CCIS21126322ST.4.0","SZAXPI015242.30","CCIS11354283ST.4.0","SZAXPI015227.13","CRC_MR_SBJ82H_17","SID31160","14.494108303528","17.5984884466195","18.0409477466789","18.8633332535053","25.176535105864","25.8247217639223","SZAXPI017588.123","CRC_MR_SBJ02C_17","SZAXPI015213.15","SID31877","MMRS96422329ST.27.0.0","CCIS53043478ST.4.0","19.1150513323245","21.2946007784321","21.6161827685695","22.4249857092574","24.1906291022495","25.1101962803519"
"CRC_MR_SBJ82H_17","CCIS21126322ST.4.0","CRC_MR_SBJ73H_17","SID530364","CCIS11354283ST.4.0","CCIS00146684ST.4.0","SZAXPI015227.13","24.9679750382685","25.176535105864","25.19235621643","26.4375904550623","26.5092784553729","27.7049004744179","SID31877","MMRS96422329ST.27.0.0","CCIS53043478ST.4.0","CCIS02379307ST.4.0","SZAXPI017588.123","LILT_VF207_T017","22.8719635068396","23.5967018245093","24.6622574160964","24.6780320732691","25.9805496786538","27.3087452387179"
