"Ctl","Disease"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"SID31267","SZAXPI003412.1"
"CRC_MR_SBJ60H_17","DRR127594"
"DRR127737","DRR127617"
"MMRS39582183ST.27.0.0","MMRS85382779ST.27.0.0"
"CCMD29706695ST.11.0","MMRS54316675ST.27.0.0"
"MMRS88581325ST.27.0.0","CCMD86114146ST.21.0"
"MMRS95277876ST.27.0.0","CCMD82866709ST.21.0"
"SZAXPI015274.111","CCMD13934959ST.21.0"
"CRC_MR_SBJ67H_17","MMRS77018926ST.27.0.0"
"MMRS57276462ST.27.0.0","DRR127517"
"SID31333","SID31871"
"CCIS36797902ST.4.0","SZAXPI017454.20"
"SZAXPI015273.95","CRC_MR_SBJ31C_17"
"MMPU68403337ST","CCIS98832363ST.4.0"
"CCMD45004878ST.11.0","CCMD52145360ST.11.0"
"CCIS79210440ST.3.0","MMRS41266697ST.27.0.0"
"CCIS41692898ST.4.0","MMRS77321055ST.27.0.0"
"CRC_MR_SBJ21H_17","SID31004"
"SID530055","CRC_MR_SBJ40C_17"
"SID31360","MMRS86178473ST.27.0.0"
"CCIS44093303ST.4.0","CCMD64503764ST.21.0"
"MMRS62666492ST.27.0.0","SID31868"
"CRC_MR_SBJ57H_17","CCIS59132091ST.4.0"
"DRR127613","CCIS40244499ST.3.0"
"CCMD93755960ST.11.0","CCMD71242853ST.11.0"
"CCMD25475945ST.11.0","SZAXPI003437.3"
"CCMD73128545ST.11.0","CCMD27463710ST.11.0"
"LILT_VF189_T016","LILT_VF251_T017"
"MMRS57569834ST.27.0.0","DRR162778"
"CCIS07277498ST.4.0","CCMD26709089ST.21.0"
"SID530177","CCIS81887263ST.4.0"
"MMRS39415781ST.27.0.0","DRR127789"
"LILT_VF261_T016","SZAXPI003430.5"
"SZAXPI015254.45","SZAXPI015237.23"
"SZAXPI003429.3","LILT_VF65_16"
"LILT_VF31_16","SZAXPI003436.7"
"LILT_GF06_16","CCIS34055159ST.4.0"
