"Ctl","Disease"
"CRC_MR_SBJ83H_17","MMRS81671217ST.27.0.0"
"LILT_VF171_T016","SZAXPI015224.13"
"MMRS88581325ST.27.0.0","SZAXPI015223.158"
"CCIS02856720ST.4.0","CCMD13934959ST.21.0"
"CRC_MR_SBJ73H_17","SZAXPI017586.111"
"MMRS95277876ST.27.0.0","SZAXPI017466.84"
"SZAXPI015274.111","SZAXPI015213.15"
"MMRS57276462ST.27.0.0","CCMD18872694ST.21.0"
"SZAXPI003433.7","CCIS91228662ST.4.0"
"SZAXPI015265.88","CCIS62605362ST.3.0"
"SZAXPI015253.44","SID31878"
"SID530075","CCIS34055159ST.4.0"
"DRR127737","CCIS40244499ST.3.0"
"SZAXPI015263.84","SID31868"
"MMPU84450604ST","MMRS65205033ST.27.0.0"
"SID31009","SID531416"
"MMRS56137463ST.27.0.0","SZAXPI015237.23"
"SID31112","SID31870"
"CRC_MR_SBJ37H_17","DRR162778"
"SID530227","SID531333"
"CCMD53522274ST.11.0","SID531248"
"DRR127755","SZAXPI017463.36"
"SZAXPI015228.14","SZAXPI015209.133"
"SZAXPI015248.36","SZAXPI015222.123"
"MMRS85548821ST.27.0.0","DRR127481"
"CCMD25475945ST.11.0","SZAXPI003409.8"
"SZAXPI003417.4","LILT_VF281_T017"
