"Ctl","Disease"
"CCMD41202658ST.11.0","SZAXPI015226.14"
"CCMD51228890ST.11.0","DRR127646"
"CRC_MR_SBJ21H_17","CCIS48725289ST.4.0"
"SID31328","SZAXPI017588.123"
"SZAXPI015255.46","MMRS14602194ST.27.0.0"
"SID31021","CCMD64776337ST.21.0"
"SID530394","SZAXPI015213.15"
"SZAXPI015251.41","CCIS53043478ST.4.0"
"SZAXPI015264.87","SZAXPI017593.158"
"SZAXPI015261.75","LILT_VF100_T016"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"CCMD89967135ST.11.0","CRC_MR_SBJ51C_17"
"MMRS34569532ST.27.0.0","SID31188"
"CCIS05314658ST.4.0","MMRS55294627ST.27.0.0"
"CCIS02856720ST.4.0","CRC_MR_SBJ25C_17"
"SZAXPI015230.16","MMRS43939546ST.27.0.0"
"SZAXPI003433.7","SZAXPI003427.1"
"CCMD76409700ST.11.0","CCMD26925580ST.21.0"
"DRR127628","DRR127507"
"CCIS50003399ST.4.0","SZAXPI015221.142"
"MMRS68630931ST.27.0.0","LILT_VF300_T016"
"SID530050","SID531775"
"SID31071","SID31549"
"MMRS97307143ST.27.0.0","MMRS86178473ST.27.0.0"
"DRR127634","MMRS67247116ST.27.0.0"
"CRC_MR_SBJ68H_17","DRR127767"
"MMRS17603756ST.27.0.0","DRR127519"
"SZAXPI015259.62","SZAXPI017580.90"
"CCIS51595129ST.4.0","CCIS62605362ST.3.0"
"SID532796","MMRS71762412ST.27.0.0"
"LILT_GF06_16","DRR127476"
"CCMD27867141ST.11.0","DRR127700"
"SID31428","CCIS12656533ST.4.0"
"CRC_MR_SBJ17H_17","SID530373"
"MMRS65742083ST.27.0.0","CCIS84543192ST.4.0"
