"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"CCIS02856720ST.4.0","CCMD25475945ST.11.0","CRC_MR_SBJ73H_17","SZAXPI015253.44","SID31009","SZAXPI015274.111","SZAXPI003433.7","21.5083262386221","23.2492350263186","24.8088197092869","25.0159868818402","25.1417798117118","25.501846458741","CCMD13934959ST.21.0","SID531416","SZAXPI017586.111","SZAXPI015223.158","CCIS62605362ST.3.0","SZAXPI003424.12","18.2300120153224","20.2236577993918","23.0599488108669","25.7969013555117","26.4294707962835","27.1415628237874"
"CCIS03857607ST.4.0","CCMD53522274ST.11.0","MMRS95277876ST.27.0.0","SZAXPI015263.84","CRC_MR_SBJ73H_17","CRC_MR_SBJ37H_17","SZAXPI015253.44","28.508968930142","29.1339833250965","29.1599703919483","31.2999272735241","31.5362000325499","31.9658205742446","MMRS65205033ST.27.0.0","MMRS81671217ST.27.0.0","CCIS91228662ST.4.0","CCIS62605362ST.3.0","DRR162778","SID31878","25.5433364273894","30.7479683883928","30.8358935433838","31.2864209230027","31.6798164317661","32.2929136891919"
"CCIS98482370ST.3.0","CRC_MR_SBJ73H_17","SZAXPI015253.44","DRR127488","MMRS88581325ST.27.0.0","MMRS57276462ST.27.0.0","SZAXPI003433.7","27.7935100778977","28.0407127192285","30.1769396518186","30.3319529438511","30.8080370052767","31.1071577291369","MMRS65205033ST.27.0.0","SZAXPI017586.111","CCIS91228662ST.4.0","SID31878","DRR162778","CCIS62605362ST.3.0","26.8358414729648","27.6618212894921","28.7663129509362","29.150847989616","30.4002756601762","30.4018968157646"
"CCMD10032470ST.11.0","CRC_MR_SBJ73H_17","SZAXPI015253.44","DRR127488","SZAXPI015274.111","MMRS57276462ST.27.0.0","MMPU84450604ST","17.1473652700233","22.4350788850697","24.0925603571331","25.8859177584841","26.4001507921016","26.6105884310757","SZAXPI015213.15","SZAXPI017586.111","CCMD13934959ST.21.0","SID31878","MMRS81671217ST.27.0.0","MMRS65205033ST.27.0.0","21.05117149695","21.8871090801732","26.4320962607584","26.8038874699231","27.5602327128981","28.1873751062297"
"CCMD25475945ST.11.0","SZAXPI015274.111","CCIS02856720ST.4.0","SZAXPI015253.44","CRC_MR_SBJ73H_17","DRR127488","CCMD10032470ST.11.0","20.3675764570604","21.5083262386221","24.9671252927064","29.3686405878277","30.4221708169634","32.4150888957905","CCMD13934959ST.21.0","SID531416","SID31868","SZAXPI017586.111","SZAXPI015213.15","CCIS34055159ST.4.0","24.5869383880466","26.7640703115931","27.1019703421172","28.2698763444802","29.3714925221004","30.8759938967331"
"CCMD30627121ST.11.0","CCMD67373733ST.11.0","MMRS57276462ST.27.0.0","MMRS88581325ST.27.0.0","SZAXPI015263.84","MMRS95277876ST.27.0.0","SID31009","19.3388419845062","37.1707972832155","43.595795804442","46.7593901040914","47.2298001843105","47.4174215671266","CCMD18872694ST.21.0","CCIS62605362ST.3.0","SZAXPI017466.84","SID31878","CCIS91228662ST.4.0","MMRS65205033ST.27.0.0","34.7336293318507","45.2980697405839","45.8242138196565","47.328846334933","47.5079098662002","47.8443382276723"
"CCMD53522274ST.11.0","CRC_MR_SBJ83H_17","SZAXPI015263.84","CRC_MR_SBJ37H_17","DRR127737","CCIS03857607ST.4.0","MMRS95277876ST.27.0.0","21.0632523459413","21.2772892594076","24.198256016362","26.2605524624559","28.508968930142","30.6703829416002","MMRS81671217ST.27.0.0","CCIS40244499ST.3.0","SID31868","CCIS91228662ST.4.0","CCIS62605362ST.3.0","SID531248","22.1339086047359","25.5844228241385","25.9232932419571","27.1448601860776","28.47765397892","29.9343903547993"
"CCMD67373733ST.11.0","CCMD30627121ST.11.0","MMRS57276462ST.27.0.0","MMRS88581325ST.27.0.0","SZAXPI015263.84","CCMD53522274ST.11.0","CRC_MR_SBJ37H_17","19.3388419845062","31.8809514532989","39.2513544676168","39.6527351380721","41.0854699749705","42.1130613393921","CCMD18872694ST.21.0","MMRS81671217ST.27.0.0","CCIS62605362ST.3.0","SID31868","CCIS91228662ST.4.0","SID31878","29.082204571062","40.0568806901561","40.9047307102235","41.4643360201402","41.5871161945704","42.0198530807403"
"CCMD98198513ST.11.0","SZAXPI015274.111","DRR127488","CCMD10032470ST.11.0","CRC_MR_SBJ73H_17","CCMD25475945ST.11.0","SZAXPI015253.44","29.8263606119319","33.8809501587087","36.421286432876","37.8650379227303","40.5579542747116","42.4322953906939","SZAXPI015213.15","CCMD13934959ST.21.0","CCMD18872694ST.21.0","SZAXPI017586.111","SID531416","MMRS81671217ST.27.0.0","30.4278505235582","37.2737738709189","40.4411591943381","40.7683902185455","41.7291355203783","45.4968991404436"
"CRC_MR_SBJ37H_17","CCMD53522274ST.11.0","CRC_MR_SBJ83H_17","CRC_MR_SBJ73H_17","SZAXPI015253.44","SZAXPI015263.84","MMPU84450604ST","24.198256016362","25.3775787612885","27.1213868589108","27.3514216652371","27.6149028218152","27.9939023666191","MMRS81671217ST.27.0.0","SID31878","CCIS91228662ST.4.0","DRR162778","SZAXPI015223.158","MMRS65205033ST.27.0.0","24.621389278747","26.5670948893288","26.6723810406664","28.3156301180744","28.574604787113","28.7127010717626"
"CRC_MR_SBJ73H_17","CCMD10032470ST.11.0","SZAXPI015253.44","DRR127488","CCIS02856720ST.4.0","SZAXPI015274.111","MMRS57276462ST.27.0.0","17.1473652700233","18.5925523322673","22.3255500374369","23.2492350263186","24.0242742320596","25.4743556878462","SZAXPI017586.111","CCMD13934959ST.21.0","SZAXPI015213.15","SID31878","MMRS65205033ST.27.0.0","SID531416","18.6154071685795","20.7631412294431","21.6161827685695","23.7755093721691","23.8772334793732","24.7040904841101"
"CRC_MR_SBJ83H_17","CCMD53522274ST.11.0","DRR127737","CRC_MR_SBJ37H_17","SZAXPI015263.84","CRC_MR_SBJ73H_17","SZAXPI015253.44","21.0632523459413","23.3603355602654","25.3775787612885","27.055611195959","31.2108569151778","32.5714616696058","MMRS81671217ST.27.0.0","CCIS40244499ST.3.0","SID31868","SID531248","CCIS91228662ST.4.0","SZAXPI017586.111","15.0178068067478","24.4304109449698","25.6272642819225","26.2780510549984","32.4032061864702","33.0621050527322"
"DRR127488","CRC_MR_SBJ73H_17","SZAXPI015253.44","CCMD10032470ST.11.0","SZAXPI015274.111","MMRS57276462ST.27.0.0","CCIS02856720ST.4.0","22.3255500374369","23.5001116349519","24.0925603571331","24.47696979227","26.5469362534399","29.5839750752819","SZAXPI015213.15","SZAXPI017586.111","CCMD13934959ST.21.0","CCMD18872694ST.21.0","MMRS65205033ST.27.0.0","SID531416","22.3609554531129","22.9285186915008","24.2986375346212","26.2909203210291","26.9418754188308","27.5760207134097"
"DRR127737","SZAXPI015263.84","CRC_MR_SBJ83H_17","CCMD53522274ST.11.0","CRC_MR_SBJ37H_17","MMRS88581325ST.27.0.0","CCIS03857607ST.4.0","22.8823429987862","23.3603355602654","26.2605524624559","34.7399268565033","36.2352624068614","37.27371832431","CCIS40244499ST.3.0","MMRS81671217ST.27.0.0","SID531248","SID31868","CCIS91228662ST.4.0","MMRS65205033ST.27.0.0","22.8690819628839","25.4235068564036","25.6808637145112","26.3929041334882","33.6930274291121","35.5406031286612"
