"Ctl","Disease"
"CCIS11354283ST.4.0","SID530890"
"SID31267","CRC_MR_SBJ55C_17"
"CCMD85661207ST.11.0","CCIS48725289ST.4.0"
"SZAXPI015260.74","SZAXPI017595.169"
"SZAXPI015245.33","CCMD48236717ST.21.0"
"SID531414","CRC_MR_SBJ06C_17"
"MMRS38954404ST.27.0.0","MMRS85382779ST.27.0.0"
"SZAXPI015242.30","SID531277"
"SID530295","SID531352"
"CRC_MR_SBJ68H_17","CCMD86114146ST.21.0"
"CCMD49025643ST.11.0","CCIS41548810ST.4.0"
"SZAXPI015227.13","MMRS96422329ST.27.0.0"
"CCMD99440714ST.11.0","MMRS14602194ST.27.0.0"
"SID31749","SID31004"
"SID31333","CCMD98531134ST.11.0"
"MMPU84450604ST","SZAXPI015218.16"
"CCMD45004878ST.11.0","CCMD72895164ST.21.0"
"DRR127763","MMRS25641480ST.27.0.0"
"MMRS17963147ST.27.0.0","CCMD18872694ST.21.0"
"MMRS57569834ST.27.0.0","CRC_MR_SBJ31C_17"
"CCIS95097901ST.4.0","SID31880"
"CCIS07277498ST.4.0","MMRS12272136ST.27.0.0"
"CCIS16326685ST.4.0","DRR127720"
"CRC_MR_SBJ57H_17","SZAXPI003435.11"
"CCMD26625622ST.11.0","CCMD93344354ST.21.0"
"CCIS95409808ST.4.0","CCIS21278152ST.4.0"
"MMRS38861560ST.27.0.0","CCIS50148151ST.4.0"
"CCIS74239020ST.4.0","DRR127774"
"CCIS64785924ST.20.0","SID531281"
"DRR127704","SZAXPI003425.1"
"SID31714","SZAXPI003436.7"
"MMRS92546335ST.27.0.0","DRR127536"
"LILT_VF279_T016","CRC_MR_SBJ05C_17"
"CCIS36699628ST.4.0","CCMD74930188ST.21.0"
"MMPU68403337ST","CRC_MR_SBJ29C_17"
"SID530368","CRC_MR_SBJ11C_17"
"LILT_VF10_T016","SZAXPI003428.6"
"DRR127619","SZAXPI017582.94"
"CCIS23164343ST.4.0","MMRS15137911ST.27.0.0"
"CCIS50003399ST.4.0","SZAXPI003415.12"
"SZAXPI003417.4","MMRS31306426ST.27.0.0"
"CCIS13047523ST.4.0","SID31865"
