"Ctl","Disease"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"SZAXPI017592.142","SID31489"
"CCMD85661207ST.11.0","MMRS86958796ST.27.0.0"
"SID31236","CRC_MR_SBJ64C_17"
"SZAXPI015268.109","CCIS14449628ST.4.0"
"MMRS38954404ST.27.0.0","MMRS85382779ST.27.0.0"
"MMRS93621581ST.27.0.0","MMRS12272136ST.27.0.0"
"SID532802","CCMD49461418ST.11.0"
"CCIS02124300ST.4.0","CRC_MR_SBJ52C_17"
"MMRS95479054ST.27.0.0","CCMD34381688ST.21.0"
"CCIS02856720ST.4.0","CCIS41222843ST.4.0"
"CCIS94417875ST.3.0","DRR127708"
"MMRS88581325ST.27.0.0","DRR127515"
"MMRS62666492ST.27.0.0","CCIS77252613ST.4.0"
"CCMD39882286ST.11.0","CRC_MR_SBJ40C_17"
"SID530444","SID31237"
"MMRS68630931ST.27.0.0","MMRS62376181ST.27.0.0"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"CRC_MR_SBJ24H_17","SID31868"
"CRC_MR_SBJ80H_17","CRC_MR_SBJ10C_17"
"SZAXPI015271.93","LILT_VF270_T017"
"CCMD50300306ST.11.0","SZAXPI015226.14"
"CCIS36699628ST.4.0","SZAXPI003426.11"
"MMRS86168210ST.27.0.0","CCMD76222476ST.11.0"
"SID530055","MMRS77321055ST.27.0.0"
"SZAXPI015260.74","DRR127718"
"CCMD31134579ST.11.0","DRR127557"
"MMRS73787048ST.27.0.0","CRC_MR_SBJ07C_17"
"SZAXPI015228.14","DRR127647"
"DRR127552","SZAXPI017464.37"
"CRC_MR_SBJ67H_17","SZAXPI015210.17"
"SZAXPI015274.111","SZAXPI003437.3"
"SID530227","DRR127720"
"SID31009","LILT_VF65_16"
"DRR127546","SZAXPI017461.32"
"MMRS21365932ST.27.0.0","CRC_MR_SBJ47C_17"
"MMRS40913371ST.27.0.0","MMRS80093644ST.27.0.0"
"MMRS67096717ST.27.0.0","SZAXPI015211.166"
"DRR127588","DRR127478"
"LILT_VF206_T016","SZAXPI003410.3"
"CRC_MR_SBJ17H_17","CCIS41288781ST.4.0"
"SID530177","CRC_MR_SBJ50C_17"
"SZAXPI003429.3","CCMD14479708ST.21.0"
"SZAXPI015238.24","DRR127567"
"SID31129","CCIS65479369ST.4.0"
"LILT_VF171_T016","CCMD26925580ST.21.0"
