"Ctl","Disease"
"CCMD35081859ST.11.0","CCIS83870198ST.4.0"
"SID530331","CRC_MR_SBJ02C_17"
"SZAXPI015250.39","SZAXPI003435.11"
"MMRS54246132ST.27.0.0","SZAXPI017468.88"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"CCMD50538120ST.11.0","CCMD89306485ST.11.0"
"SZAXPI015245.33","CRC_MR_SBJ49C_17"
"MMPU68403337ST","SID31878"
"SZAXPI015269.94","SZAXPI017593.158"
"SID530258","CCIS17669415ST.4.0"
"CRC_MR_SBJ45H_17","CCMD46222674ST.21.0"
"LILT_VF265_T016","SZAXPI017466.84"
"SID530119","SZAXPI003411.6"
"SID530050","SID31004"
"CRC_MR_SBJ84H_17","CRC_MR_SBJ01C_17"
"CRC_MR_SBJ75H_17","DRR127767"
"CCIS64785924ST.20.0","CRC_MR_SBJ25C_17"
"CCIS94603952ST.4.0","MMRS90191266ST.27.0.0"
"CRC_MR_SBJ68H_17","SID31685"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"CCIS05314658ST.4.0","CCIS11015875ST.4.0"
"SZAXPI017592.142","CRC_MR_SBJ55C_17"
"CRC_MR_SBJ46H_17","SZAXPI015226.14"
"SID31519","SID31866"
"CCMD59540613ST.11.0","LILT_VF300_T016"
"SZAXPI015274.111","CRC_MR_SBJ36C_17"
"CCIS63468405ST.4.0","CCIS21278152ST.4.0"
"SID31537","SZAXPI015216.169"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"CCMD51154251ST.11.0","MMRS77018926ST.27.0.0"
"SZAXPI015271.93","DRR162778"
"DRR127777","CRC_MR_SBJ20C_17"
"CCIS36797902ST.4.0","SZAXPI003413.4"
"CCMD39882286ST.11.0","CRC_MR_SBJ40C_17"
"CCMD25475945ST.11.0","MMRS41711735ST.27.0.0"
"MMRS32573774ST.27.0.0","MMRS51410669ST.27.0.0"
"DRR127731","DRR127774"
"SID530055","CCIS76845094ST.20.0"
"CCIS11362406ST.4.0","SID31549"
"CRC_MR_SBJ24H_17","SZAXPI017595.169"
"CRC_MR_SBJ18H_17","CCIS50148151ST.4.0"
"SZAXPI015261.75","MMRS81194191ST.27.0.0"
"SZAXPI015258.57","CCMD26925580ST.21.0"
"CRC_MR_SBJ78H_17","SID531128"
"MMRS65862658ST.27.0.0","DRR127559"
"SZAXPI015230.16","CCMD74930188ST.21.0"
"DRR127588","CCMD26709089ST.21.0"
"LILT_VF170_T016","CRC_MR_SBJ51C_17"
"MMRS25211151ST.27.0.0","MMRS72802364ST.27.0.0"
"SZAXPI015265.88","DRR127580"
"CCIS16383318ST.4.0","CRC_MR_SBJ07C_17"
"SID31766","SID31865"
"SZAXPI015243.31","CCIS34055159ST.4.0"
"SID31714","SID31159"
"DRR127628","MMRS44587603ST.27.0.0"
"CCMD50300306ST.11.0","CCMD19497912ST.21.0"
"CCIS27304052ST.3.0","CCMD64776337ST.21.0"
"SZAXPI015249.37","SID531281"
"DRR127737","MMRS81671217ST.27.0.0"
"MMRS29805707ST.27.0.0","CCMD25963797ST.21.0"
"SID31300","CCIS87116798ST.4.0"
"MMRS93621581ST.27.0.0","MMRS67247116ST.27.0.0"
"SZAXPI015241.27","CRC_MR_SBJ50C_17"
"MMRS51737257ST.27.0.0","CCMD18872694ST.21.0"
"CRC_MR_SBJ82H_17","SZAXPI017459.26"
"MMPU99077057ST","CCMD79349503ST.11.0"
"CRC_MR_SBJ80H_17","SID31871"
"CRC_MR_SBJ69H_17","SID31446"
"DRR127537","CCIS41288781ST.4.0"
"DRR127724","SZAXPI003431.1"
"SID31219","SID31876"
"SID530177","MMRS15137911ST.27.0.0"
"DRR127713","MMRS31306426ST.27.0.0"
"DRR127552","DRR127674"
"CCMD41521570ST.11.0","CRC_MR_SBJ12C_17"
