"Ctl","Disease"
"SID530075","SZAXPI017590.136"
"MMRS54246132ST.27.0.0","SZAXPI017468.88"
"SID31267","CRC_MR_SBJ55C_17"
"CCIS71578391ST.4.0","SID530890"
"LILT_VF261_T016","SID531361"
"CRC_MR_SBJ83H_17","MMRS81671217ST.27.0.0"
"SID530295","SID531469"
"SID31379","CRC_MR_SBJ22C_17"
"CCMD15562448ST.11.0","MMRS41711735ST.27.0.0"
"MMRS35808664ST.27.0.0","SID31868"
"SZAXPI015262.79","SZAXPI003412.1"
"CRC_MR_SBJ79H_17","SID31685"
"SID31328","MMRS86958796ST.27.0.0"
"DRR127613","MMRS18295921ST.27.0.0"
"MMRS34569532ST.27.0.0","MMRS85382779ST.27.0.0"
"SID31749","CRC_MR_SBJ32C_17"
"CCMD35081859ST.11.0","LILT_VF73_16"
"MMRS65862658ST.27.0.0","MMRS43939546ST.27.0.0"
"SZAXPI015255.46","CCMD52145360ST.11.0"
"CCMD23541216ST.11.0","CCMD23101338ST.21.0"
"SZAXPI015234.20","CCMD86114146ST.21.0"
"SZAXPI017591.140","CCMD51864103ST.21.0"
"CCMD89967135ST.11.0","CCIS47284573ST.4.0"
"CCMD41521570ST.11.0","SZAXPI017458.25"
"LILT_VF140_T016","CCMD21703880ST.11.0"
"CRC_MR_SBJ21H_17","CCMD86707194ST.21.0"
"LILT_VF265_T016","CCMD72895164ST.21.0"
"CCIS79210440ST.3.0","DRR127708"
"SID531414","SID31004"
"CCMD89107682ST.11.0","CRC_MR_SBJ20C_17"
"SZAXPI015264.87","CRC_MR_SBJ53C_17"
"SID530215","SZAXPI003421.5"
"SZAXPI015235.21","MMRS86178473ST.27.0.0"
"MMRS95479054ST.27.0.0","MMRS25641480ST.27.0.0"
"CRC_MR_SBJ34H_17","SID31285"
"SZAXPI015241.27","SZAXPI017456.23"
"MMRS11932626ST.27.0.0","MMRS16644320ST.27.0.0"
"CRC_MR_SBJ67H_17","CRC_MR_SBJ42C_17"
"SID530368","SID31872"
"SID532796","SID31880"
"MMPU84450604ST","LILT_VF120_16"
"CCMD53522274ST.11.0","MMRS43563715ST.27.0.0"
"MMPU68403337ST","LILT_VF100_T016"
"LILT_VF00TL_16","SZAXPI017452.17"
"CRC_MR_SBJ78H_17","CCIS50148151ST.4.0"
"MMRS36405092ST.27.0.0","SID531766"
"CCIS16383318ST.4.0","MMRS72802364ST.27.0.0"
"CCMD85481373ST.11.0","CRC_MR_SBJ61C_17"
"CCIS11362406ST.4.0","CCIS62794166ST.4.0"
"CRC_MR_SBJ68H_17","SID31873"
"CCMD32965613ST.11.0","SID31188"
"DRR127755","SZAXPI017586.111"
"MMRS39415781ST.27.0.0","CCMD12232071ST.21.0"
"SID530163","CCIS81887263ST.4.0"
"SZAXPI015233.19","CCIS78318719ST.4.0"
"MMRS38861560ST.27.0.0","CCMD64503764ST.21.0"
"SZAXPI015212.113","LILT_VF270_T017"
"MMRS95674036ST.27.0.0","LILT_VF300_T016"
"SZAXPI015269.94","CRC_MR_SBJ07C_17"
"SZAXPI015228.14","SZAXPI015237.23"
"SZAXPI015254.45","MMRS15137911ST.27.0.0"
"SZAXPI003419.6","SZAXPI015209.133"
"SZAXPI003429.3","SZAXPI003427.1"
"SID31129","CCIS65479369ST.4.0"
"DRR127748","SZAXPI015211.166"
"CRC_MR_SBJ17H_17","CCMD65406197ST.11.0"
"DRR127672","CCIS46467422ST.4.0"
