"Ctl","Disease"
"MMRS88581325ST.27.0.0","CCMD46222674ST.21.0"
"CCIS94603952ST.4.0","MMRS90191266ST.27.0.0"
"CCIS07539127ST.4.0","CCMD72895164ST.21.0"
"CRC_MR_SBJ74H_17","CCMD86707194ST.21.0"
"SID31328","CRC_MR_SBJ29C_17"
"CCMD31009081ST.11.0","CCIS78318719ST.4.0"
"CCIS95097901ST.4.0","CRC_MR_SBJ50C_17"
"CRC_MR_SBJ18H_17","SZAXPI015222.123"
"CCIS02124300ST.4.0","SID31883"
"CCIS36699628ST.4.0","SID31868"
"DRR127619","SZAXPI017464.37"
"SZAXPI015238.24","DRR127567"
"CCIS50003399ST.4.0","CCMD89306485ST.11.0"
"MMRS67096717ST.27.0.0","MMRS41266697ST.27.0.0"
