"Ctl","Disease"
"SZAXPI015250.39","CCMD98531134ST.11.0"
"CRC_MR_SBJ78H_17","CRC_MR_SBJ52C_17"
"CCMD99929634ST.11.0","SZAXPI015213.15"
"CCMD66848156ST.11.0","SZAXPI017466.84"
"SID31537","SID31276"
"CCMD89967135ST.11.0","CCIS11015875ST.4.0"
"CCMD31134579ST.11.0","CRC_MR_SBJ49C_17"
"MMRS95479054ST.27.0.0","MMRS44587603ST.27.0.0"
"SID31379","CCMD51864103ST.21.0"
"CCMD45004878ST.11.0","CCMD86114146ST.21.0"
"MMRS11932626ST.27.0.0","DRR162778"
"CRC_MR_SBJ67H_17","DRR127603"
"SID31009","CCMD11006829ST.21.0"
"CCIS63468405ST.4.0","CCIS61287323ST.4.0"
"CCIS64785924ST.20.0","SZAXPI017453.19"
"MMRS11288076ST.27.0.0","CCMD12232071ST.21.0"
"LILT_VF189_T016","LILT_GF15_16"
"SZAXPI003417.4","CRC_MR_SBJ05C_17"
"SID31450","DRR162779"
"MMRS51307502ST.27.0.0","CCIS12656533ST.4.0"
"MMRS92546335ST.27.0.0","SZAXPI015220.136"
