"Ctl","Disease"
"SID530075","SZAXPI017590.136"
"SID532915","CCIS87116798ST.4.0"
"SZAXPI015231.17","DRR127666"
"CCMD35081859ST.11.0","CCIS83870198ST.4.0"
"SID530331","CRC_MR_SBJ02C_17"
"MMRS54246132ST.27.0.0","SZAXPI017468.88"
"CCIS11354283ST.4.0","SID530890"
"DRR127692","CCMD48236717ST.21.0"
"SZAXPI017592.142","SID31276"
"CCMD27867141ST.11.0","SID531128"
"MMRS38954404ST.27.0.0","CCIS38765456ST.20.0"
"CCMD23541216ST.11.0","CCIS21278152ST.4.0"
"MMRS67096717ST.27.0.0","DRR127767"
"CCIS94417875ST.3.0","MMRS96422329ST.27.0.0"
"CCMD10191450ST.11.0","CCMD89306485ST.11.0"
"CCIS00146684ST.4.0","CRC_MR_SBJ32C_17"
"CRC_MR_SBJ60H_17","CRC_MR_SBJ49C_17"
"CRC_MR_SBJ34H_17","CCIS55230578ST.4.0"
"SID31328","SID531277"
"DRR127649","CCIS41548810ST.4.0"
"SID530215","DRR127646"
"SID530258","CRC_MR_SBJ64C_17"
"MMRS34569532ST.27.0.0","MMRS77487595ST.27.0.0"
"MMRS35808664ST.27.0.0","SID31868"
"SID31021","SID531416"
"CCIS07539127ST.4.0","CCIS50148151ST.4.0"
"CCIS50471204ST.4.0","SID531155"
"MMPU72854103ST","CCMD51864103ST.21.0"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ74H_17","SZAXPI017458.25"
"CRC_MR_SBJ73H_17","CCIS48725289ST.4.0"
"CCMD85481373ST.11.0","SZAXPI003426.11"
"CRC_MR_SBJ16H_17","MMRS90191266ST.27.0.0"
"CCMD89107682ST.11.0","CRC_MR_SBJ06C_17"
"MMRS95277876ST.27.0.0","SID31875"
"MMRS93621581ST.27.0.0","CCMD63399960ST.21.0"
"SID31519","CCMD35633353ST.11.0"
"DRR127748","SID31870"
"DRR127737","DRR127617"
"MMRS65862658ST.27.0.0","CCMD95433940ST.21.0"
"MMRS88581325ST.27.0.0","CCIS53043478ST.4.0"
"SZAXPI015271.93","DRR127517"
"SZAXPI015255.46","SZAXPI017462.33"
"MMRS61683006ST.27.0.0","MMRS12272136ST.27.0.0"
"CRC_MR_SBJ84H_17","SZAXPI017586.111"
"CCIS88007743ST.4.0","CCIS06260551ST.3.0"
"SID530394","MMRS43939546ST.27.0.0"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"CRC_MR_SBJ18H_17","SZAXPI015218.16"
"SZAXPI015235.21","CRC_MR_SBJ31C_17"
"SID530119","SZAXPI003436.7"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
"CCMD49025643ST.11.0","SZAXPI017466.84"
"CCMD89643949ST.11.0","MMRS78791111ST.27.0.0"
"CCIS98482370ST.3.0","DRR127625"
"MMRS81135225ST.27.0.0","MMRS67247116ST.27.0.0"
"CCIS88317640ST.4.0","SID31004"
"MMRS66868025ST.27.0.0","SZAXPI015224.13"
"CCIS64785924ST.20.0","CRC_MR_SBJ50C_17"
"CRC_MR_SBJ75H_17","CRC_MR_SBJ20C_17"
"SZAXPI015252.43","SZAXPI015223.158"
"CCIS05314658ST.4.0","MMRS93508324ST.27.0.0"
"CCIS02856720ST.4.0","CCIS82146115ST.4.0"
"SZAXPI015262.79","CCIS17669415ST.4.0"
"MMRS68630931ST.27.0.0","CCIS91228662ST.4.0"
"SID31700","CCMD86114146ST.21.0"
"CCMD37575804ST.11.0","CCMD35802077ST.21.0"
"SID31333","SID31871"
"CCIS09568613ST.4.0","CRC_MR_SBJ61C_17"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"MMRS73787048ST.27.0.0","SZAXPI017454.20"
"CCIS82944710ST.20.0","CCIS41222843ST.4.0"
"CCMD76409700ST.11.0","CRC_MR_SBJ12C_17"
"CCIS79210440ST.3.0","DRR127476"
"SZAXPI015241.27","SZAXPI017456.23"
"SID532802","MMRS77321055ST.27.0.0"
"CCIS63910149ST.4.0","SZAXPI015216.169"
"CRC_MR_SBJ78H_17","DRR162778"
"CRC_MR_SBJ67H_17","MMRS81671217ST.27.0.0"
"MMPU68403337ST","LILT_VF29_16"
"CCMD18829815ST.11.0","CRC_MR_SBJ39C_17"
"SID530055","LILT_VF120_16"
"MMRS29805707ST.27.0.0","MMRS16644320ST.27.0.0"
"MMPU99077057ST","CCIS52370277ST.4.0"
"LILT_VF43_16","MMRS34525504ST.27.0.0"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"CCMD89967135ST.11.0","CCMD82866709ST.21.0"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"SID530368","SID31872"
"DRR127628","CCMD50071957ST.21.0"
"MMRS39582183ST.27.0.0","CRC_MR_SBJ53C_17"
"CCMD32965613ST.11.0","CCMD23101338ST.21.0"
"SZAXPI015258.57","MMRS65205033ST.27.0.0"
"SID31750","LILT_VF192_T017"
"CRC_MR_SBJ79H_17","SID531469"
"CCIS36797902ST.4.0","SID31884"
"MMRS17603756ST.27.0.0","CRC_MR_SBJ05C_17"
"DRR127634","CCIS87252800ST.4.0"
"SZAXPI015249.37","CRC_MR_SBJ47C_17"
"MMRS32573774ST.27.0.0","LILT_VF176_T017"
"CCMD17410933ST.11.0","CCMD26709089ST.21.0"
"CCIS64773582ST.4.0","DRR127580"
"CCIS81139242ST.4.0","SZAXPI015221.142"
"LILT_VF10_T016","CCIS12656533ST.4.0"
"CRC_MR_SBJ37H_17","MMRS44587603ST.27.0.0"
"CCIS11362406ST.4.0","SID31446"
"SZAXPI015227.13","CCMD46947453ST.21.0"
"CCIS74239020ST.4.0","CCIS81887263ST.4.0"
"MMRS36405092ST.27.0.0","SID531766"
"SZAXPI015247.35","MMRS47662059ST.27.0.0"
"MMRS94549160ST.27.0.0","MMRS86178473ST.27.0.0"
"MMRS11288076ST.27.0.0","DRR162777"
"SZAXPI015260.74","CCIS61287323ST.4.0"
"MMRS87723283ST.27.0.0","DRR127481"
"CCIS15794887ST.4.0","CRC_MR_SBJ07C_17"
"MMRS40913371ST.27.0.0","CCMD71242853ST.11.0"
"SID31071","SZAXPI017452.17"
"CRC_MR_SBJ63H_17","CRC_MR_SBJ11C_17"
"DRR127713","CCIS85214191ST.3.0"
"DRR127488","SZAXPI003437.3"
"MMRS97307143ST.27.0.0","CCMD95676152ST.11.0"
"LILT_VF40_16","LILT_GF15_16"
"SID530227","CCMD65222621ST.11.0"
"CCMD46727384ST.11.0","CCIS62794166ST.4.0"
"MMRS81130264ST.27.0.0","CCMD90311071ST.21.0"
"CCMD67373733ST.11.0","MMRS43563715ST.27.0.0"
"SID31452","CCIS46047672ST.4.0"
"CCMD50529145ST.11.0","DRR127603"
"DRR127704","CCMD12232071ST.21.0"
"CCMD28738636ST.11.0","CRC_MR_SBJ26C_17"
"DRR127756","DRR127685"
"SID530177","SID31865"
"SZAXPI003419.6","SZAXPI017583.102"
"CCIS44093303ST.4.0","MMRS15137911ST.27.0.0"
"MMRS84085284ST.27.0.0","MMRS80093644ST.27.0.0"
"DRR127532","CCIS65479369ST.4.0"
"SID530315","DRR127515"
"SZAXPI015212.113","SZAXPI017587.113"
"DRR127616","SZAXPI003421.5"
"DRR127552","MMRS44203591ST.27.0.0"
"DRR127721","SZAXPI015215.20"
"DRR127724","SZAXPI003431.1"
"SID530163","CCIS59132091ST.4.0"
"LILT_VF206_T016","SZAXPI003410.3"
"SZAXPI015240.26","CCMD19168690ST.11.0"
"CCIS11558985ST.4.0","DRR127774"
"CCMD72666896ST.11.0","LILT_VF281_T017"
"LILT_VF279_T016","MMRS31306426ST.27.0.0"
"DRR127736","SZAXPI003427.1"
"SID31637","SID31159"
"SZAXPI015257.56","DRR127519"
"SZAXPI015238.24","CCIS44757994ST.4.0"
"MMRS85548821ST.27.0.0","MMRS97052561ST.27.0.0"
"DRR127596","DRR127514"
"SZAXPI015256.47","SZAXPI017461.32"
"SID530364","SZAXPI003409.8"
"SID31428","CCIS98832363ST.4.0"
