"Ctl","Disease"
"SZAXPI015245.33","DRR127617"
"CCIS34604008ST.4.0","CRC_MR_SBJ64C_17"
"CCIS02124300ST.4.0","CCMD49461418ST.11.0"
"CCMD17410933ST.11.0","MMRS14379078ST.27.0.0"
"DRR127535","SZAXPI015220.136"
"CCMD66848156ST.11.0","CCMD72895164ST.21.0"
"CCMD49025643ST.11.0","SID531352"
"CCIS11362406ST.4.0","CCIS98512455ST.4.0"
"CCIS15794887ST.4.0","MMRS90191266ST.27.0.0"
"DRR127546","DRR127509"
"CCMD51154251ST.11.0","SID531277"
"MMRS25211151ST.27.0.0","SZAXPI003410.3"
"LILT_VF84_16","LILT_VF73_16"
"CCMD15562448ST.11.0","DRR127476"
"SZAXPI015265.88","MMRS97052561ST.27.0.0"
"MMPU29365221ST","LILT_VF300_T016"
"MMRS94549160ST.27.0.0","CCMD87156761ST.21.0"
"SZAXPI015228.14","DRR127647"
"MMRS51737257ST.27.0.0","MMRS51410669ST.27.0.0"
"DRR127762","SZAXPI003420.4"
"LILT_GF06_16","CCIS72607085ST.4.0"
"SZAXPI015260.74","DRR127567"
"SZAXPI003417.4","MMRS31306426ST.27.0.0"
"DRR127616","DRR127625"
