"Ctl","Disease"
"CCIS03473770ST.4.0","CRC_MR_SBJ01C_17"
"CCMD89967135ST.11.0","CCIS47284573ST.4.0"
"SID31700","CCIS41548810ST.4.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ39C_17"
"CCMD46727384ST.11.0","SID531382"
"CCMD54057834ST.11.0","CCIS50148151ST.4.0"
"CCIS88007743ST.4.0","DRR127476"
"SZAXPI015258.57","CCIS14449628ST.4.0"
"MMRS66868025ST.27.0.0","CCIS83870198ST.4.0"
"CCIS27304052ST.3.0","SZAXPI017453.19"
"CCMD25475945ST.11.0","CRC_MR_SBJ61C_17"
"MMRS25211151ST.27.0.0","CCMD25963797ST.21.0"
"CCMD29706695ST.11.0","CCIS35100175ST.4.0"
"MMRS84159866ST.27.0.0","CCMD71242853ST.11.0"
"CCMD49025643ST.11.0","LILT_VF73_16"
"MMRS95674036ST.27.0.0","DRR127507"
"MMRS39415781ST.27.0.0","MMRS24340226ST.27.0.0"
"MMRS11288076ST.27.0.0","DRR127579"
