"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"CCMD54057834ST.11.0","SZAXPI017454.20"
"DRR127524","CCMD48236717ST.21.0"
"SID532915","SID31881"
"SZAXPI015231.17","DRR127666"
"SZAXPI015245.33","MMRS18295921ST.27.0.0"
"CCMD68973846ST.11.0","MMRS78791111ST.27.0.0"
"CCMD41202658ST.11.0","SZAXPI015226.14"
"CCIS00281083ST.3.0","MMRS34525504ST.27.0.0"
"SID31267","CRC_MR_SBJ55C_17"
"SZAXPI017592.142","SID31276"
"CCIS71578391ST.4.0","SID530890"
"CCIS02124300ST.4.0","DRR127485"
"CCMD50538120ST.11.0","CCMD89306485ST.11.0"
"MMRS64281551ST.27.0.0","DRR127557"
"MMRS67096717ST.27.0.0","DRR127767"
"CCMD51228890ST.11.0","DRR127646"
"CRC_MR_SBJ60H_17","SZAXPI017593.158"
"CCIS21126322ST.4.0","SZAXPI017594.166"
"CRC_MR_SBJ21H_17","MMRS90191266ST.27.0.0"
"CRC_MR_SBJ34H_17","CCIS55230578ST.4.0"
"SZAXPI015251.41","CCIS11015875ST.4.0"
"MMRS88581325ST.27.0.0","CCMD46222674ST.21.0"
"SZAXPI015253.44","CCIS48725289ST.4.0"
"SID530258","CRC_MR_SBJ64C_17"
"SID31021","SID531416"
"DRR127535","CCIS84543192ST.4.0"
"CCMD27867141ST.11.0","SZAXPI017466.84"
"CCMD89967135ST.11.0","SID531352"
"MMPU72854103ST","CCMD51864103ST.21.0"
"CCIS51595129ST.4.0","CCIS38765456ST.20.0"
"CCIS63910149ST.4.0","SID31685"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CCMD85481373ST.11.0","SZAXPI003426.11"
"MMRS62666492ST.27.0.0","CRC_MR_SBJ53C_17"
"CRC_MR_SBJ67H_17","CRC_MR_SBJ36C_17"
"SZAXPI015250.39","CCMD98531134ST.11.0"
"CCMD23541216ST.11.0","MMRS77487595ST.27.0.0"
"CCIS09568613ST.4.0","SID31876"
"CCMD35801800ST.11.0","CCMD63399960ST.21.0"
"DRR127748","SID31870"
"SZAXPI015271.93","DRR127517"
