"Ctl","Disease"
"CCMD41202658ST.11.0","MMRS54316675ST.27.0.0"
"SZAXPI015227.13","CCMD52145360ST.11.0"
"CCMD35081859ST.11.0","CCMD95431029ST.11.0"
"SID31021","SID531416"
"SID31328","CCMD49461418ST.11.0"
"SZAXPI015244.32","SZAXPI003426.11"
"MMRS34569532ST.27.0.0","CCIS21278152ST.4.0"
"CCIS50471204ST.4.0","CCIS76845094ST.20.0"
"MMRS88581325ST.27.0.0","SZAXPI015223.158"
"SZAXPI015268.109","CCIS62794166ST.4.0"
"CRC_MR_SBJ78H_17","SID31875"
"SID31236","SID31276"
"CCIS03473770ST.4.0","CCIS71301801ST.4.0"
"SZAXPI015241.27","CRC_MR_SBJ25C_17"
"CCMD17410933ST.11.0","CCMD51864103ST.21.0"
"SZAXPI015235.21","DRR162778"
"CCIS02856720ST.4.0","CCIS41222843ST.4.0"
"DRR127737","DRR127754"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"CRC_MR_SBJ74H_17","CCMD86707194ST.21.0"
"CCIS07648107ST.4.0","CRC_MR_SBJ26C_17"
"SZAXPI015264.87","MMRS44587603ST.27.0.0"
"CCIS05314658ST.4.0","MMRS55294627ST.27.0.0"
"CCMD32965613ST.11.0","CCMD87156761ST.21.0"
"CCMD10191450ST.11.0","CCMD76222476ST.11.0"
"SZAXPI015234.20","CCMD42428553ST.21.0"
"SID530055","CRC_MR_SBJ35C_17"
"DRR127613","SZAXPI017468.88"
"CCIS48174381ST.4.0","CRC_MR_SBJ11C_17"
"CCIS94603952ST.4.0","CCMD82866709ST.21.0"
"SID532749","SID31870"
"SZAXPI015255.46","MMRS65205033ST.27.0.0"
"MMRS36405092ST.27.0.0","SID531766"
"SZAXPI015261.75","SZAXPI017583.102"
"MMRS57276462ST.27.0.0","CRC_MR_SBJ51C_17"
"DRR127777","SID531281"
"MMRS68630931ST.27.0.0","DRR127509"
"CCMD22852639ST.11.0","LILT_VF251_T017"
"SID31428","SID31865"
"SID530163","CCIS81887263ST.4.0"
"CCIS13047523ST.4.0","CCMD25963797ST.21.0"
"CCMD25475945ST.11.0","SZAXPI003437.3"
"MMRS56137463ST.27.0.0","SZAXPI015237.23"
"CRC_MR_SBJ75H_17","SZAXPI015211.166"
"CCIS98482370ST.3.0","CRC_MR_SBJ05C_17"
"MMPU29365221ST","CRC_MR_SBJ29C_17"
"SID532826","SZAXPI017459.26"
"SID31700","CCMD65406197ST.11.0"
"DRR127721","SZAXPI017587.113"
"SID31009","DRR127789"
"DRR127588","CCMD79349503ST.11.0"
"CCMD35801800ST.11.0","CCMD40701343ST.21.0"
"CCIS16383318ST.4.0","CCIS40244499ST.3.0"
"DRR127672","DRR127478"
"CCMD66848156ST.11.0","DRR127700"
