"Ctl","Disease"
"SID31700","SID531128"
"CCMD56948710ST.11.0","SID31874"
"CCIS16383318ST.4.0","SZAXPI017454.20"
"CRC_MR_SBJ16H_17","CCMD49461418ST.11.0"
"CCMD49942357ST.11.0","CCMD59583015ST.11.0"
"SZAXPI015272.108","DRR127559"
"CCIS32452666ST.4.0","MMRS16644320ST.27.0.0"
"CCIS81139242ST.4.0","CCIS81887263ST.4.0"
"LILT_VF140_T016","CCMD72690923ST.11.0"
"MMRS92546335ST.27.0.0","MMRS81194191ST.27.0.0"
"MMRS35808664ST.27.0.0","CCIS91228662ST.4.0"
"MMRS25211151ST.27.0.0","CCMD40701343ST.21.0"
"SID530315","LILT_VF120_16"
"LILT_GF06_16","SID31493"
