"Ctl","Disease"
"SZAXPI015264.87","MMRS54316675ST.27.0.0"
"DRR127597","DRR127557"
"SID530295","SID531469"
"DRR127524","SID531248"
"MMRS95277876ST.27.0.0","SID31875"
"CCMD18579000ST.11.0","MMRS86958796ST.27.0.0"
"CRC_MR_SBJ74H_17","CRC_MR_SBJ52C_17"
"MMRS35808664ST.27.0.0","SID31883"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"CRC_MR_SBJ84H_17","MMRS81194191ST.27.0.0"
"MMRS85548821ST.27.0.0","DRR127638"
"SZAXPI017591.140","MMRS14379078ST.27.0.0"
"CCIS45571137ST.3.0","CRC_MR_SBJ33C_17"
"CCMD46727384ST.11.0","SID531382"
"CCMD15562448ST.11.0","SZAXPI003426.11"
"CRC_MR_SBJ18H_17","LILT_VF270_T017"
"SZAXPI015261.75","CCIS14449628ST.4.0"
"CRC_MR_SBJ81H_17","SZAXPI003436.7"
"DRR127535","DRR127754"
"CCIS82507866ST.3.0","SID31188"
"CRC_MR_SBJ78H_17","CCMD50071957ST.21.0"
"CCIS03857607ST.4.0","CCMD79349503ST.11.0"
"SZAXPI003433.7","DRR127536"
"CCIS32452666ST.4.0","CCIS33816588ST.4.0"
"CCIS88007743ST.4.0","DRR127476"
"CCIS02856720ST.4.0","SZAXPI015221.142"
"CCIS98482370ST.3.0","CCMD90311071ST.21.0"
"SZAXPI015247.35","MMRS47662059ST.27.0.0"
"SZAXPI015265.88","DRR127559"
"CCIS16561622ST.4.0","CCMD64503764ST.21.0"
"LILT_VF31_16","LILT_VF120_16"
"SID31766","SID31865"
"MMPU68403337ST","DRR127720"
"SID531414","CCMD74930188ST.21.0"
"CCIS21126322ST.4.0","SID531775"
"CCIS27304052ST.3.0","SID31880"
"SID530163","SID31549"
"LILT_VF259_T016","LILT_VF234_T017"
"SZAXPI015263.84","CCMD86114146ST.21.0"
"DRR127704","DRR127579"
"SZAXPI015259.62","CCIS35100175ST.4.0"
"SZAXPI015242.30","CCMD34381688ST.21.0"
"MMRS39415781ST.27.0.0","MMRS24340226ST.27.0.0"
"DRR127532","SZAXPI017460.27"
"DRR127751","SZAXPI003434.7"
"CRC_MR_SBJ17H_17","MMRS47685461ST.27.0.0"
"SID31452","DRR127767"
"SID31428","CCIS12656533ST.4.0"
"CCMD25475945ST.11.0","LILT_VF71_16"
"LILT_VF170_T016","CCMD95676152ST.11.0"
