"Ctl","Disease"
"DRR127524","SZAXPI015220.136"
"SID532915","CCMD45988061ST.21.0"
"CCIS02124300ST.4.0","DRR127485"
"CCIS45793747ST.4.0","SID530890"
"SZAXPI015235.21","SZAXPI017588.123"
"CCIS45571137ST.3.0","MMRS90191266ST.27.0.0"
"CCIS95409808ST.4.0","CCIS38765456ST.20.0"
"DRR127649","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ73H_17","CCIS48725289ST.4.0"
"SID532802","CCMD59583015ST.11.0"
"CRC_MR_SBJ81H_17","SZAXPI003411.6"
"CRC_MR_SBJ18H_17","SZAXPI015218.16"
"SZAXPI015234.20","SID531469"
"CCMD41521570ST.11.0","SZAXPI017458.25"
"CCIS16561622ST.4.0","CCIS53043478ST.4.0"
"SZAXPI015250.39","SID31871"
"CCMD32288175ST.11.0","LILT_VF207_T017"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"CCMD93755960ST.11.0","SID531277"
"SID31700","CRC_MR_SBJ01C_17"
"CRC_MR_SBJ34H_17","CRC_MR_SBJ10C_17"
"CCIS07277498ST.4.0","CRC_MR_SBJ42C_17"
"CCMD59540613ST.11.0","LILT_VF300_T016"
"MMRS21365932ST.27.0.0","CCIS78318719ST.4.0"
"CCMD29706695ST.11.0","MMRS44587603ST.27.0.0"
"CCMD15562448ST.11.0","SZAXPI003426.11"
"MMRS93621581ST.27.0.0","MMRS93508324ST.27.0.0"
"SZAXPI015259.62","CRC_MR_SBJ31C_17"
"CCIS51595129ST.4.0","MMRS85382779ST.27.0.0"
"MMRS20257302ST.27.0.0","SZAXPI017466.84"
"CRC_MR_SBJ79H_17","CCIS11015875ST.4.0"
"SZAXPI015240.26","SZAXPI017463.36"
"SZAXPI015268.109","CCIS62605362ST.3.0"
"CCIS94603952ST.4.0","SID31875"
"CCMD39157124ST.11.0","MMRS43939546ST.27.0.0"
"CCIS80834637ST.4.0","CCMD95433940ST.21.0"
"DRR127737","CCIS40244499ST.3.0"
"SZAXPI017592.142","CRC_MR_SBJ50C_17"
"DRR127736","DRR127509"
"CCIS82944710ST.20.0","CCIS81887263ST.4.0"
"CCMD37575804ST.11.0","SZAXPI017586.111"
"CCMD25475945ST.11.0","SID31876"
"SZAXPI003433.7","DRR162778"
"DRR127731","DRR127521"
"CRC_MR_SBJ68H_17","CCMD12232071ST.21.0"
"CRC_MR_SBJ83H_17","MMRS43563715ST.27.0.0"
"DRR127704","DRR127580"
"SZAXPI015228.14","DRR127647"
"CCMD28738636ST.11.0","CRC_MR_SBJ26C_17"
"MMRS35808664ST.27.0.0","SZAXPI017584.108"
"DRR127634","CRC_MR_SBJ35C_17"
"MMRS11288076ST.27.0.0","CCIS85214191ST.3.0"
"MMRS92546335ST.27.0.0","CCMD82866709ST.21.0"
"SID530315","DRR127515"
"DRR127721","SZAXPI017587.113"
"MMRS56137463ST.27.0.0","SZAXPI017585.109"
"CCIS44093303ST.4.0","SZAXPI017461.32"
"CCIS00281083ST.3.0","SZAXPI003430.5"
"SID31557","DRR127767"
"SZAXPI015238.24","SZAXPI003415.12"
"LILT_VF206_T016","DRR127507"
"SID31450","SZAXPI003418.8"
"MMRS65742083ST.27.0.0","CCMD23101338ST.21.0"
"MMRS36405092ST.27.0.0","CCMD26709089ST.21.0"
"LILT_VF18_T016","CCMD11006829ST.21.0"
"CCIS29688262ST.20.0","SID31237"
"SID530451","DRR127476"
"MMRS84085284ST.27.0.0","SZAXPI003431.1"
"DRR162775","CCMD14479708ST.21.0"
