"Ctl","Disease"
"SZAXPI015231.17","SID531361"
"CCMD41202658ST.11.0","MMRS54316675ST.27.0.0"
"DRR127535","CCIS84543192ST.4.0"
"LILT_VF43_16","DRR127666"
"SZAXPI015250.39","CCMD98531134ST.11.0"
"SZAXPI015230.16","MMRS86958796ST.27.0.0"
"SID31236","CRC_MR_SBJ64C_17"
"CCIS02124300ST.4.0","CCIS76845094ST.20.0"
"CCIS02856720ST.4.0","CRC_MR_SBJ55C_17"
"MMRS95277876ST.27.0.0","CCMD82866709ST.21.0"
"MMRS65862658ST.27.0.0","SID531277"
"CCIS94603952ST.4.0","MMRS90191266ST.27.0.0"
"LILT_VF40_16","LILT_VF100_T016"
"MMRS57276462ST.27.0.0","MMRS51410669ST.27.0.0"
"SZAXPI015227.13","CRC_MR_SBJ01C_17"
"SID31519","SID31866"
"SID31700","CCMD86114146ST.21.0"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"CCIS32452666ST.4.0","CRC_MR_SBJ40C_17"
"LILT_GF06_16","CCIS44757994ST.4.0"
"CCMD98702133ST.11.0","CRC_MR_SBJ22C_17"
"CRC_MR_SBJ24H_17","SZAXPI017595.169"
"SID31219","SID31880"
"CCMD35081859ST.11.0","SZAXPI017452.17"
"SZAXPI015247.35","MMRS81194191ST.27.0.0"
"SZAXPI015258.57","CCMD26925580ST.21.0"
"MMRS29805707ST.27.0.0","CCMD86707194ST.21.0"
"CCIS16561622ST.4.0","CCIS71301801ST.4.0"
"DRR127737","SZAXPI015220.136"
"SID532749","SID31870"
"DRR127763","DRR127559"
"SZAXPI015241.27","CCIS46047672ST.4.0"
"SZAXPI015269.94","CCMD19497912ST.21.0"
"CCIS29210128ST.4.0","SZAXPI003422.11"
"CCIS88007743ST.4.0","SZAXPI015221.142"
"CCMD68973846ST.11.0","DRR127708"
"DRR127546","DRR127509"
"MMPU29365221ST","SZAXPI015210.17"
"CCIS16383318ST.4.0","CRC_MR_SBJ07C_17"
"CRC_MR_SBJ75H_17","SID31884"
"SID530364","CCMD25963797ST.21.0"
"SZAXPI003429.3","SZAXPI017463.36"
"CCIS95409808ST.4.0","CCMD23101338ST.21.0"
"CRC_MR_SBJ78H_17","MMRS86178473ST.27.0.0"
"CRC_MR_SBJ57H_17","SZAXPI015216.169"
"DRR127731","DRR127647"
"CCMD29706695ST.11.0","MMRS43563715ST.27.0.0"
"SZAXPI015228.14","SZAXPI017582.94"
"MMRS40913371ST.27.0.0","CCMD13071240ST.21.0"
"SID31766","SID531469"
"CRC_MR_SBJ82H_17","SZAXPI017459.26"
"SID530215","SID31879"
"CCMD30626189ST.11.0","MMRS34525504ST.27.0.0"
"CCIS48174381ST.4.0","SZAXPI015237.23"
"CCIS11362406ST.4.0","SID530373"
"DRR127619","SZAXPI015214.19"
"MMRS35808664ST.27.0.0","SZAXPI003430.5"
"MMRS11288076ST.27.0.0","DRR127481"
"MMRS39415781ST.27.0.0","MMRS24340226ST.27.0.0"
"CCMD22852639ST.11.0","CCIS87167916ST.4.0"
"DRR127721","MMRS31306426ST.27.0.0"
"CCIS64773582ST.4.0","MMRS47685461ST.27.0.0"
"CCMD72666896ST.11.0","MMRS72980899ST.27.0.0"
